PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
570100871002,UPS 600 VA,2.0,2500.0,1815,SSE/SRM/TVC057253-S AND T-SR
45170149,"12V, 7AH  sealed maintenance free lead acid battery",3.0,2461.44,935,SSE/SRM/TVC057253-S AND T-SR
839049414573,GRS Book,1.0,2428.0,871,JE/SIG/SRM/PGT037254-S AND T-SR
539826141002,CT Box  CAST IRON,4.0,2400.0,1816,JE/SIG/SRM/PGT037254-S AND T-SR
781508540015,CHAIR FOR DATALOGGER,2.0,2400.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
902500310010,Revolving Chair,2.0,2353.63,1045,SSE/S/SRM/TPJ077355-S AND T-SR
721800040199,NOSE PLIER,39.0,2340.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
657901291431,Weighing Machine 30 Kg,1.0,2299.0,856,JE/SIG/SRM/PGT037254-S AND T-SR
539874960017,POINT INDICATOR LAMP,3.0,2256.0,1501,SSE/SRM/SIG/MDU087221-S AND T-SR
509000355910,SURVIVAL CABLE 2 X 1.5 SQMM ARMOURED,15.0,2250.0,757,SSET/SRM/PER027029-S AND T-SR
781010280012,STOOL  Wooden LOCALY MADE,3.0,2250.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
561195700010,Arrow Plate for Signal,10.0,2210.0,1641,SSE/S/SRM/SA067532-S AND T-SR
553000300010,POINT ROD 'T' JOINT,3.0,2100.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
539818290099,STEEL RACK 5 X 3,1.0,2000.0,1173,SSET/SRM/PER027029-S AND T-SR
762197820237,ANGLE GRINDER 100mm,1.0,2000.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
539800290016,Aluminium folding ladder (6'),2.0,2000.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
721434790017,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-24X26) & 32SOCKET WITH HANDLE ( EACH ONE....,1.0,2000.0,1381,SSE/S/SRM/SA067532-S AND T-SR
559000780013,CEREMONIAL LEVER,2.0,2000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
783000510018,COMPUTER TABLE,1.0,2000.0,1922,SSE/S/SRM/SA067532-S AND T-SR
652899570013,Grinding Machine Electric 230V,2.0,2000.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
560406730010,CEL MAKE  DAC VITAL RELAY BOX 710 P,2.0,2000.0,1677,SSE/SRM/TVC057253-S AND T-SR
783000296045,WRITING TABLE,1.0,1900.0,1922,SSE/S/SRM/SA067532-S AND T-SR
759099220013,Acetal Bushes for D BRACKET & CRANKS,380.0,1900.0,1817,JE/SIG/SRM/PGT037254-S AND T-SR
839098870062,SEM BOOK,1.0,1874.0,871,JE/SIG/SRM/PGT037254-S AND T-SR
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,30.0,1842.9,890,JE/SIG/SRM/PGT037254-S AND T-SR
721800030080,CUTTING PLIERS 6,9.0,1800.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
549008650015,"EARTHINGCOPPER BUS BAR 300 X 25 X6MM-1NO,",3.0,1800.0,1451,JE/SIG/SRM/PGT037254-S AND T-SR
727901770711,Tri Color Hand Torch Light,3.0,1740.0,1110,SSE/S/SRM/TPJ077355-S AND T-SR
745010580090,Lock Brass,17.0,1700.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
567907930023,WOODEN FOOT REST,1.0,1700.0,1175,SSET/SRM/PER027029-S AND T-SR
409000511438,PEDASTAL FANS,2.0,1600.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
565199032324,Released Inverter 110V DC / 230V,2.0,1600.0,1086,SSE/S/SRM/TPJ077355-S AND T-SR
620400040019,PIPE DWC 103.5 MM INNER DIA & 120 MM OUTER DIA,6.0,1579.2,1301,SSE/SRM/TVC057253-S AND T-SR
738577910576,"ALMARAH  STEEL LOCAL  MADE  72 X 34""X20""",1.0,1500.0,1816,SSE/SRM/TVC057253-S AND T-SR
570100822428,CPU HCL make,1.0,1500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
672202850527,TYRE FOR LORRY RELEASED,5.0,1500.0,1191,JE/SIG/SRM/PGT037254-S AND T-SR
539855720010,Generator Portable,1.0,1500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
565199410021,Data Logger RTU Fault Analysis Software,1.0,1500.0,783,SSE/S/SRM/TPJ077355-S AND T-SR
439900100017,Auqaguard UV water purifier,1.0,1500.0,1821,JE/SIG/SRM/PGT037254-S AND T-SR
902900130011,RACK STEEL For KEEPING FILE 4 PLANS,2.0,1500.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
783000550016,STOOL WOODEN,2.0,1500.0,1815,SSE/SRM/TVC057253-S AND T-SR
559000790195,PLIER GRIP Miscellaneous.,1.0,1500.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
727900038706,Bench Vice  5,2.0,1500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
727901391219,Platform weighing machine 1000 kg,1.0,1500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
432900230899,Distilled Water Plant,1.0,1500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
56985710,CONTRACTOR UNIT ASSEMBLY,13.0,1456.0,1333,SSE/S/SRM/TPJ077355-S AND T-SR
560608600010,INSULATION END POST FOR 90R.,57.0,1425.0,1823,SSE/SRM/TVC057253-S AND T-SR
721434800011,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-18X19) EACH ONE NUMBER,1.0,1400.0,1381,SSE/S/SRM/SA067532-S AND T-SR
40071110,CABLE PVC INSULATED UNARMOURED SINGLE CORE MULTI STRAND COPPER CONDUCTOR OF SIZE 1.5 SQMM ....,100.0,1400.0,1097,SSE/S/SRM/TPJ077355-S AND T-SR
564681410013,CIRCUIT CONTROLLER-4 WAY,1.0,1300.0,1402,SSE/SRM/TVC057253-S AND T-SR
560600210011,THUMB SWITCH 2 POSITION,25.0,1250.0,1250,SSE/SRM/TVC057253-S AND T-SR
787900281169,S Type Cushion Chair /Cushion Chair with Arm( Red Colour),1.0,1200.0,1922,SSE/S/SRM/SA067532-S AND T-SR
869022810017,CUP BOARD  EMPTY AXLE COUNTER  EVALUATER RACK,3.0,1200.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
783100277395,TABLE TUBULAR STEEL,2.0,1200.0,1478,JE/SIG/SRM/PGT037254-S AND T-SR
783001040010,"TABLE WOODEN 30 X47X31""",1.0,1200.0,1815,SSE/SRM/TVC057253-S AND T-SR
560600095593,Tag Block (64 IN PUT),9.0,1134.0,1808,JE/SIG/SRM/PGT037254-S AND T-SR
720599041002,SPANNER DOUBLE END OF SIZES,8.0,1120.0,1815,SSE/SRM/TVC057253-S AND T-SR
539802230011,PVC Pipe 25 mm,10.0,1120.0,1671,SSE/S/SRM/TPJ077355-S AND T-SR
869022070617,PIPE WRENCH SIZE 12'',2.0,1100.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
545300020016,DW Pulley WHEEL,11.0,1100.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
56300128,LOCK ROD LUG & DETECTOR ROD LUG IN SET FOR GROUND CONNECTION. ONE SET COMPRISING OF (a) LO....,8.0,1088.0,1100,SSE/S/SRM/TPJ077355-S AND T-SR
721429180014,SPANNER SINGLE END 32 MM OR 1   1/2,9.0,1080.0,1815,SSE/SRM/TVC057253-S AND T-SR
569037670033,SEM Appendix-I & Appendix II,1.0,1063.0,871,JE/SIG/SRM/PGT037254-S AND T-SR
539837220010,Lock navtal  6&7 lever,3.0,1050.0,1815,SSE/SRM/TVC057253-S AND T-SR
567911590016,Panel indication LED assembly YELLOW RED,25.0,1025.0,1125,JE/SIG/SRM/PGT037254-S AND T-SR
543400060026,ROD JOINT [ EYE JOINT ],34.0,1020.0,986,SSE/S/SRM/TPJ077355-S AND T-SR
561300760480,Released Block Bell equipment,2.0,1000.0,1303,SSE/S/SRM/TPJ077355-S AND T-SR
560600017697,FTOT (CT RACK),1.0,1000.0,1476,JE/SIG/SRM/PGT037254-S AND T-SR
565000090130,B type CHOKE,1.0,1000.0,1292,SSE/S/SRM/TPJ077355-S AND T-SR
549008250013,MISCELLANEOUS. (FOOT REST PLANK FOR LEVER FRAME),1.0,1000.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
555500120018,SWITCH EXTENTION PIECE,2.0,1000.0,1816,SSE/SRM/TVC057253-S AND T-SR
570103410010,Computer monitor TFT-18.5 MAKE-HCL,1.0,1000.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
565099960011,GRS box full size,1.0,1000.0,1476,JE/SIG/SRM/PGT037254-S AND T-SR
469034151893,TABLE STEEL EXECUTIVE,1.0,1000.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
469034500012,UNVERSAL AXLE COUNTER RACK (EMPTY RELEASED USED AS  CUP BOARD),1.0,1000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560406740014,CEL MAKE AXLE COUNTER TX COIL 710 P,1.0,1000.0,857,SSE/SRM/TVC057253-S AND T-SR
781506340096,TABLE STEEL TUBULAR,1.0,1000.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
679001590014,Tarpauline for Lorry,1.0,1000.0,1821,JE/SIG/SRM/PGT037254-S AND T-SR
469035027200,ELECTRONIC DIGITAL VERNIER CALIPER 0 MM-150 MM,1.0,945.0,1388,JE/SIG/SRM/PGT037254-S AND T-SR
539800030018,BIT DRILL TWIST 12 MM,3.0,900.0,1816,SSE/SRM/TVC057253-S AND T-SR
543600060010,LAMP stand.,9.0,900.0,1110,SSE/S/SRM/TPJ077355-S AND T-SR
739900010019,Drill chuck with socket,1.0,900.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
469034151893,TABLE STEEL OFF SIZE,3.0,900.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
783000721005,BENCH HAND WOOD LOCAL MADE,2.0,900.0,1816,SSE/SRM/TVC057253-S AND T-SR
721800280010,SCREW DRIVER 150 MM OR 6,7.0,875.0,1815,SSE/SRM/TVC057253-S AND T-SR
738577911234,"ALAMARAH  STEEL 50 X 30X 17"" ( MINI TYPE)",1.0,850.0,1816,SSE/SRM/TVC057253-S AND T-SR
430600020099,RHEOSTAT 500 OHMS 400W,1.0,850.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
83151837,TWINE WHITE 100 GRAMS A BALL TO CSO/VOC NO.J.042 IS.2413/1978,45.0,800.1,1241,SSE/S/SRM/TPJ077355-S AND T-SR
725800107319,Measuring tape 50 Mtr Fiber glass,1.0,800.0,1388,JE/SIG/SRM/PGT037254-S AND T-SR
727924850012,Spring adjusting Tool for DLB and FM Diado Block Instrument to Drg.No. CWM SK/01123.,4.0,800.0,837,SSE/S/SRM/TPJ077355-S AND T-SR
782500111503,WATER PURIFIER,1.0,800.0,1815,SSE/SRM/TVC057253-S AND T-SR
783004240010,TRAY DEAL WOOD,4.0,800.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
783100680013,PLASTIC CHAIR,2.0,800.0,1922,SSE/S/SRM/SA067532-S AND T-SR
560610510015,TRANSFORMER 230/110/500VA,1.0,800.0,1748,SSE/SRM/TVC057253-S AND T-SR
539860180069,LOCK PAD Godrej square lock 6 levers (50MM),2.0,779.0,992,JE/SIG/SRM/PGT037254-S AND T-SR
469043980011,TABLE GLASS PLAIN  ( 8 MM THICK ),1.0,750.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
783000631338,TABLE WOODEN WITH  FOUR DRAWER,1.0,750.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
539878180018,BULLION WEIGHT  (SET)/ BRASS IN WOODEN BOX 1 SET OF 16 NOS,1.0,750.0,1648,SSE/SRM/SIG/MDU087221-S AND T-SR
781010270018,SHELF WOODEN WITH PARTITION,1.0,750.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
91150401,ROSINE CORE SOLDER,0.5,738.17,1517,SSE/SRM/TVC057253-S AND T-SR
556200010139,TRESTLES,49.0,735.0,940,SSE/S/SRM/TPJ077355-S AND T-SR
469030611009,BIT DRILL TWIST 16 MM,2.0,730.0,1816,SSE/SRM/TVC057253-S AND T-SR
544100190018,CLS POST 2.5 Mtrs,2.0,700.0,1640,JE/SIG/SRM/PGT037254-S AND T-SR
673500020118,Hand Cart,2.0,700.0,981,SSE/S/SRM/TPJ077355-S AND T-SR
539807450013,Transmitter Insert,20.0,700.0,1969,SSE/S/SRM/SA067532-S AND T-SR
543500030019,Aluminium LADDER 18',1.0,700.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
783000282034,Rack wooden OF SIZES,7.0,700.0,1291,SSE/S/SRM/TPJ077355-S AND T-SR
560610450018,RELAY REMOVEABLE CONNECTING CLIP,500.0,695.0,914,SSE/SRM/TVC057253-S AND T-SR
539885430010,RKT DRUM,2.0,690.0,929,SSE/SRM/SIG/MDU087221-S AND T-SR
729079690012,CALCULATOR,1.0,600.0,1821,JE/SIG/SRM/PGT037254-S AND T-SR
839096490857,LOCK GI  65 mm,3.0,600.0,1815,SSE/SRM/TVC057253-S AND T-SR
787901121113,NOVOPAN BOARD,3.0,600.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
539878300012,FLAG RED,20.0,600.0,1455,SSE/SRM/SIG/MDU087221-S AND T-SR
660400010015,BY CYCLE-22',1.0,600.0,1821,JE/SIG/SRM/PGT037254-S AND T-SR
727902129820,SPANNER ADJUSTABLE 10,2.0,600.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
560610500010,SHUNT SIGNAL POST PVC WITH BASE,1.0,600.0,1748,SSE/SRM/TVC057253-S AND T-SR
420423880012,Hand Crimping tool (1.5-10sq mm),1.0,600.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
469038447132,S W Pully,11.0,550.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
561195910015,CABLE LINKS (TAG ALUMINIUM).,210.0,525.0,1319,SSE/SRM/TVC057253-S AND T-SR
783000550016,STOOL WOODEN,3.0,525.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
75544453,TWINE COUNTRY JUTE 3PLY TO IS.SPECN.NO.1912/84 VARIETY NO.6.,5.0,500.6,1254,SSE/S/SRM/TPJ077355-S AND T-SR
469028772605,ALUMINIUM LADDER SELF SUPPORTING SIZE 8 FEET,1.0,500.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
10300601013,Tachometer Meter  OEM:GR Part No:105652090146 Make:NA,1.0,500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
901301040019,Board P Marker,2.0,500.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
753000050019,Nylon ropes. 1/2 Inch SIZES,50.0,500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
542400130250,SPLIT STRUCTURE BAR,1.0,500.0,1816,SSE/SRM/TVC057253-S AND T-SR
559000780013,CEREMONIAL LEVER,1.0,500.0,1748,SSE/SRM/TVC057253-S AND T-SR
464219450018,RF2 CHANNEL SET,1.0,500.0,1748,SSE/SRM/TVC057253-S AND T-SR
508312470018,DIMMER START,1.0,500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
469035021002,VERNIER CALIPERS 0 MM-300 MM,1.0,500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
473500354432,OIL PUMP ROTARY TYPE,1.0,500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
783000720013,BENCH WOODEN,1.0,500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
783000514553,COMPUTER TABLE -SMALL,1.0,500.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
787902510010,GLASS FRONTED BOX FOR KEYS,1.0,500.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
654800060170,LIFTING PULLING MACHINE Portable Type (Tarfar),1.0,500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
564700100016,LED 2 ASPECT SMALL LED UNIT FOR REMOTE OPERATING,1.0,500.0,1748,SSE/SRM/TVC057253-S AND T-SR
551200011370,LOCK PAD 35MM,2.0,484.0,1427,JE/SIG/SRM/PGT037254-S AND T-SR
721800090282,Screw driver set (BOX),19.0,475.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
729081591716,LOCK PAD IRON 50 mm,5.0,450.0,1444,JE/SIG/SRM/PGT037254-S AND T-SR
539800830011,KEYBOARD FOR DESKTOP COMPUTER,1.0,450.0,1816,SSE/SRM/TVC057253-S AND T-SR
550400040018,PCB CONNECTOR FOR PANNEL,2.0,400.0,849,JE/SIG/SRM/PGT037254-S AND T-SR
833100490018,SEAL RUBBER FOR OFFICE,4.0,400.0,1748,SSE/SRM/TVC057253-S AND T-SR
539803231771,LOCK GODREJ NAVTAL PAD  85MM WITH KEY,2.0,400.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
720597144353,RING SPANNER 6-32 MM,1.0,400.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
502355640019,TRANSMITTER/RECEIVER INSET,16.0,400.0,1909,SSE/SRM/TVC057253-S AND T-SR
725073780019,RULLER STEEL 30 CM (12 ),13.0,390.0,1815,SSE/SRM/TVC057253-S AND T-SR
469029100015,HAMMER BALL PIN 0.5 KG,6.0,390.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
729080160011,FIRSTAID BOX,1.0,375.0,1815,SSE/SRM/TVC057253-S AND T-SR
721429140016,SPANNER DOUBLE END SET,3.0,375.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
569003050010,GATE BELL 'T' CONNECTOR Miscellaneous.,7.0,350.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
559000750010,JOINT SOLID FOR RODDING Miscellaneous.,1.0,350.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560605111783,SPANNER DOUBLE ENDED,27.0,324.0,1301,SSE/S/SRM/TPJ077355-S AND T-SR
721804330019,SCREW DRIVER (TAPARIA) different types and sizes insulated or otherwise.,2.0,300.0,1381,SSE/S/SRM/SA067532-S AND T-SR
749000120222,LOCK PAD 40 MM (GODREJ - NAVATHAL),6.0,300.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
602590680503,BAR CROW,2.0,300.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
783000253046,SOFA 3 SEATER,1.0,300.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
722445010015,Tap and Die Set 1/4 to 1,1.0,300.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
781009670010,CUP BOARD T/W SLIDING DOOR 04 SHELVES,1.0,300.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
439901180010,TORCH LIGHT 3 CELLS CAPACITY,3.0,300.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
781009680014,CUP BOARD T/W SLIDING DOORS 24 PIEGION HOLES,1.0,300.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
560604892384,HAMMER SLEDGE-5LBS,1.0,300.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
539824820017,PPTC FUSE 3 AMPS,25.0,288.75,1296,SSE/SRM/SIG/MDU087221-S AND T-SR
721801220010,SPANNER RING OF SIZES,23.0,276.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
539825720018,MARKER BOARD P,2.0,270.0,1233,SSE/SRM/TVC057253-S AND T-SR
509040800606,PULLY BLOCK-4,1.0,250.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
539800230019,SEAL BRASS (5/8),1.0,250.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
721801050012,CUTTING PLIER 8,2.0,250.0,1927,SSE/SRM/TVC057253-S AND T-SR
469041530014,Measuring tape 15m long,1.0,250.0,1922,SSE/S/SRM/SA067532-S AND T-SR
420296880041,SWITCH CHANGE OVER 63A(CS 292),3.0,225.0,1270,SSE/S/SRM/TPJ077355-S AND T-SR
469029110010,HAMMER SLEDGE 7 lbs,2.0,220.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
562100260023,Butterfly Contact,22.0,220.0,1802,SSE/S/SRM/TPJ077355-S AND T-SR
725051380082,TAPE MEASURING 30 M,1.0,210.0,1815,SSE/SRM/TVC057253-S AND T-SR
570102670012,Keyboard,1.0,200.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
727900640017,Rail Jumpers,1.0,200.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
560603820869,L Bracket for GROUND CONNECTION,1.0,200.0,1802,JE/SIG/SRM/PGT037254-S AND T-SR
561300660101,TOL Indicator Assembly,1.0,200.0,1637,SSE/S/SRM/TPJ077355-S AND T-SR
789024450015,FELLING KNIFE,1.0,200.0,1815,SSE/SRM/TVC057253-S AND T-SR
569001750016,CLS ladder various (R),1.0,200.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
725051380318,TAPE MEASURING,2.0,200.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
725807470018,0028-MEASURING TAPE 5MTS LONG,1.0,190.0,1203,JE/SIG/SRM/PGT037254-S AND T-SR
729080200010,MAMATTY,1.0,175.0,1815,SSE/SRM/TVC057253-S AND T-SR
759099470017,TORPOLINE 21' X 15',1.0,170.0,1748,SSE/SRM/TVC057253-S AND T-SR
560600220016,THUMB SWITCH 3 POSITION,3.0,165.0,1250,SSE/SRM/TVC057253-S AND T-SR
469034982523,HACK SAW FRAME (SAW FRAME FOR METAL CUTTING),1.0,150.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
723870940021,mamatty,1.0,150.0,1203,JE/SIG/SRM/PGT037254-S AND T-SR
469064370015,DP DT SWITCH,1.0,150.0,1748,SSE/SRM/TVC057253-S AND T-SR
570100170012,MOUSE FOR Computer,1.0,150.0,1815,SSE/SRM/TVC057253-S AND T-SR
721506201278,CHISEL COLD 150 MM,1.0,150.0,1816,SSE/SRM/TVC057253-S AND T-SR
725073790013,RULLER STEEL 15 CM ( 6  ),10.0,150.0,1815,SSE/SRM/TVC057253-S AND T-SR
469034671001,CLOCK WALL TYPE,1.0,150.0,1816,SSE/SRM/TVC057253-S AND T-SR
720599383892,Hammer SLEDGE W/O HANDLE & 3 LB,1.0,150.0,1815,SSE/SRM/TVC057253-S AND T-SR
615400010060,Ladder wooden - 6(feet),1.0,150.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
721801604352,PLIER WIRE CUTTING 6,1.0,135.0,1815,SSE/SRM/TVC057253-S AND T-SR
782001171555,GLASS SHEET,26.0,130.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
565094831178,Sealing plier,8.0,120.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
230201270112,EMPTY CAN - 10 LTR,3.0,120.0,1191,JE/SIG/SRM/PGT037254-S AND T-SR
549007180015,BOLT U 3/4,2.0,120.0,1927,SSE/SRM/TVC057253-S AND T-SR
461506450019,BONDS,5.0,100.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
838000320109,INDENT FORMS T-136,2.0,100.0,1209,JE/SIG/SRM/PGT037254-S AND T-SR
620706500058,Lock Pad Godrej 40mm,2.0,100.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
560605360011,SCREW DRIVER -V/ SIZE,5.0,100.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
830314340011,"MV (N) G 97 B, CREDIT NOTE BOOK IN SIZE 12X5.2/3 (BOOKS) Text Printing on One side over 60....",2.0,100.0,1353,SSE/S/SRM/TPJ077355-S AND T-SR
469032400014,NUT DRIVER,1.0,100.0,1513,SSE/SRM/SIG/MDU087221-S AND T-SR
570100744843,Printers,1.0,100.0,1324,SSE/S/SRM/SA067532-S AND T-SR
479007400129,HACK SAW FRAME,1.0,100.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
305302300014,HEAVY DUTY DRILL BITT (HSS) SIZE 4.00 MM MAKE by: JK/ MIRINDA/I.T (Indian Tools),8.0,96.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
560600230010,PANEL KNOB RED,9.0,90.0,914,SSE/SRM/TVC057253-S AND T-SR
909001330019,LOCK PAD IRON 65MM,1.0,83.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
721800040199,NOSE PLIER  8/6,2.0,80.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
83151412,STATIONERY LACES TAG COTTON 100 CMS LONG TO IS.8499/88.,2.0,77.2,1426,SSE/S/SRM/TPJ077355-S AND T-SR
539885980010,ELECTROLYTIC CAPACITOR 1000 MFD 50 V,5.0,76.7,772,SSE/SRM/SIG/MDU087221-S AND T-SR
799048680148,Padlock G.I. SIZE 65MM,1.0,75.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
539845530016,CORDLESS MOUSE,1.0,75.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
727902880019,Box Spanner,11.0,66.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
305609390040,LOCK ORDINARY,1.0,60.0,1922,SSE/S/SRM/SA067532-S AND T-SR
727902129831,SPANNER ADJUSTABLE,4.0,60.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
509041036045,ADOPTER FC 0 DB (0 DB CONNECTOR),3.0,60.0,1469,SSET/SRM/PER027029-S AND T-SR
539814510019,SM'S CONTROL CONTACT(BUTTERFLY CONTACT),3.0,57.0,905,SSE/SRM/TVC057253-S AND T-SR
539800431207,GI LOCK,1.0,55.0,1894,SSE/S/SRM/SA067532-S AND T-SR
783000330016,Board Wooden( NOTICE BAORD ),1.0,55.0,1816,SSE/SRM/TVC057253-S AND T-SR
469040561003,Oil Drainer(70 suit 205 L Cap drum),1.0,50.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
723870600763,Spade (Mammatty) with handle,1.0,50.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
741400050013,Measuring vessel 2L,1.0,50.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
723870750402,shoval Round nose,2.0,50.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
729072480024,Wire Striper,3.0,45.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
10100241011,"PLUNGER,GOVERNOR SPRING OEM:CU Part No:70820 Make:NA",14.0,28.0,1357,SSE/S/SRM/TPJ077355-S AND T-SR
539847620010,floppy,26.0,26.0,1511,SSE/SRM/SIG/MDU087221-S AND T-SR
780800210010,Bucket Plastic ( 5 Litrs Capacity ),1.0,10.0,1816,SSE/SRM/TVC057253-S AND T-SR
782000020235,Mug Plastic,1.0,5.0,1815,SSE/SRM/TVC057253-S AND T-SR
560406720015,CEL  MAKE  AXLE COUNTER WITH ALL CARDS 710 A,0.0,0.0,1600,SSE/SRM/TVC057253-S AND T-SR
570100589801,UPS 1 KVA,0.0,0.0,1063,SSE/SRM/TVC057253-S AND T-SR
565101240016,EARTH ENHANCEMENT COMPUND (25 Kg + 10 Kg),0.0,0.0,1193,SSE/SRM/TVC057253-S AND T-SR
559003870013,Earth Electrodes as per drawing no.SG/CN/02/13,0.0,0.0,1193,SSE/SRM/TVC057253-S AND T-SR
503524320022,Line Card 4 way,0.0,0.0,1126,SSET/SRM/PER027029-S AND T-SR
539812630060,TSF 3 KIT FOR 100 PAIR PIJF UG CABLE,0.0,0.0,972,SSET/SRM/PER027029-S AND T-SR
539812630058,TSF 2 KIT FOR 50 PAIR PAIJF UG CABLE,0.0,0.0,816,SSET/SRM/PER027029-S AND T-SR
539812630046,TSF 1 KIT FOR 10 PAIR / 20 PAIR PIJF UG CABLE,0.0,0.0,1129,SSET/SRM/PER027029-S AND T-SR
