PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
543500011256,Ladder with platform and shoe to suit CLS pole 3.6mtrs (Galvanised),3,0,3,0.0,0.0,0.0,,,,100.0,Dead
543500020713,CLS LADDER 4.6 Mtrs with clamp,45,3,42,0.5556,9.0707,3.0118,5.4212,0.9824,15.0,93.33,Lumpy
543600010201,Offset Bracket Large,53,34,19,2.1698,5.1052,2.2595,1.0413,0.324,1.5588,35.85,Intermittent
543600010754,Offset Bracket Small 90MM,40,8,32,1.05,7.1256,2.6694,2.5423,0.4603,5.0,80.0,Intermittent
543600010766,Offset Bracket Small,40,5,35,0.25,0.7564,0.8697,3.4789,0.6,8.0,87.5,Lumpy
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,40,1,39,1.25,62.5,7.9057,6.3246,0.0,40.0,97.5,Intermittent
54360092,COLOUR LIGHT SIGNAL ELECTIC LAMP FOR SIGNALLING 110V/25W/3PIN-SL33,48,0,48,0.0,0.0,0.0,,,,100.0,Dead
544100020290,Colour Light Signal Post 4.5 mts Length,54,27,27,5.9259,199.9567,14.1406,2.3862,2.2943,2.0,50.0,Lumpy
544100020642,Colour Light Signal Post 3.6 mts Length,38,8,30,2.2105,27.6302,5.2564,2.3779,0.3696,4.75,78.95,Intermittent
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,29,1,28,0.0345,0.0345,0.1857,5.3852,0.0,29.0,96.55,Intermittent
544100420024,Joint Solid 1 1/4 Inch (32mm),40,1,39,4.75,902.5,30.0416,6.3246,0.0,40.0,97.5,Intermittent
545200100040,JOINT SCREW 1 1/4 S.E,40,1,39,0.025,0.025,0.1581,6.3246,0.0,40.0,97.5,Intermittent
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,30,18,12,95.0,28087.931,167.5945,1.7642,1.4051,1.6667,40.0,Lumpy
545500010663,Pin Turned MS 1,54,11,43,6.3889,250.3931,15.8238,2.4768,0.4302,4.9091,79.63,Intermittent
549005510050,Bolt & Nut MS 1/2 x100mm,40,1,39,0.375,5.625,2.3717,6.3246,0.0,40.0,97.5,Intermittent
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),13,5,8,1.5385,5.6026,2.367,1.5385,0.225,2.6,61.54,Intermittent
549005791499,Solder soft A Grade,40,1,39,0.1125,0.5062,0.7115,6.3246,0.0,40.0,97.5,Intermittent
549006091114,RAIL DEFLECTOR,52,4,48,1.1154,19.0452,4.3641,3.9126,0.2319,13.0,92.31,Intermittent
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,54,33,21,53.3519,25763.1758,160.5091,3.0085,5.0399,1.6364,38.89,Lumpy
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),47,1,46,0.1064,0.5319,0.7293,6.8557,0.0,47.0,97.87,Intermittent
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,54,17,37,1.537,9.9137,3.1486,2.0485,0.6114,3.1765,68.52,Lumpy
549007060034,EMERGENCY SLIDING BARRIER LC GATE,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
549007060046,EMERGENCY SLIDING BOOM (PIPE),47,1,46,0.0851,0.3404,0.5835,6.8557,0.0,47.0,97.87,Intermittent
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,28,5,23,2.3571,58.4603,7.6459,3.2437,0.9904,5.6,82.14,Lumpy
549007601525,SM SLIDE OF SIZES,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
549007661170,A TYPE FOUNDATION,40,3,37,0.55,4.1,2.0248,3.6815,0.0661,13.3333,92.5,Intermittent
549008310204,"Data concentrator along with dual card modems, Power supply",25,2,23,0.08,0.0767,0.2769,3.4611,0.0,12.5,92.0,Intermittent
549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,24,0,24,0.0,0.0,0.0,,,,100.0,Dead
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,17,8,9,144.7059,46098.3456,214.7053,1.4837,0.4456,2.125,52.94,Intermittent
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,54,44,10,32.463,1736.3665,41.6697,1.2836,1.1325,1.2273,18.52,Erratic
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,47,1,46,0.0213,0.0213,0.1459,6.8557,0.0,47.0,97.87,Intermittent
549801620085,RELAY JACKS  (Released),4,1,3,25.0,2500.0,50.0,2.0,0.0,4.0,75.0,Intermittent
551200010789,E -TYPE LOCK,54,32,22,13.2407,665.6202,25.7996,1.9485,1.8008,1.6875,40.74,Lumpy
551200011083,Ward Spring for E Type LOCKS,51,18,33,19.6275,1655.0784,40.6827,2.0727,0.8395,2.8333,64.71,Lumpy
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,25,6,19,29.0,4079.1667,63.8684,2.2024,0.3575,4.1667,76.0,Intermittent
553000050339,Lamp point indicator,40,2,38,0.2,0.9846,0.9923,4.9614,0.25,20.0,95.0,Intermittent
553000110026,Lock rod near/far end sizes,40,0,40,0.0,0.0,0.0,,,,100.0,Dead
555400100071,DATA CABLE CONNECTOR (TPWS),53,2,51,0.0943,0.2409,0.4908,5.203,0.04,26.5,96.23,Intermittent
555400100083,SPECIAL TYPE TLJB (TPWS),54,3,51,0.2407,1.0542,1.0267,4.2648,0.0473,18.0,94.44,Intermittent
555400100095,TPWS LEU,52,6,46,0.4423,2.4868,1.577,3.5653,0.5539,8.6667,88.46,Lumpy
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),54,4,50,0.0926,0.1233,0.3512,3.7929,0.12,13.5,92.59,Intermittent
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,39,2,37,0.0513,0.0499,0.2235,4.3574,0.0,19.5,94.87,Intermittent
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",54,6,48,0.3519,1.138,1.0668,3.0319,0.1136,9.0,88.89,Intermittent
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),52,6,46,0.2885,0.6799,0.8245,2.8584,0.04,8.6667,88.46,Intermittent
555400100149,TPWS LEU LINE SIDE CABINET,53,3,50,0.0943,0.164,0.405,4.2927,0.08,17.6667,94.34,Intermittent
555400100150,TPWS BALISE FIXING BASE,53,8,45,0.6038,2.3208,1.5234,2.5231,0.0938,6.625,84.91,Intermittent
555400100162,TPWS POWER SUPPLY UNIT FAN,54,3,51,0.1111,0.2516,0.5016,4.5141,0.1667,18.0,94.44,Intermittent
555400100174,BAND IT BUCKLE TPWS,54,5,49,2.6296,92.9546,9.6413,3.6664,0.3142,10.8,90.74,Intermittent
555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,34,0,34,0.0,0.0,0.0,,,,100.0,Dead
555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,54,1,53,0.0185,0.0185,0.1361,7.3485,0.0,54.0,98.15,Intermittent
555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",47,5,42,0.1277,0.1573,0.3966,3.1064,0.1111,9.4,89.36,Intermittent
555400100307,Balise Reader Tool for TPWS,34,2,32,0.0588,0.057,0.2388,4.0602,0.0,17.0,94.12,Intermittent
555400150025,MARKER BOARD - P,48,1,47,0.0417,0.0833,0.2887,6.9282,0.0,48.0,97.92,Intermittent
555400960023,Colour light signal unit Three Aspect (FRP),4,1,3,1.25,6.25,2.5,2.0,0.0,4.0,75.0,Intermittent
555500020073,SOLENOID COIL FOR ELB LC GATE,54,5,49,0.1667,0.2925,0.5408,3.2447,0.0494,10.8,90.74,Intermittent
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,52,3,49,2.7308,155.6124,12.4745,4.5681,0.2384,17.3333,94.23,Intermittent
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,54,15,39,36.5741,7179.0793,84.7294,2.3167,0.741,3.6,72.22,Lumpy
559000990020,Nut MS 3/8,40,1,39,0.0375,0.0563,0.2372,6.3246,0.0,40.0,97.5,Intermittent
559002150021,"Relays, 6F/6B-24V, 1000 Ohms",28,0,28,0.0,0.0,0.0,,,,100.0,Dead
559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,33,3,30,0.1515,0.2576,0.5075,3.3496,0.08,11.0,90.91,Intermittent
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,26,3,23,0.3846,1.6062,1.2673,3.2951,0.32,8.6667,88.46,Intermittent
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,26,3,23,0.3462,1.1954,1.0933,3.1585,0.2222,8.6667,88.46,Intermittent
559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,26,2,24,0.2692,1.0846,1.0414,3.8682,0.1837,13.0,92.31,Intermittent
559006210073,Polylitin cable Truff,6,2,4,276.6667,227266.6667,476.7249,1.7231,0.1581,3.0,66.67,Intermittent
560100580056,Washer Spring 5/8 or 16mm,15,1,14,0.3333,1.6667,1.291,3.873,0.0,15.0,93.33,Intermittent
560400012175,MARKING JIG FOR MSDAC,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
560400022521,DC-DC convertor 24-40V 5AMPS FOR AMARARAJA IPS,54,6,48,0.3704,1.2187,1.104,2.9807,0.08,9.0,88.89,Intermittent
560400022790,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 12VDC/5VDC/1AMPS,53,0,53,0.0,0.0,0.0,,,,100.0,Dead
560400023902,DC-DC convertor 24-32/5A Capacity of Sukhila make IPS,45,2,43,0.3111,2.5374,1.5929,5.1201,0.1837,22.5,95.56,Intermittent
560400024268,Microlok-II Vital Output PCB (Ansaldo),43,3,40,0.1628,0.4729,0.6877,4.2242,0.2857,14.3333,93.02,Intermittent
560400024281,RELAY DRIVE MODULE -1 FOR SSDAC,43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560400025212,DC-DC Convertor 12V-28V/1 AMPS Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
560400025224,DC-DC Convertor 12V-40V/1 AMPS Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,10,2,8,0.6,1.8222,1.3499,2.2498,0.1111,5.0,80.0,Intermittent
560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,50,3,47,0.32,3.0384,1.7431,5.4472,0.8047,16.6667,94.0,Lumpy
560400160048,Relay Drive Module -2 For SSDAC (G.G.Tronics Make),43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560400170030,EF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),43,1,42,0.0698,0.2093,0.4575,6.5574,0.0,43.0,97.67,Intermittent
560400182081,COM -1 For SSDAC (G.G.Tronics Make),43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560400182093,Filter Base Assembly for SSDAC (G.G.Tronics Make),43,1,42,0.1163,0.5814,0.7625,6.5574,0.0,43.0,97.67,Intermittent
560400200046,COM -2 For SSDAC (G.G.Tronics Make),43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560400211135,CPU 2 CARD FOR SSDAC (G.G. TRONICS MAKE ),48,2,46,0.125,0.5372,0.733,5.8637,0.4444,24.0,95.83,Intermittent
560400211147,"Portable fault analyser loaded with HASSDAC maintenance/trouble shooting software.HP  15, Model No. ....",51,5,46,0.098,0.0902,0.3003,3.0633,0.0,10.2,90.2,Intermittent
560400211329,Portable Data Analyser for downloading event logger data for analysis and report generation in MSDAC....,34,2,32,0.0588,0.057,0.2388,4.0602,0.0,17.0,94.12,Intermittent
560400220033,CPU 1 CARD FOR SSDAC (G.G. TRONICS MAKE ),48,2,46,0.125,0.5372,0.733,5.8637,0.4444,24.0,95.83,Intermittent
560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,26,3,23,0.3846,1.3662,1.1688,3.0389,0.14,8.6667,88.46,Intermittent
560400252563,DP (Detection Points) including Electronics and Clamps,52,2,50,0.25,2.3873,1.5451,6.1803,0.4793,26.0,96.15,Intermittent
560401100023,FRAUSCHER make MSDAC Back Plane BP PWR 101-1- 10TE -GS01-19956,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560401110090,FRAUSCHER make MSDAC Back Plane BP PWR 101-8-40TE-GS01-19954,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,5,1,4,5.0,125.0,11.1803,2.2361,0.0,5.0,80.0,Intermittent
560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,26,3,23,0.6154,3.7662,1.9407,3.1536,0.2188,8.6667,88.46,Intermittent
560402860578,MICRO PROCESSOR UNIT OF ALTPRO MSDAC,44,2,42,0.1364,0.3996,0.6321,4.6356,0.0,22.0,95.45,Intermittent
560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,44,2,42,0.3636,3.0275,1.74,4.7849,0.0625,22.0,95.45,Intermittent
560402860591,VUR COLUMN OF ALTPRO MSDAC,44,1,43,0.1364,0.8182,0.9045,6.6332,0.0,44.0,97.73,Intermittent
560402860815,VUR Column (Altpro Make),20,1,19,5.5,605.0,24.5967,4.4721,0.0,20.0,95.0,Intermittent
560402860839,Input amplifier Module (UP) Altpro make,20,4,16,6.15,600.1342,24.4976,3.9834,2.2148,5.0,80.0,Lumpy
560402890273,MSDAC Rail Wheel Sensor with Mounting Bracket,50,2,48,0.48,7.1118,2.6668,5.5558,0.25,25.0,96.0,Intermittent
560402890297,POWER SUPPLY MODULE (DC12) OF ALTPRO MSDAC,44,1,43,0.0682,0.2045,0.4523,6.6332,0.0,44.0,97.73,Intermittent
560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,44,3,41,0.2955,2.027,1.4237,4.8187,0.6154,14.6667,93.18,Lumpy
560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,44,3,41,0.3636,2.2833,1.5111,4.1554,0.2187,14.6667,93.18,Intermittent
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),20,3,17,6.55,705.6289,26.5637,4.0555,1.4937,6.6667,85.0,Lumpy
560402900096,EVALATOR WITH OUT CARDS OF ALTPRO MSDAC,44,1,43,0.0682,0.2045,0.4523,6.6332,0.0,44.0,97.73,Intermittent
560402900175,Power Supply Protection Module (ZANAP) Altpro make,20,3,17,1.75,39.5658,6.2901,3.5944,0.991,6.6667,85.0,Lumpy
560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,44,3,41,0.5455,7.649,2.7657,5.0704,0.7812,14.6667,93.18,Lumpy
560402912165,Rail Deflector Plate for Receiver (CEL Make/MSDAC),28,0,28,0.0,0.0,0.0,,,,100.0,Dead
560402912177,Rail Deflector Plate for Transmitter (CEL Make/MSDAC),28,0,28,0.0,0.0,0.0,,,,100.0,Dead
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,19,2,17,0.5263,4.2632,2.0647,3.923,0.64,9.5,89.47,Lumpy
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,8,1,7,0.25,0.5,0.7071,2.8284,0.0,8.0,87.5,Intermittent
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,19,2,17,0.4211,1.7018,1.3045,3.0982,0.0625,9.5,89.47,Intermittent
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,19,2,17,0.3684,1.2456,1.1161,3.0293,0.0204,9.5,89.47,Intermittent
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,20,3,17,3.85,168.6605,12.9869,3.3732,0.7715,6.6667,85.0,Lumpy
560402912323,Line Verification Box (Altpro make),20,1,19,1.4,39.2,6.261,4.4721,0.0,20.0,95.0,Intermittent
560402912335,FSDT 6 (Altpro make),20,1,19,0.1,0.2,0.4472,4.4721,0.0,20.0,95.0,Intermittent
560402912347,FSDT 12 (Altpro make),20,1,19,0.1,0.2,0.4472,4.4721,0.0,20.0,95.0,Intermittent
560402923527,FRAUSCHER make MSDAC  Diagnostic system FDS 102,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560403020067,VUR BOX OF ALTPRO MSDAC,44,1,43,0.1364,0.8182,0.9045,6.6332,0.0,44.0,97.73,Intermittent
560403020079,SENSOR SHIELD/DEFLECTOR OF ALTPRO MSDAC,44,1,43,0.1364,0.8182,0.9045,6.6332,0.0,44.0,97.73,Intermittent
560403020353,Sensor Mounting Bracket (Altpro make),20,1,19,5.5,605.0,24.5967,4.4721,0.0,20.0,95.0,Intermittent
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),20,1,19,5.5,605.0,24.5967,4.4721,0.0,20.0,95.0,Intermittent
560403020377,VUR Box (Altpro make),20,1,19,5.5,605.0,24.5967,4.4721,0.0,20.0,95.0,Intermittent
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),20,1,19,5.5,605.0,24.5967,4.4721,0.0,20.0,95.0,Intermittent
560403082085,DC DC Convertor for SSDAC (G.G.Tronics Make),49,3,46,0.0816,0.1182,0.3438,4.2115,0.125,16.3333,93.88,Intermittent
560403082322,LCD Display Card For SSDAC (G.G.Tronics Make),43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560403161490,CONNECTOR BOARD (KP) OF ALTPRO MSDAC,44,1,43,0.0682,0.2045,0.4523,6.6332,0.0,44.0,97.73,Intermittent
560403161507,MAIN BOARD OF ALTPRO MSDAC,44,1,43,0.0682,0.2045,0.4523,6.6332,0.0,44.0,97.73,Intermittent
560403161635,Main board (Altpro Make),20,2,18,1.45,39.1026,6.2532,4.3126,0.8668,10.0,90.0,Lumpy
560403161647,Power Supply Module (DC 12) Altpro make,20,2,18,1.5,39.1053,6.2534,4.1689,0.7511,10.0,90.0,Lumpy
560403161659,Connector Board (KP) Altpro make,20,2,18,1.45,39.1026,6.2532,4.3126,0.8668,10.0,90.0,Lumpy
560403161660,Relay Output Module (RE) Altpro make,20,4,16,1.8,39.4316,6.2795,3.4886,1.5123,5.0,80.0,Lumpy
560403161672,Reset Box (Altpro make),20,1,19,1.4,39.2,6.261,4.4721,0.0,20.0,95.0,Intermittent
560403181208,L-K7C Sub Rack with Mother Board,32,0,32,0.0,0.0,0.0,,,,100.0,Dead
560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,26,3,23,0.3846,1.3662,1.1688,3.0389,0.14,8.6667,88.46,Intermittent
560403500030,MSDAC Detection Points DP,50,1,49,0.36,6.48,2.5456,7.0711,0.0,50.0,98.0,Intermittent
560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,51,14,37,0.9608,4.0384,2.0096,2.0916,0.4519,3.6429,72.55,Intermittent
560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,28,4,24,0.4643,1.7394,1.3189,2.8406,0.2544,7.0,85.71,Intermittent
560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,28,4,24,0.4643,1.7394,1.3189,2.8406,0.2544,7.0,85.71,Intermittent
560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,41,5,36,0.1463,0.178,0.422,2.8834,0.1111,8.2,87.8,Intermittent
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,9,1,8,0.4444,1.7778,1.3333,3.0,0.0,9.0,88.89,Intermittent
560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,9,1,8,0.1111,0.1111,0.3333,3.0,0.0,9.0,88.89,Intermittent
560404002243,Display Box with Error Display For SSDAC (G.G.Tronics Make),43,2,41,0.0698,0.1141,0.3377,4.8409,0.1111,21.5,95.35,Intermittent
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,5,1,4,0.4,0.8,0.8944,2.2361,0.0,5.0,80.0,Intermittent
560404060115,FRAUSCHER make MSDAC Communication Board COM ADC 101-GS02-23152,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,26,3,23,0.3846,1.3662,1.1688,3.0389,0.14,8.6667,88.46,Intermittent
560404662516,MSDAC CEL High Voltage DC-DC Converter,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
560404820020,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 110VDC/24VDC/10AMPS,53,2,51,0.0943,0.2409,0.4908,5.203,0.04,26.5,96.23,Intermittent
560405010016,ADDRESS SELECT PCB 48 PIN,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
560405150136,WIDE BLANK FRONT PANEL ASSEMBLY,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
560405582322,Coupler for CEL MSDAC,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,6,1,5,1.6667,16.6667,4.0825,2.4495,0.0,6.0,83.33,Intermittent
560406180264,MSDAC Spare- Siemens Make process connector,6,1,5,3.1667,60.1667,7.7567,2.4495,0.0,6.0,83.33,Intermittent
560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,6,1,5,2.8333,48.1667,6.9402,2.4495,0.0,6.0,83.33,Intermittent
560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,39,5,34,0.2821,0.8394,0.9162,3.2483,0.4463,7.8,87.18,Intermittent
560406420020,PD 1 (PHASE DETECTOR) (G.G. TRONICS MAKE ),49,3,46,0.2041,1.0825,1.0404,5.0981,0.62,16.3333,93.88,Lumpy
560406430025,PD-2 Card for SSDAC (G.G.Tronics Make),49,3,46,0.2041,1.0825,1.0404,5.0981,0.62,16.3333,93.88,Lumpy
560406470047,Generator Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,38,4,34,0.4211,1.7639,1.3281,3.1543,0.125,9.5,89.47,Intermittent
560406490058,VAU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,39,4,35,0.1538,0.2389,0.4887,3.1768,0.1111,9.75,89.74,Intermittent
560406520026,SIEMENS AFTC FTGS 46M COMPLET SET,43,5,38,0.1628,0.2348,0.4845,2.9764,0.1224,8.6,88.37,Intermittent
560406900054,Siemens AFTC Filter Module(F12) B42-B12,43,1,42,0.0698,0.2093,0.4575,6.5574,0.0,43.0,97.67,Intermittent
560406910072,Siemens AFTC Filter Module(F9) B42-B9,43,1,42,0.0698,0.2093,0.4575,6.5574,0.0,43.0,97.67,Intermittent
560406910084,Siemens AFTC Filter Module(F10) B42-B10,43,2,41,0.0698,0.1141,0.3377,4.8409,0.1111,21.5,95.35,Intermittent
560406910096,SIEMENS AFTC FTGS 46ST COMPLET SET,43,4,39,0.1628,0.2824,0.5314,3.2643,0.0612,10.75,90.7,Intermittent
560406920041,Siemens AFTC Filter Module(F11) B42-B11,43,1,42,0.093,0.3721,0.61,6.5574,0.0,43.0,97.67,Intermittent
560407090064,Event Logger Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version ....,26,1,25,0.1538,0.6154,0.7845,5.099,0.0,26.0,96.15,Intermittent
560407690031,Interface card for Reset Box for HASSDAC Motherboard for CEL MAKE HASSDAC as per RDSO Specification ....,25,2,23,0.28,1.1267,1.0614,3.7909,0.1837,12.5,92.0,Intermittent
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,10,6,4,2.7,10.9,3.3015,1.2228,0.4074,1.6667,40.0,Intermittent
560408420527,"Tool set for wheel sensor mounting and maintenance consisting of torque wrench, Ratchet, Testing p....",9,0,9,0.0,0.0,0.0,,,,100.0,Dead
560408420620,FRAUSCHER make MSDAC Wheel sensor with 5-meter cable RSR 180-001- GS05 Part no.23320,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560408420631,FRAUSCHER make MSDAC Wheel sensor with 15-meter cable RSR 180-001 -GS05 Part no.23531,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560412050036,Analog Card without controller suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),25,3,22,0.28,0.7933,0.8907,3.181,0.2857,8.3333,88.0,Intermittent
560412070035,Power supply Card suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),25,2,23,0.2,0.5,0.7071,3.5355,0.04,12.5,92.0,Intermittent
560412070047,Adapter PCB and embedded software for RTU for LTE connectivity,13,0,13,0.0,0.0,0.0,,,,100.0,Dead
560412940029,FRAUSCHER make MSDAC Back Plane BP PWR 101-4-24TE-G801-19953,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560412960041,FRAUSCHER MAKE MSDAC-Power Supply Board PSC 101-G S01-19949,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560413820032,FRAUSCHER make MSDAC Rail Deflector,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560414660036,Input-Output Extension Board 10-EXB-101-GS01-20864,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
560416370062,FRAUSCHER make MSDAC Evaluation Board AEB 101 - GS07-26534,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
56060002,"NYLON INSULATED RAILJOINT 52 KG TO SPECIFICATION IRS: S-40/84, DRAWING NO.SA-22101 (ALT-6).",45,6,39,7.8889,973.2828,31.1975,3.9546,1.1722,7.5,86.67,Lumpy
560600028397,SM 480 Relay for Kyosan make EI,31,1,30,0.1613,0.8065,0.898,5.5678,0.0,31.0,96.77,Intermittent
560600046685,RELAY RACK TO HOLD 168 RELAYS,51,8,43,0.2157,0.2925,0.5409,2.5077,0.124,6.375,84.31,Intermittent
560600046764,RELAY RACK -56 Capacity,1,0,1,0.0,0.0,0.0,,,,100.0,Dead
560600066325,AFTC ALSTOM BRASS COMB SET,52,3,49,0.5769,5.543,2.3544,4.0809,0.0,17.3333,94.23,Intermittent
560600098247,TAG BLOCK FOR DIGITAL INPUT (DATA LOGGER),47,1,46,0.0851,0.3404,0.5835,6.8557,0.0,47.0,97.87,Intermittent
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,42,2,40,29.1667,22192.5813,148.9717,5.1076,0.2603,21.0,95.24,Intermittent
