PL_Code,Description,Mean_Monthly_Demand,Std_Deviation,CV,XYZ_Class
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,0.8919,2.3545,2.6399,Z
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",0.4706,1.5049,3.1979,Z
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",0.9412,3.1518,3.3488,Z
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",0.375,0.8851,2.3602,Z
567913210030,CVT 1KVA Suitable for Sukhila make IPS,0.0645,0.3592,5.5678,Z
567913220022,DC-DC Convertor 12V-28V/5AMPS Suitable for Sukhila make IPS,0.0,0.0,,N/A
567913220034,DC-DC Convertor 3V-6V/0.1 AMPS Suitable for Sukhila make IPS,0.0,0.0,,N/A
567913440125,Integrated Power Supply System with complete accessories excluding Batteries and SPD,0.0303,0.1741,5.7446,Z
567913440150,DC-DC Convertor 2V-12V/5AMPS Suitable for Sukhila make IPS,0.0,0.0,,N/A
567913440162,Status Monitoring Panel (ASM) Suitable for Sukhila make IPS,0.0,0.0,,N/A
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,0.6667,1.5565,2.3348,Z
567917930020,Power Supply arrangement for Electronic Interlocking System at station Consisting of 16 Nos DC-DC Co....,0.0333,0.1826,5.4772,Z
567918190044,Relay QL1 (11F/4B) With Accessories,5.2353,10.6971,2.0433,Z
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",0.1034,0.5571,5.3852,Z
567919520027,"CPU Card , F486-41 for Kyosan make EI",0.0968,0.5388,5.5678,Z
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,0.125,0.3536,2.8284,Z
567919890025,110V/20Amps SMR module of M/s. Statcon make IPS conforming to RDSO/SPN/165/2012 (version3.0) or late....,0.1429,0.4781,3.3466,Z
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,0.3889,0.8498,2.1853,Z
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,2.4375,4.4355,1.8197,Z
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),3.871,6.3757,1.6471,Z
567924600080,"Ether-net Interface, FETH",0.6,1.3416,2.2361,Z
567928010026,Field IOT Devices with Basic Functioning of capturing the parameters from the field gears like DC tr....,0.0,0.0,,N/A
567928020020,Non intrusive type current sensors Variant : 0-1 Amp DC/0-10 Amp DC /0-1A AC as per RDSO/RDPM/FRS/20....,0.0,0.0,,N/A
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,0.5625,1.6052,2.8537,Z
569001220027,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY-RDSO SPECNO. RDS....",0.0962,0.3575,3.7183,Z
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",0.0962,0.4087,4.2506,Z
569001230033,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE C"" FREQUENCY RDSO SPEC....",0.0962,0.3575,3.7183,Z
569001240026,"ABB AFTC Transmitter E"" Frequency",0.0196,0.14,7.1414,Z
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",0.0962,0.4542,4.7232,Z
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,0.1042,0.7217,6.9282,Z
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,0.1042,0.7217,6.9282,Z
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,0.1042,0.7217,6.9282,Z
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,0.1042,0.5921,5.6845,Z
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,0.1042,0.5921,5.6845,Z
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,0.1042,0.5921,5.6845,Z
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",0.0667,0.4472,6.7082,Z
569001520060,"ABB AFTC Transmitter  F"" frequency",0.02,0.1414,7.0711,Z
569001520072,"ABB AFTC Transmitter G"" Frequency",0.02,0.1414,7.0711,Z
569001520084,"ABB AFTC Transmitter H"" Frequency",0.02,0.1414,7.0711,Z
569001570026,Siemens AFTC Relay Drive Module B36-A3 as per RDSO SPN/146/2001,0.1154,0.3785,3.2806,Z
569001570063,Siemens AFTC Receiver - I Module B33 - B5,0.1489,0.5508,3.6985,Z
569001580056,Siemens AFTC Power Supply Unit (PSU),0.1395,0.5155,3.6947,Z
569001620066,Siemens AFTC Transmitter B30-A4,0.5116,2.898,5.6644,Z
569001620078,Siemens AFTC Demodulator B35-A3,0.186,0.7945,4.2704,Z
569001890021,Siemens  Alpha Bond  9 Mtrs,0.18,0.6606,3.6697,Z
569001890033,Siemens AFTC Receiver I Module (F9) B33-B9,0.0233,0.1525,6.5574,Z
569001890045,Siemens AFTC Tuning Unit - RX (F11) D13- B27,0.0465,0.2131,4.5813,Z
569001890057,Siemens AFTC Tuning Unit - TX (F8) D10- B24,0.093,0.3661,3.9351,Z
569001930020,"Siemens  S ""Bond  21 mtrs.",0.9815,1.5721,1.6017,Z
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",0.3462,1.2816,3.7024,Z
569002040021,ALSTOM AFTC SHORT BOND 3.1 Mtrs,1.1111,6.6667,6.0,Z
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,7.0,9.363,1.3376,Z
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,2.2222,9.5397,4.2929,Z
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,2.2222,9.6655,4.3495,Z
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,2.1923,11.3639,5.1835,Z
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",0.8,1.9322,2.4152,Z
569003011545,Power Supply Card for Fire Alarm make Notofire,0.2,0.4472,2.2361,Z
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,498.0741,1834.7351,3.6837,Z
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,218.4528,1050.2271,4.8076,Z
569003031210,CPU Card for Fire alarm make Notofire,0.2,0.4472,2.2361,Z
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,3.7778,16.7756,4.4406,Z
