PL_Code,Description,Business_Unit,Criticality,Criticality_Name,ABC_Class,Forecast_Method,Forecastability_Class,Forecast_2026_27,Current_Stock,Strategic_Stock,Operational_Stock,Lead_Time_Months,Pending_Supply,Unit_Cost,Inventory_Value,Supplier_Info,Procurement_History
570150950426,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",MAS,,,,SBA,Very Low,57.0,,,,,,,,Yes,Yes
609004430022,Sarees Handloom TC Blue,MAS,,,,SBA,Very Low,889.2,,,,,,,,,
611600160147,Dr.Fixit Applicator Gun + Silicone Sealant (White/Clear/Black),MAS,,,,TSB,Low,513.0672,,,,,,,,Yes,Yes
623500140951,PVC Conduit Pipe 25mm dia (3 mtr long),MAS,,,,TSB,Very Low,903.3475,,,,,,,,,
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,MAS,,,,TSB,Low,2231.4034,,,,,,,,Yes,Yes
655701031889,Box type precision insulated Track gauge cum level (BG),MAS,,,,TSB,Very Low,4.1123,,,,,,,,Yes,Yes
657905100024,BIS listed semi automatic stainless steel preventive device with UL Approved clean gas with auto man....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
67900185,LEAD ACID STORAGE BATTERY FOR MOTOR VEHICLES 11 PLATES DRY UNCHARGED 12 VOLTS/75 AH CAPACITY AT 20 H....,MAS,S4,Desirable,C,TSB,Very Low,0.2313,0.0,,,,1.0,0.0,,,
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ABOUT 10cm....,MAS,,,,SBA,Very Low,8.877,0.0,,0.0,,,29.08,0.0,Yes,Yes
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  AT THE BOTT....",MAS,,,,SBA,Very Low,5.1393,,,,,,,,Yes,Yes
72081181,"DRILL TWIST  H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",MAS,,,,SBA,Very Low,1572.288,,,,,,,,,
721339354568,4 Pin Key with 3/8 Reversible Ratchet Handle,MAS,,,,Croston,Low,141.2142,,,,,,,,Yes,Yes
721437670023,Wrench Type Socket for Multi Point Truncated Conical Safety Nut Assembly,MAS,,,,Croston,Low,141.2142,,,,,,,,Yes,Yes
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",MAS,,,,Croston,Medium,1082.6359,,,,,,,,Yes,Yes
722434810027,Rail Drilling Machine with stand 230VAC/ 50HZ,MAS,,,,SBA,Very Low,5.399,,,,,,,,Yes,Yes
725804740114,Single Piece Spring Inserted Reusable Seize nut of size (Size M-12) Lock Nut M-012 Specifications: M....,MAS,,,,SBA,Very Low,1140.0,,,,,,,,Yes,Yes
725804740126,Single Piece Spring Inserted Reusable Seize nut of size (Size M-14) Lock Nut M-014 Specifications: M....,MAS,,,,SBA,Very Low,1520.0,,,,,,,,Yes,Yes
725804740138,Single Piece Spring Inserted Reusable Seize nut of size (Size M-16) Lock Nut M-016 Specifications: M....,MAS,,,,SBA,Very Low,1710.0,,,,,,,,Yes,Yes
726001400138,NEPTUNE HANDHELD BRUSH CUTTER / LINE TRIMMER,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
726001400205,HANDHELD BRUSH CUTTER / LINE TRIMMER,MAS,,,,TSB,Very Low,4.7707,,,,,,,,Yes,Yes
727901719596,ELECTRICAL DRILLING MACHINE 110V/550W 13 MM SPEED DRILL,MAS,,,,SBA,Very Low,3.543,,,,,,,,Yes,Yes
727925380052,INFRARED THERMAL IMAGINE CAMERA AS PER RDSO SPEC TI/SPC/OHE/TIPS/1031(10/2013),MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
752082580126,Pallets (Recyclable Dummy),MAS,,,,SBA,Very Low,342.0,,,,,,,,Yes,Yes
77035136,"PAINT READY MIXED OLIVE GREEN"" ISC-220 OF IS: 5/2007 BRUSHING, FINISHING, SEMI GLOSS FOR GENERAL PUR....",MAS,,,,SBA,Very Low,8.7692,,,,,,,,Yes,Yes
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO  RDSO SPEC....",MAS,,,,SBA,Very Low,108.7945,,,,,,,,Yes,Yes
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. 13607-92 I....,MAS,,,,SBA,Very Low,57.0,,,,,,,,Yes,Yes
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Amdt. No.4 o....,MAS,,,,TSB,Very Low,24.2069,,,,,,,,Yes,Yes
77110304,"READY MIXED PAINT, BRUSHING BITUMINOUS BLACK LEAD FREE , ACID, ALKALI, WATER AND CHLORINE RESISTING ....",MAS,,,,SBA,Very Low,38.0,,,,,,,,Yes,Yes
771600011349,"Pidilite WD-40, Multiple Maintenance Spray - 420 ml (341g)",MAS,,,,TSB,Very Low,136.2344,,,,,,,,Yes,Yes
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",MAS,,,,SBA,Very Low,29.8571,0.0,,0.0,,,22.36,0.0,Yes,Yes
781520833527,BOOK SHELF OF SIZES WOODEN MADE,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
783100870033,"COMPUTER TABLE, MAKE GODREJ, MODEL C-11",MAS,,,,TSB,Very Low,0.1697,,,,,,,,,
787900195071,Godrej Chair Model PCH-5D02R,MAS,,,,SBA,Very Low,5.7,,,,,,,,,
787902055227,Kent RO Fully automatic with auto cut off UV+UF Potable Water Purification System,MAS,,,,TSB,Very Low,4.836,,,,,,,,Yes,Yes
789900328123,Office executive table Size 150X90X67 cm Right side - 03 Drawers & Left side one drawer,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1, MARCH 200....",MAS,,,,SBA,Very Low,20.0483,0.0,,0.0,,,135.0,0.0,Yes,Yes
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO 20 METERS....",MAS,,,,SBA,Very Low,28.5,0.0,,0.0,,,42.04,0.0,Yes,Yes
790400130034,Blouse Handloom Light Blue,MAS,,,,SBA,Very Low,1185.6,,,,,,,,,Yes
79045558,"Saree Handloom Light Blue length-5.5 mtr. Width-1.2 mtr. to IS No. 748/90 variety No.-9, with blouse....",MAS,,,,SBA,Very Low,91.2,,,,,,,,,
79046850,Cut piece length 14S Shirt Grey (T.C) Basic Cloth(IS- 15852/2009 Width 90 cms) width 90 Cms and Scal....,MAS,,,,TSB,Very Low,457.3704,,,,,,,,,
79247957,TROUSER GREY Bit TC 1.2 Mtr,MAS,,,,TSB,Very Low,263.7047,,,,,,,,,
79315604,"INDUSTRIAL SAFETY FOOTWEAR CONFIRMING TO IS: 15298 PART 2, 2002 TO CLASSIFICATION I, DESIGN 'A' FOR ....",MAS,,,,TSB,Very Low,69.8832,,,,,,,,Yes,Yes
79333485,"DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.3777/1994,....",MAS,,,,SBA,Very Low,28.6118,0.0,,0.0,,,78.74,0.0,Yes,Yes
79338677,HONEY COMB TOWELS WHITE BLEACHED IS.854/91 VARIETY NO 3 OR IS.859/79 VARIETY NO 2 IN SIZE 152 X 81 C....,MAS,,,,SBA,Very Low,34.2,0.0,,0.0,,,89.7,0.0,Yes,Yes
79339293,COTTON TURKISH TOWEL HANDLOOM WHITE SIZE 122X61 CMS TO IS:854/1991 OR LATEST. VARIETY NO.4 OR LATEST....,MAS,,,,No Forecast,,,0.0,,0.0,,,99.12,0.0,Yes,Yes
795100540055,ELECTRICAL SAFETY SHOES,MAS,,,,TSB,Very Low,3049.859,,,,,,,,Yes,Yes
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
795900190130,JUNGLE HAT,MAS,,,,TSB,Very Low,2604.0625,,,,,,,,Yes,Yes
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,MAS,,,,SBA,Very Low,17.7156,,,,,,,,Yes,Yes
80090722,MINERAL JELLY FOR PROTECTING IRON & STEEL ARTICLES FROM RUST TO DGS&D SPECN. G/0-101/86.,MAS,,,,SBA,Very Low,228.0,,,,,,,,Yes,Yes
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR LATEST.,MAS,,,,SBA,Very Low,12.4234,0.0,,0.0,,,145.0,0.0,Yes,Yes
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,MAS,,,,SBA,Very Low,66.2286,0.0,,0.0,,,22.19,0.0,Yes,Yes
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY PACKED. AC....,MAS,,,,SBA,Very Low,69.4857,0.0,,0.0,,,19.81,0.0,Yes,Yes
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,MAS,,,,No Forecast,,,0.0,,0.0,,,455.92,0.0,Yes,Yes
823000010357,Filtering Half Mask-Air Pollution Mask With Nose Clip N95,MAS,,,,SBA,Very Low,535.8,,,,,,,,,
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976.,MAS,,,,SBA,Very Low,5700.0,0.0,,0.0,,,1.77,0.0,Yes,Yes
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,MAS,,,,SBA,Very Low,7.694,0.0,,0.0,,,504.0,0.0,Yes,Yes
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,MAS,,,,SBA,Very Low,19.6909,0.0,,0.0,,,1010.3,0.0,Yes,Yes
83049540,PLAIN COPIER PAPER GSM 80 IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TOIS:14490/2018 WITH AMDT.NO.....,MAS,,,,SBA,Very Low,2.28,0.0,,0.0,,,438.2,0.0,Yes,Yes
83054110,"ENVELOPES MADE OF BROWN WRAPPER DOUBLE IMPERIAL, RIBBED KRAFT TO SIZE 26 X 11 CM. (10 1/2 X 4 1/2"") ....",MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
83057213,FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THICK 250mm x 370mm TO GISO APPR....,MAS,,,,No Forecast,,,0.0,,0.0,,,35.99,0.0,Yes,Yes
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO GISO APPD.....,MAS,,,,SBA,Very Low,228.0,0.0,,0.0,,,17.43,0.0,Yes,Yes
831100020429,Monochrome Laser Printer,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
83904104,SEALING WAX BLACK PITCH BASE IN BOX OF 50 KGS TO IS.868/56.,MAS,,,,SBA,Very Low,4.3846,,,,,,,,Yes,Yes
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,MAS,,,,SBA,Very Low,19.0,0.0,,0.0,,,32.87,0.0,Yes,Yes
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,MAS,,,,SBA,Very Low,7.6,0.0,,0.0,,,25.73,0.0,Yes,Yes
860130140864,PORTABLE FIRE EXTINGUISHER CO2 TYPE,MAS,,,,SBA,Very Low,63.612,,,,,,,,,
860130141200,CO2 Fire extinguisher 4.5Kg capacity with all fittings and accessories.,MAS,,,,TSB,Very Low,72.86,,,,,,,,Yes,Yes
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDSO/SPN/217/....,MAS,,,,TSB,Very Low,163.0423,,,,,,,,Yes,Yes
86900043,CANDLE WAX LONG ORDINARY 220.0 PLUS OR MINUS 5.0mm LONG FROM BOTTOM TO SHOULDER 20.0mm PLUS OR MINUS....,MAS,,,,SBA,Very Low,1.8275,,,,,,,,Yes,Yes
869037530032,"Unbranded Medium strength Thread Locking Adhesive, Size 50 milliliter",MAS,,,,TSB,Very Low,96.1203,,,,,,,,Yes,Yes
910100820060,Aluminum sheet of Thick minimum 0.3mm,MAS,,,,SBA,Very Low,5700.0,,,,,,,,Yes,Yes
98210191,Copper NonArsenical Lump,MAS,,,,SBA,Very Low,866.4,,,,,,,,Yes,Yes
NA,Supply of GI pipes - 100mm dia-4.5mm thick as specified in Vol.II of the Tender document,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
hpff7ab010a82bcd916f42dde7bb462cccc3c4e242,hp Intel Core i5 All in One PC with 23.8 Inch Display/ Windows 10 Professional,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
