PL_Code,Description,Months_Observed,Total_Issues,Average_Monthly_Demand,Std_Deviation,CV
567913440150,DC-DC Convertor 2V-12V/5AMPS Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567913440162,Status Monitoring Panel (ASM) Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,42,28.0,0.6667,1.5565,2.3348
567917930020,Power Supply arrangement for Electronic Interlocking System at station Consisting of 16 Nos DC-DC Co....,30,1.0,0.0333,0.1826,5.4772
567918190044,Relay QL1 (11F/4B) With Accessories,34,178.0,5.2353,10.6971,2.0433
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",29,3.0,0.1034,0.5571,5.3852
567919520027,"CPU Card , F486-41 for Kyosan make EI",31,3.0,0.0968,0.5388,5.5678
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,8,1.0,0.125,0.3536,2.8284
567919890025,110V/20Amps SMR module of M/s. Statcon make IPS conforming to RDSO/SPN/165/2012 (version3.0) or late....,21,3.0,0.1429,0.4781,3.3466
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,18,7.0,0.3889,0.8498,2.1853
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,32,78.0,2.4375,4.4355,1.8197
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),31,120.0,3.871,6.3757,1.6471
567924600080,"Ether-net Interface, FETH",5,3.0,0.6,1.3416,2.2361
567928010026,Field IOT Devices with Basic Functioning of capturing the parameters from the field gears like DC tr....,4,0.0,0.0,0.0,
567928020020,Non intrusive type current sensors Variant : 0-1 Amp DC/0-10 Amp DC /0-1A AC as per RDSO/RDPM/FRS/20....,4,0.0,0.0,0.0,
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,32,18.0,0.5625,1.6052,2.8537
569001220027,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY-RDSO SPECNO. RDS....",52,5.0,0.0962,0.3575,3.7183
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",52,5.0,0.0962,0.4087,4.2506
569001230033,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE C"" FREQUENCY RDSO SPEC....",52,5.0,0.0962,0.3575,3.7183
569001240026,"ABB AFTC Transmitter E"" Frequency",51,1.0,0.0196,0.14,7.1414
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",52,5.0,0.0962,0.4542,4.7232
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,48,5.0,0.1042,0.7217,6.9282
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,5.0,0.1042,0.7217,6.9282
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,5.0,0.1042,0.7217,6.9282
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,5.0,0.1042,0.5921,5.6845
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,5.0,0.1042,0.5921,5.6845
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,48,5.0,0.1042,0.5921,5.6845
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",45,3.0,0.0667,0.4472,6.7082
569001520060,"ABB AFTC Transmitter  F"" frequency",50,1.0,0.02,0.1414,7.0711
569001520072,"ABB AFTC Transmitter G"" Frequency",50,1.0,0.02,0.1414,7.0711
569001520084,"ABB AFTC Transmitter H"" Frequency",50,1.0,0.02,0.1414,7.0711
569001570026,Siemens AFTC Relay Drive Module B36-A3 as per RDSO SPN/146/2001,52,6.0,0.1154,0.3785,3.2806
569001570063,Siemens AFTC Receiver - I Module B33 - B5,47,7.0,0.1489,0.5508,3.6985
569001580056,Siemens AFTC Power Supply Unit (PSU),43,6.0,0.1395,0.5155,3.6947
569001620066,Siemens AFTC Transmitter B30-A4,43,22.0,0.5116,2.898,5.6644
569001620078,Siemens AFTC Demodulator B35-A3,43,8.0,0.186,0.7945,4.2704
569001890021,Siemens  Alpha Bond  9 Mtrs,50,9.0,0.18,0.6606,3.6697
569001890033,Siemens AFTC Receiver I Module (F9) B33-B9,43,1.0,0.0233,0.1525,6.5574
569001890045,Siemens AFTC Tuning Unit - RX (F11) D13- B27,43,2.0,0.0465,0.2131,4.5813
569001890057,Siemens AFTC Tuning Unit - TX (F8) D10- B24,43,4.0,0.093,0.3661,3.9351
569001930020,"Siemens  S ""Bond  21 mtrs.",54,53.0,0.9815,1.5721,1.6017
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",52,18.0,0.3462,1.2816,3.7024
569002040021,ALSTOM AFTC SHORT BOND 3.1 Mtrs,36,40.0,1.1111,6.6667,6.0
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,7,49.0,7.0,9.363,1.3376
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,54,120.0,2.2222,9.5397,4.2929
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,54,120.0,2.2222,9.6655,4.3495
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,52,114.0,2.1923,11.3639,5.1835
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",10,8.0,0.8,1.9322,2.4152
569003011545,Power Supply Card for Fire Alarm make Notofire,5,1.0,0.2,0.4472,2.2361
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,54,26896.0,498.0741,1834.7351,3.6837
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,53,11578.0,218.4528,1050.2271,4.8076
569003031210,CPU Card for Fire alarm make Notofire,5,1.0,0.2,0.4472,2.2361
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,54,204.0,3.7778,16.7756,4.4406
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,54,118.0,2.1852,9.4251,4.3132
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,54,198.0,3.6667,14.8908,4.0611
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,54,114.0,2.1111,9.0672,4.295
569003540050,FIRE ALARM HEAT AND SMOKE MULTI SENSOR AS PER RDSO /SPN/217/2018 VER-2.0,54,1427.0,26.4259,107.7337,4.0768
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,54,43.0,0.7963,4.1906,5.2627
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,54,115.0,2.1296,9.068,4.258
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,54,38.0,0.7037,3.8639,5.4907
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,54,199.0,3.6852,11.6519,3.1618
569003780024,TRAIN SHUNT METER (BYCULLA),47,1.0,0.0213,0.1459,6.8557
569003800047,Drill Bit 8 mm,14,165.0,11.7857,30.1028,2.5542
569004330087,Flat cable set UFSBI as per specification No. IRS:S-105/2012 Ver. 0 or latest. (DELTRON Make),8,0.0,0.0,0.0,
569004570074,Weather proof Rain protection cover for 2 Aspect IRS Type CLS unit,9,500.0,55.5556,153.9774,2.7716
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,54,400.0,7.4074,34.1421,4.6092
569005440022,ELB Aluminium Booms of Sizes (PTJ Design),54,53.0,0.9815,1.9279,1.9642
569005530114,Drill Bit Tungston 6 mm,14,110.0,7.8571,18.4718,2.351
569006600033,SM SLIDE CONTACT,47,0.0,0.0,0.0,
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),25,7.0,0.28,1.0614,3.7909
569006970020,Lightning Arrestor,15,6.0,0.4,1.5492,3.873
569007720034,Siemens AFTC Amplifier Filter Module(F7) B40-B7,43,1.0,0.0233,0.1525,6.5574
569007730052,Siemens AFTC Amplifier Filter Module(F5) B40-B5,43,3.0,0.0698,0.3377,4.8409
569007730064,Siemens AFTC Amplifier Module B41 - A1,43,8.0,0.186,1.0747,5.7767
569007780031,Alstom Alfa Bond 23.1 Mtrs Long,44,9.0,0.2045,0.7947,3.8854
569007780043,Alstom Alfa Bond 22.5 Mtrs Long,40,3.0,0.075,0.4743,6.3246
569012720211,IOT device for sensing 110V DC Battery bank parameters including current and voltage transducers as ....,4,0.0,0.0,0.0,
569016620028,END Plates for Modular Terminal Block,40,101.0,2.525,6.4569,2.5572
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),10,6.0,0.6,1.3499,2.2498
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),10,6.0,0.6,1.3499,2.2498
569020420026,All Gear Mechanism with crank handle for ELB Gate,43,5.0,0.1163,0.3909,3.362
569020690029,DIN Channel for the Terminal,40,235.0,5.875,12.8046,2.1795
569024350020,Shorting Link Insulated Grey in Color,40,84.0,2.1,8.4483,4.023
569027490034,Surge Protection Devicesfor Data Lines for SSBPAC (2 Nos) tosuit RDSO/SPN/175/2005 or Latest.,5,0.0,0.0,0.0,
569033660057,10% of essential spares for Indoor/Outdoor equipment of MSDAC (Frauscher Make) Supplied in NS1 consi....,9,0.0,0.0,0.0,
569034910045,"ALTPRO MSDAC Wheel sensor ZK24-2 with 10 mtr cable & cable protection tube, Part No. AP215595 as per....",26,31.0,1.1923,3.0727,2.5771
569034910069,Cable Protection Tube (Altpro Make),20,852.0,42.6,190.513,4.4721
569034910070,Micro Processor Unit (MPU) Altpro make,20,29.0,1.45,6.2532,4.3126
569044770013,Announciator 8 way,27,3.0,0.1111,0.4237,3.8129
569049130038,Station gateway equipment system with Edge Computing to receive data fromvarious IOT Devices in fie....,4,0.0,0.0,0.0,
569060390045,Weather proof Rain protection cover for 4 Aspect IRS Type CLS unit,9,500.0,55.5556,166.6667,3.0
569068510027,"LRS i5/8GB/256GB SSD/Windows10/Intel Integrated Graphics, 32inch Display of Reputated Make & UPS 60....",4,0.0,0.0,0.0,
569069000033,FRAUSCHER make MSDAC Board Rack BGT 0784 TE -17390,5,0.0,0.0,0.0,
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,14,15.0,1.0714,3.1736,2.962
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Point Trunca....,14,447.0,31.9286,41.6939,1.3058
569804430131,Integrated Power Supply system as per RDSO specification RDSO/SPN/165/2012 Ver 3.0 or latest,3,2.0,0.6667,1.1547,1.7321
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (Complete Set),54,6564.0,121.5556,284.7477,2.3425
569839060113,"SEALED MAINTENANCE FREE VRLA BATTERY SET OF 60 CELLS (STACKABLE), IN COMBINATION OF 55+5 CELLS FOR S....",46,12.0,0.2609,0.9294,3.5627
569839060125,"VRLA Batteries 110V(2V X 55 No. of Cells)120AH, Stackable Single Cell Type with Suitable Housing Tra....",52,21.0,0.4038,1.1072,2.7416
569839060332,"Sealed Maintenance Free VRLA Battery Set Of 60 Cells (Stackable), In Combination Of 55+5 Cells, Each....",31,3.0,0.0968,0.5388,5.5678
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,52,254.0,4.8846,19.6465,4.0221
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,52,403.0,7.75,12.928,1.6681
569894370025,Aluminium Boom 9.76 Mtrs for Lifting Barrier Gate,45,20.0,0.4444,0.9428,2.1213
569894550039,"GLASS FUSE LINKS OF 400MA,1.6A,2A,4A,6.3A & 10A CAPACITY",32,240.0,7.5,25.1447,3.3526
569894580184,PVC WIRE COIL SINGLE CORE COPPER SIZE 7/20,54,10.0,0.1852,0.8259,4.4596
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,34,265.0,7.7941,34.8849,4.4758
569901140024,Siemens AFTC Receiver -I Module (F11) B33-B11,43,2.0,0.0465,0.2131,4.5813
569901140036,Siemens AFTC Tuning Unit - TX (F11) D13- B27,42,2.0,0.0476,0.3086,6.4807
569902250020,SAFETY POINT ALARM UNIT,5,0.0,0.0,0.0,
569903410020,Earthenhancement compound. The materialshould conform to the requirements of IEC 62561-7. (Digging ....,9,400.0,44.4444,133.3333,3.0
570100356570,Canon Mk-5000 Cable ID Printer along with standard accessories soft carry case black ink Ribbon (4....,24,19.0,0.7917,2.1865,2.7619
570100421847,Station mastersblock panel for Single line-SSBPAC(D)as per RDSO/SPN/175/2005 or latest along with su....,4,0.0,0.0,0.0,
