PL_Code,Description,Demand_Pattern,XYZ_Class,Forecast_Method,Forecast_2026_27,Forecast_Jul_2026,Forecast_Aug_2026,Forecast_Sep_2026,Forecast_Oct_2026,Forecast_Nov_2026,Forecast_Dec_2026,Forecast_Jan_2027,Forecast_Feb_2027,Forecast_Mar_2027,Forecast_Apr_2027,Forecast_May_2027,Forecast_Jun_2027,Seasonality_Modeled
539849380025,AFTC S.S TAPPER PIN 18MM,Lumpy,Z,TSB,876.8699,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,73.0725,No
539849560064,ABB AFTC LONG LEAD CABLE,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539849560076,ABB AFTC SHORT LEAD CABLE,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539849580026,ARROW INDICATOR,Intermittent,Z,SBA,25.175,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,2.0979,No
539849980028,BATTERY CHARGER 230V/60V/10A,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539850100016,EXIDE 12 Volt Volt Lead Acid Battery,Lumpy,Z,TSB,36.8589,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,3.0716,No
539850510024,FUSE HRC 50 AMPS (BOLTED TYPE),Lumpy,Z,TSB,45.5908,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,3.7992,No
539851050021,Octaganal Boom for EOLB Gaate (MFT Make),Intermittent,Z,SBA,5.1254,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,0.4271,No
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,Lumpy,Z,TSB,1341.4299,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,111.7858,No
539851170051,FUSE KE 10 AMPS,Lumpy,Z,TSB,217.0479,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,18.0873,No
539851170063,FUSE KE 32 AMPS (NON BOLTED TYPE),Intermittent,Z,SBA,61.9596,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,5.1633,No
539851240030,FUSE KE 2 AMPS,Lumpy,Z,TSB,321.4532,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,26.7878,No
539851240041,FUSE KE 4 AMPS,Lumpy,Z,TSB,164.3662,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,13.6972,No
539851240053,FUSE KE 6 AMPS,Intermittent,Z,SBA,133.6974,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,11.1415,No
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",Intermittent,Z,SBA,17.195,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,1.4329,No
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),Lumpy,Z,TSB,30.0142,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,2.5012,No
539859090172,Loop Card for Fire Alarm make Notofire,Intermittent,Z,SBA,5.7,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,No
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",Lumpy,Z,TSB,2.9317,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,0.2443,No
539860410051,LAMP 12V/1.2W,Intermittent,Z,SBA,680.597,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,56.7164,No
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,Intermittent,Z,SBA,4.3135,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,No
539863160010,ANNOUNCIATOR 10 WAY,Lumpy,Z,TSB,4.5985,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,No
539863330029,SLEEVES FOR PSC SLEEPER,Intermittent,Z,SBA,570.0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,No
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,Lumpy,Z,TSB,79.4243,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,6.6187,No
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",Intermittent,Z,SBA,17.1456,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,1.4288,No
539867190019,Roller tressel 2 Way/4Way,Intermittent,Z,SBA,45.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,Intermittent,Z,SBA,24.5538,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,2.0462,No
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",Intermittent,Z,SBA,4.7806,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,0.3984,No
539869590130,1 KVA Online UPS with Battery,Intermittent,Z,SBA,7.6,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,No
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,Intermittent,Z,SBA,0.456,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,No
539874910026,Joint Screw 1 1/4 D.E,Intermittent,Z,SBA,14.25,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,No
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,Intermittent,Z,SBA,3.849,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,0.3207,No
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,Intermittent,Z,SBA,39.9,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,No
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,Lumpy,Z,TSB,3991.6151,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,332.6346,No
539881210026,BOLT MS FOUNDATION 1 X 36,Intermittent,Z,SBA,4.56,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,No
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,Lumpy,Z,TSB,6.3605,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,No
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,Intermittent,Z,SBA,10.3636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,No
539883710233,EI Main Rack for Kyosan make,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539883710245,Relay Rack for EI,Intermittent,Z,SBA,12.3771,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,1.0314,No
539883712230,Kyosan L-K6DM Subrack with Mother Board,Intermittent,Z,SBA,2.85,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,No
539883712242,Kyosan EI CPU card  FS4D,Intermittent,Z,SBA,8.55,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,No
539884870153,Fonzel Almirah Steel Shelving cabinets,Intermittent,Z,SBA,57.0,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,No
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,Intermittent,Z,SBA,9.8455,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,No
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA,34.2,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,No
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",Intermittent,Z,SBA,91.2,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,No
539889350020,SM key for MSDAC,Intermittent,Z,SBA,7.6,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,0.6333,No
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,Intermittent,Z,SBA,3.8,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,0.3167,No
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,Lumpy,Z,TSB,618.7518,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,51.5626,No
539896550020,DC-DC convertor Module 24-32V 10AMPS,Intermittent,Z,SBA,19.2642,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,1.6054,No
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,Lumpy,Z,TSB,157.48,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,13.1233,No
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,Lumpy,Z,TSB,33.372,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.781,No
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",Lumpy,Z,TSB,8819.2013,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,734.9334,No
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",Intermittent,Z,SBA,171.0,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,No
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,Intermittent,Z,SBA,1140.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,No
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),Intermittent,Z,SBA,32.9101,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,2.7425,No
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,Smooth,Y,SES/Holt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,Intermittent,Z,SBA,57.7729,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,4.8144,No
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,Intermittent,Z,SBA,5.7,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,No
542218881207,ELB ALUMINIUM TOP BOOM,Intermittent,Z,SBA,1.7474,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,0.1456,No
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",Intermittent,Z,SBA,7.9379,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,0.6615,No
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",Lumpy,Z,TSB,23.4517,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,1.9543,No
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,Intermittent,Z,SBA,2.5515,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,No
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,Lumpy,Z,TSB,77.1368,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,6.4281,No
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,Lumpy,Z,TSB,3.8249,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,0.3187,No
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,Lumpy,Z,TSB,25.1673,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,2.0973,No
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),Lumpy,Z,TSB,51.1091,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,4.2591,No
543100020163,Surface base to suit CLS Signal pole 140MM dia,Erratic,Z,Croston,84.266,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,7.0222,No
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,Lumpy,Z,TSB,26.592,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,No
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,Intermittent,Z,SBA,59.5585,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,4.9632,No
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),Intermittent,Y,SBA,13.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,No
543500020713,CLS LADDER 4.6 Mtrs with clamp,Lumpy,Z,TSB,3.242,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,0.2702,No
543600010201,Offset Bracket Large,Intermittent,Z,SBA,22.2911,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,1.8576,No
543600010754,Offset Bracket Small 90MM,Intermittent,Z,SBA,18.455,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,1.5379,No
543600010766,Offset Bracket Small,Lumpy,Z,TSB,1.6784,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,No
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Intermittent,Z,SBA,570.0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,No
544100020290,Colour Light Signal Post 4.5 mts Length,Lumpy,Z,TSB,68.1261,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,5.6772,No
544100020642,Colour Light Signal Post 3.6 mts Length,Intermittent,Z,SBA,61.696,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,5.1413,No
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
544100420024,Joint Solid 1 1/4 Inch (32mm),Intermittent,Z,SBA,270.75,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,22.5625,No
545200100040,JOINT SCREW 1 1/4 S.E,Intermittent,Z,SBA,0.2923,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,No
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,Lumpy,Z,TSB,933.0217,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,77.7518,No
545500010663,Pin Turned MS 1,Intermittent,Z,SBA,105.2935,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,8.7745,No
549005510050,Bolt & Nut MS 1/2 x100mm,Intermittent,Z,SBA,6.84,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,No
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),Intermittent,Z,SBA,41.1019,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,3.4252,No
549005791499,Solder soft A Grade,Intermittent,Z,SBA,51.3,4.275,4.275,4.275,4.275,4.275,4.275,4.275,4.275,4.275,4.275,4.275,4.275,No
549006091114,RAIL DEFLECTOR,Intermittent,Z,SBA,74.0005,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,No
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,Lumpy,Z,TSB,371.8684,30.989,30.989,30.989,30.989,30.989,30.989,30.989,30.989,30.989,30.989,30.989,30.989,No
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),Intermittent,Z,SBA,14.25,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,1.1875,No
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,Lumpy,Z,TSB,7.1298,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,0.5942,No
549007060046,EMERGENCY SLIDING BOOM (PIPE),Intermittent,Z,SBA,1.1122,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,0.0927,No
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,Lumpy,Z,TSB,12.7134,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,1.0595,No
549007661170,A TYPE FOUNDATION,Intermittent,Z,SBA,9.4283,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,0.7857,No
549008310204,"Data concentrator along with dual card modems, Power supply",Intermittent,Z,SBA,5.4286,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,0.4524,No
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,Intermittent,Z,SBA,2248.3081,187.359,187.359,187.359,187.359,187.359,187.359,187.359,187.359,187.359,187.359,187.359,187.359,No
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,Erratic,Z,Croston,441.1318,36.761,36.761,36.761,36.761,36.761,36.761,36.761,36.761,36.761,36.761,36.761,36.761,No
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,Intermittent,Z,SBA,0.3562,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,No
549801620085,RELAY JACKS  (Released),Intermittent,Z,SBA,1140.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,No
551200010789,E -TYPE LOCK,Lumpy,Z,TSB,144.4473,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,12.0373,No
551200011083,Ward Spring for E Type LOCKS,Lumpy,Z,TSB,73.7678,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,6.1473,No
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,Intermittent,Z,SBA,449.4658,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,37.4555,No
553000050339,Lamp point indicator,Intermittent,Z,SBA,4.3429,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,0.3619,No
555400100071,DATA CABLE CONNECTOR (TPWS),Intermittent,Z,SBA,23.94,1.995,1.995,1.995,1.995,1.995,1.995,1.995,1.995,1.995,1.995,1.995,1.995,No
555400100083,SPECIAL TYPE TLJB (TPWS),Intermittent,Z,SBA,12.1937,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,1.0161,No
555400100095,TPWS LEU,Lumpy,Z,TSB,0.6676,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,No
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),Intermittent,Z,SBA,6.4204,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,No
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",Intermittent,Z,SBA,7.2927,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,0.6077,No
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),Intermittent,Z,SBA,10.4513,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,0.8709,No
555400100149,TPWS LEU LINE SIDE CABINET,Intermittent,Z,SBA,4.2795,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,0.3566,No
555400100150,TPWS BALISE FIXING BASE,Intermittent,Z,SBA,10.4203,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,0.8684,No
555400100162,TPWS POWER SUPPLY UNIT FAN,Intermittent,Z,SBA,9.5874,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,No
555400100174,BAND IT BUCKLE TPWS,Intermittent,Z,SBA,81.1153,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,6.7596,No
555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,Intermittent,Z,SBA,5.7,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,No
555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",Intermittent,Z,SBA,1.9763,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,0.1647,No
555400100307,Balise Reader Tool for TPWS,Intermittent,Z,SBA,10.3636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,No
555400150025,MARKER BOARD - P,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
555400960023,Colour light signal unit Three Aspect (FRP),Intermittent,Z,SBA,57.0,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,No
555500020073,SOLENOID COIL FOR ELB LC GATE,Intermittent,Z,SBA,5.8735,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,No
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,Intermittent,Z,SBA,732.5018,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,61.0418,No
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,Lumpy,Z,TSB,222.2767,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,18.5231,No
559000990020,Nut MS 3/8,Intermittent,Z,SBA,0.684,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,No
559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,Intermittent,Z,SBA,8.8408,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,0.7367,No
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,Intermittent,Z,SBA,6.7567,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,0.5631,No
