PL_Code,PL_Code_Normalized,Description,Business_Unit,Demand_Present,Inventory_Present,Strategic_Present,Criticality_Present,Forecast_Present,Lead_Time_Present,Demand_Records,Inventory_Records,Strategic_Records,Forecast_Method,Forecastability_Class,Lead_Time_Days,Lead_Time_Source,Criticality,ABC_Class,XYZ_Class,Master_Status
549005791499,549005791499,Solder soft A Grade,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
549006091114,549006091114,RAIL DEFLECTOR,MAS,1,0,0,0,1,1,4,0,0,SBA,Very Low,11.0,Requisition_Date,,,Z,Forecast_Ready
549006110030,549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,MAS,1,0,0,0,1,1,33,0,0,TSB,Low,288.0,PO_Date,,,Z,Forecast_Ready
549006470022,549006470022,Modified colour light signal Four aspect unit( FRP TYPE),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,161.0,PO_Date,,,Z,Forecast_Ready
549006530948,549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,MAS,1,0,0,0,1,1,17,0,0,TSB,Very Low,668.0,PO_Date,,,Z,Forecast_Ready
549006531011,549006531011,SURGE PROTECTION DEVICE CLASS B & C,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549007060034,549007060034,EMERGENCY SLIDING BARRIER LC GATE,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
549007060046,549007060046,EMERGENCY SLIDING BOOM (PIPE),MAS,1,0,0,0,1,0,1,0,0,SBA,Low,,,,,Z,Demand_Only
549007201092,549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,MAS,1,0,0,0,1,1,5,0,0,TSB,Very Low,3.0,Requisition_Date,,,Z,Forecast_Ready
549007601525,549007601525,SM SLIDE OF SIZES,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
549007661170,549007661170,A TYPE FOUNDATION,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,668.0,PO_Date,,,Z,Forecast_Ready
549008310204,549008310204,"Data concentrator along with dual card modems, Power supply",MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,123.0,PO_Date,,,Z,Forecast_Ready
549008310216,549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,159.5,PO_Date,,,N/A,Forecast_Ready
549008660082,549008660082,EARTHING (SPL) AND INSTALLATION FOR 3 NOS PIT PER SITE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549008670040,549008670040,EARTHING (SPL) AND INSTALLATION FOR 3 PIT PER SITE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549012320014,549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,MAS,1,0,0,0,1,1,8,0,0,SBA,Low,0.0,Requisition_Date,,,Z,Forecast_Ready
549801610122,549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,MAS,1,0,0,0,1,1,44,0,0,Croston,Medium,86.0,PO_Date,,,Z,Forecast_Ready
549801610584,549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
549801620085,549801620085,RELAY JACKS  (Released),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
549900290300,549900290300,Train information At a Glance Display Board (Double faced) with all accessories as per RDS....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549900290312,549900290312,At a Glance Display Board (Double faced) with all accessories,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549900290336,549900290336,At a Glance Display Board Double faced (AGDB) with all accessories,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549900290348,549900290348,At a Glance Display Board Double faced (AGDB) with all accessories FOR SS RAIL WORK AT PER....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549900290350,549900290350,At a Glance Display Board Double faced (AGDB) with all accessories FOR SS RAIL WORK AT JTJ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
549900740020,549900740020,CABLE UG PIJF 50 PAIR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
551200010789,551200010789,E -TYPE LOCK,MAS,1,0,0,0,1,1,32,0,0,TSB,Low,137.5,PO_Date,,,Z,Forecast_Ready
551200011083,551200011083,Ward Spring for E Type LOCKS,MAS,1,0,0,0,1,0,18,0,0,TSB,Very Low,,,,,Z,Demand_Only
551200012269,551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,MAS,1,0,0,0,1,1,6,0,0,SBA,Very Low,162.0,PO_Date,,,Z,Forecast_Ready
553000022927,553000022927,Optical Time Domain Reflectometer (OTDR),MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
553000050339,553000050339,Lamp point indicator,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
553000110026,553000110026,Lock rod near/far end sizes,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
555400100071,555400100071,DATA CABLE CONNECTOR (TPWS),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100083,555400100083,SPECIAL TYPE TLJB (TPWS),MAS,1,0,0,0,1,0,3,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100095,555400100095,TPWS LEU,MAS,1,0,0,0,1,0,6,0,0,TSB,Very Low,,,,,Z,Demand_Only
555400100101,555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),MAS,1,0,0,0,1,0,4,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100113,555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100125,555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",MAS,1,0,0,0,1,0,6,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100137,555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),MAS,1,0,0,0,1,0,6,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100149,555400100149,TPWS LEU LINE SIDE CABINET,MAS,1,0,0,0,1,0,3,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100150,555400100150,TPWS BALISE FIXING BASE,MAS,1,0,0,0,1,0,8,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100162,555400100162,TPWS POWER SUPPLY UNIT FAN,MAS,1,0,0,0,1,0,3,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100174,555400100174,BAND IT BUCKLE TPWS,MAS,1,0,0,0,1,0,5,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100186,555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
555400100198,555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100204,555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",MAS,1,0,0,0,1,0,5,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400100307,555400100307,Balise Reader Tool for TPWS,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400150025,555400150025,MARKER BOARD - P,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
555400490020,555400490020,MULTIREX CHANNEL 2434P PVC DUCT WITH COVER AND LOCK (1 NO ~ 1 MTR),MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
555400960023,555400960023,Colour light signal unit Three Aspect (FRP),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,99.0,PO_Date,,,Z,Forecast_Ready
555500020073,555500020073,SOLENOID COIL FOR ELB LC GATE,MAS,1,0,0,0,1,0,5,0,0,SBA,Very Low,,,,,Z,Demand_Only
556302870142,556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,618.0,Requisition_Date,,,Z,Forecast_Ready
556302890025,556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,MAS,1,0,0,0,1,1,15,0,0,TSB,Very Low,437.5,Requisition_Date,,,Z,Forecast_Ready
559000820114,559000820114,ELECTRONIC (PUSH BUTTON) PB TELEPHONE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
559000990020,559000990020,Nut MS 3/8,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
559002150021,559002150021,"Relays, 6F/6B-24V, 1000 Ohms",MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
559003640081,559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,35.0,Requisition_Date,,,Z,Forecast_Ready
559003640111,559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,52.0,PO_Date,,,Z,Forecast_Ready
559003640123,559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,MAS,1,0,0,0,1,1,3,0,0,SBA,Low,61.0,PO_Date,,,Z,Forecast_Ready
559003640135,559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,61.0,PO_Date,,,Z,Forecast_Ready
559005960030,559005960030,"GI pipe 50 mm dia 3.65 mm thick, IS 1239 part 1",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
559005960054,559005960054,"GI pipe 50 mm dia 3.65 mm thick, IS 1239 part 1 for MEA 69 STN WORK BY ANNAIE INFORMATIONS....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
559006210050,559006210050,PVC trough of 50 mmx50 mmx1 .5mm thickness with cover onwall/Roof/Partition etc as per IS ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
559006210073,559006210073,Polylitin cable Truff,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
559006510160,559006510160,GI pipes - 50mm dia -3.65mm thick as per  IS 1239 Part 1  for Utility shifting work by SR....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
560100580056,560100580056,Washer Spring 5/8 or 16mm,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400012175,560400012175,MARKING JIG FOR MSDAC,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
560400022521,560400022521,DC-DC convertor 24-40V 5AMPS FOR AMARARAJA IPS,MAS,1,0,0,0,1,0,6,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400022790,560400022790,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 12VDC/5VDC/1AMPS,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
560400023902,560400023902,DC-DC convertor 24-32/5A Capacity of Sukhila make IPS,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400024268,560400024268,Microlok-II Vital Output PCB (Ansaldo),MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,193.0,PO_Date,,,Z,Forecast_Ready
560400024281,560400024281,RELAY DRIVE MODULE -1 FOR SSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400025212,560400025212,DC-DC Convertor 12V-28V/1 AMPS Suitable for Sukhila make IPS,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
560400025224,560400025224,DC-DC Convertor 12V-40V/1 AMPS Suitable for Sukhila make IPS,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
560400026514,560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,474.0,PO_Date,,,Z,Forecast_Ready
560400032540,560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,38.0,PO_Date,,,Z,Forecast_Ready
560400160048,560400160048,Relay Drive Module -2 For SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400170030,560400170030,EF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400182081,560400182081,COM -1 For SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400182093,560400182093,Filter Base Assembly for SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400200046,560400200046,COM -2 For SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400211135,560400211135,CPU 2 CARD FOR SSDAC (G.G. TRONICS MAKE ),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400211147,560400211147,"Portable fault analyser loaded with HASSDAC maintenance/trouble shooting software.HP  15, Model No. ....",MAS,1,0,0,0,1,1,5,0,0,SBA,Very Low,302.0,PO_Date,,,Z,Forecast_Ready
560400211329,560400211329,Portable Data Analyser for downloading event logger data for analysis and report generation in MSDAC....,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,328.0,PO_Date,,,Z,Forecast_Ready
560400220033,560400220033,CPU 1 CARD FOR SSDAC (G.G. TRONICS MAKE ),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560400240615,560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,52.0,PO_Date,,,Z,Forecast_Ready
560400252563,560400252563,DP (Detection Points) including Electronics and Clamps,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560401100023,560401100023,FRAUSCHER make MSDAC Back Plane BP PWR 101-1- 10TE -GS01-19956,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,604.0,PO_Date,,,N/A,Forecast_Ready
560401110090,560401110090,FRAUSCHER make MSDAC Back Plane BP PWR 101-8-40TE-GS01-19954,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,604.0,PO_Date,,,N/A,Forecast_Ready
560402724117,560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,604.0,PO_Date,,,Z,Forecast_Ready
560402730129,560402730129,Control Card with suitable connectors for GPS clockas per RDSO Specification RDSO/SPN/TC/6....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
560402822796,560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,52.0,PO_Date,,,Z,Forecast_Ready
560402860578,560402860578,MICRO PROCESSOR UNIT OF ALTPRO MSDAC,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,33.0,PO_Date,,,Z,Forecast_Ready
560402860580,560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,33.0,PO_Date,,,Z,Forecast_Ready
560402860591,560402860591,VUR COLUMN OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560402860815,560402860815,VUR Column (Altpro Make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402860839,560402860839,Input amplifier Module (UP) Altpro make,MAS,1,0,0,0,1,1,4,0,0,TSB,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402890273,560402890273,MSDAC Rail Wheel Sensor with Mounting Bracket,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560402890297,560402890297,POWER SUPPLY MODULE (DC12) OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560402890303,560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,33.0,PO_Date,,,Z,Forecast_Ready
560402890315,560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,33.0,PO_Date,,,Z,Forecast_Ready
560402890534,560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,185.0,PO_Date,,,Z,Forecast_Ready
560402900096,560402900096,EVALATOR WITH OUT CARDS OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560402900175,560402900175,Power Supply Protection Module (ZANAP) Altpro make,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402911963,560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,33.0,PO_Date,,,Z,Forecast_Ready
560402912165,560402912165,Rail Deflector Plate for Receiver (CEL Make/MSDAC),MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
560402912177,560402912177,Rail Deflector Plate for Transmitter (CEL Make/MSDAC),MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
560402912220,560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,MAS,1,0,0,0,1,1,2,0,0,TSB,Very Low,325.0,PO_Date,,,Z,Forecast_Ready
560402912256,560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,95.0,PO_Date,,,Z,Forecast_Ready
560402912270,560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,326.0,PO_Date,,,Z,Forecast_Ready
560402912281,560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,326.0,PO_Date,,,Z,Forecast_Ready
560402912311,560402912311,Lightening Protection Board (ZAG2Z) Altpro make,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402912323,560402912323,Line Verification Box (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402912335,560402912335,FSDT 6 (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402912347,560402912347,FSDT 12 (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560402923527,560402923527,FRAUSCHER make MSDAC  Diagnostic system FDS 102,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,604.0,PO_Date,,,N/A,Forecast_Ready
560403020067,560403020067,VUR BOX OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403020079,560403020079,SENSOR SHIELD/DEFLECTOR OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403020353,560403020353,Sensor Mounting Bracket (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403020365,560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403020377,560403020377,VUR Box (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403020389,560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403082085,560403082085,DC DC Convertor for SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,3,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403082322,560403082322,LCD Display Card For SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403161490,560403161490,CONNECTOR BOARD (KP) OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403161507,560403161507,MAIN BOARD OF ALTPRO MSDAC,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403161635,560403161635,Main board (Altpro Make),MAS,1,0,0,0,1,1,2,0,0,TSB,Very Low,262.5,PO_Date,,,Z,Forecast_Ready
560403161647,560403161647,Power Supply Module (DC 12) Altpro make,MAS,1,0,0,0,1,1,2,0,0,TSB,Very Low,262.5,PO_Date,,,Z,Forecast_Ready
560403161659,560403161659,Connector Board (KP) Altpro make,MAS,1,0,0,0,1,1,2,0,0,TSB,Very Low,262.5,PO_Date,,,Z,Forecast_Ready
560403161660,560403161660,Relay Output Module (RE) Altpro make,MAS,1,0,0,0,1,1,4,0,0,TSB,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403161672,560403161672,Reset Box (Altpro make),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,209.0,PO_Date,,,Z,Forecast_Ready
560403181208,560403181208,L-K7C Sub Rack with Mother Board,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
560403320063,560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,52.0,PO_Date,,,Z,Forecast_Ready
560403461229,560403461229,Platform display controller (PDC),MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
560403500030,560403500030,MSDAC Detection Points DP,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
560403610030,560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,MAS,1,0,0,0,1,1,14,0,0,SBA,Very Low,92.5,PO_Date,,,Z,Forecast_Ready
560403610077,560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,MAS,1,0,0,0,1,1,4,0,0,SBA,Very Low,143.0,PO_Date,,,Z,Forecast_Ready
560403610089,560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,MAS,1,0,0,0,1,1,4,0,0,SBA,Very Low,143.0,PO_Date,,,Z,Forecast_Ready
560403680160,560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,MAS,1,0,0,0,1,1,5,0,0,SBA,Very Low,618.0,PO_Date,,,Z,Forecast_Ready
560403681886,560403681886,CORAL TELECOM DHVANI IP4LP IP Phone,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
560403681989,560403681989,CORAL TELECOM CPU CARD for PABX system,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
560403820199,560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,668.0,PO_Date,,,Z,Forecast_Ready
560403820205,560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,668.0,PO_Date,,,Z,Forecast_Ready
560404002243,560404002243,Display Box with Error Display For SSDAC (G.G.Tronics Make),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560404050330,560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,604.0,PO_Date,,,Z,Forecast_Ready
560404060115,560404060115,FRAUSCHER make MSDAC Communication Board COM ADC 101-GS02-23152,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,604.0,PO_Date,,,N/A,Forecast_Ready
560404260141,560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,52.0,PO_Date,,,Z,Forecast_Ready
560404662516,560404662516,MSDAC CEL High Voltage DC-DC Converter,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
560404820020,560404820020,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 110VDC/24VDC/10AMPS,MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
560405010016,560405010016,ADDRESS SELECT PCB 48 PIN,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,209.0,PO_Date,,,N/A,Forecast_Ready
560405150136,560405150136,WIDE BLANK FRONT PANEL ASSEMBLY,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,209.0,PO_Date,,,N/A,Forecast_Ready
560405582322,560405582322,Coupler for CEL MSDAC,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,195.0,Requisition_Date,,,N/A,Forecast_Ready
560406180252,560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,46.0,PO_Date,,,Z,Forecast_Ready
560406180264,560406180264,MSDAC Spare- Siemens Make process connector,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,46.0,PO_Date,,,Z,Forecast_Ready
560406180276,560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,48.0,PO_Date,,,Z,Forecast_Ready
560406200056,560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,1,0,0,0,1,1,5,0,0,SBA,Very Low,127.5,PO_Date,,,Z,Forecast_Ready
