PL_Code,Description,Demand_Class,XYZ_Class,Forecast_Method
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,Lumpy,Z,TSB
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,Intermittent,Z,SBA
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,Intermittent,Z,SBA
567903070027,Protocol Converter to seamlessly interface with Datalogger and EI equipment,Intermittent,Z,SBA
567904138020,SMPS Based IPS for LC Gate,Intermittent,Z,SBA
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",Lumpy,Z,TSB
567904517790,BOLT WITH NUT 12 X 65 MM,Lumpy,Z,TSB
567904517807,BOLT WITH NUT 16/20 X 115MM,Lumpy,Z,TSB
567906940021,AFTC Clamp,Intermittent,Z,SBA
567907000020,DC- DC CONVERTER FOR MICROLOK - II CARD FILE  110VDC/12VDC/10AMPS,Intermittent,Z,SBA
567908369072,Operating Tool Screw Driver and Stripper,Intermittent,Z,SBA
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,Lumpy,Z,TSB
567909490026,HOLE LOCK KEY GKP MAKE,Lumpy,Z,TSB
567909900022,Collar Bush Large & Small for Ground Connection 220MM Stroke (Consisting of 4 Large & 4 Small bush),Intermittent,Z,SBA
567910410020,Electro Magnetic Counter,Intermittent,Z,SBA
567912100021,GSM MODEM COMPATIBLE FOR 4G(LTE) MAKE QUECTEL,Intermittent,Z,SBA
567912210185,Inverter 1.5 KVA Suitable for Sukhila make IPS,Intermittent,Z,SBA
567912210197,AC Distribution Panel Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567912210203,DC Distribution Panel Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567912410010,BATTERY CHARGER 230VAC/24VDC/10AMPS,Intermittent,Z,SBA
567912420015,Battery Charger  for Axle counter application 230V AC/24V DC /20Amps as per RDSO specification IRS: ....,Intermittent,Z,SBA
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,Lumpy,Z,TSB
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,Intermittent,Z,SBA
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",Intermittent,Z,SBA
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",Lumpy,Z,TSB
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",Intermittent,Z,SBA
567913210030,CVT 1KVA Suitable for Sukhila make IPS,Intermittent,Z,SBA
567913220022,DC-DC Convertor 12V-28V/5AMPS Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567913220034,DC-DC Convertor 3V-6V/0.1 AMPS Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567913440125,Integrated Power Supply System with complete accessories excluding Batteries and SPD,Intermittent,Z,SBA
567913440150,DC-DC Convertor 2V-12V/5AMPS Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567913440162,Status Monitoring Panel (ASM) Suitable for Sukhila make IPS,Dead,N/A,No Forecast
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,Lumpy,Z,TSB
567917930020,Power Supply arrangement for Electronic Interlocking System at station Consisting of 16 Nos DC-DC Co....,Intermittent,Z,SBA
567918190044,Relay QL1 (11F/4B) With Accessories,Lumpy,Z,TSB
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",Intermittent,Z,SBA
567919520027,"CPU Card , F486-41 for Kyosan make EI",Intermittent,Z,SBA
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,Intermittent,Z,SBA
567919890025,110V/20Amps SMR module of M/s. Statcon make IPS conforming to RDSO/SPN/165/2012 (version3.0) or late....,Intermittent,Z,SBA
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,Intermittent,Z,SBA
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,Intermittent,Z,SBA
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),Lumpy,Z,TSB
567924600080,"Ether-net Interface, FETH",Intermittent,Z,SBA
567928010026,Field IOT Devices with Basic Functioning of capturing the parameters from the field gears like DC tr....,Dead,N/A,No Forecast
567928020020,Non intrusive type current sensors Variant : 0-1 Amp DC/0-10 Amp DC /0-1A AC as per RDSO/RDPM/FRS/20....,Dead,N/A,No Forecast
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,Lumpy,Z,TSB
569001220027,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY-RDSO SPECNO. RDS....",Intermittent,Z,SBA
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",Intermittent,Z,SBA
569001230033,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE C"" FREQUENCY RDSO SPEC....",Intermittent,Z,SBA
569001240026,"ABB AFTC Transmitter E"" Frequency",Intermittent,Z,SBA
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",Intermittent,Z,SBA
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",Intermittent,Z,SBA
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",Intermittent,Z,SBA
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",Intermittent,Z,SBA
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",Intermittent,Z,SBA
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",Intermittent,Z,SBA
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,Intermittent,Z,SBA
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,Intermittent,Z,SBA
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,Intermittent,Z,SBA
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,Intermittent,Z,SBA
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,Intermittent,Z,SBA
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,Intermittent,Z,SBA
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",Intermittent,Z,SBA
569001520060,"ABB AFTC Transmitter  F"" frequency",Intermittent,Z,SBA
569001520072,"ABB AFTC Transmitter G"" Frequency",Intermittent,Z,SBA
569001520084,"ABB AFTC Transmitter H"" Frequency",Intermittent,Z,SBA
569001570026,Siemens AFTC Relay Drive Module B36-A3 as per RDSO SPN/146/2001,Intermittent,Z,SBA
569001570063,Siemens AFTC Receiver - I Module B33 - B5,Intermittent,Z,SBA
569001580056,Siemens AFTC Power Supply Unit (PSU),Intermittent,Z,SBA
569001620066,Siemens AFTC Transmitter B30-A4,Lumpy,Z,TSB
569001620078,Siemens AFTC Demodulator B35-A3,Lumpy,Z,TSB
569001890021,Siemens  Alpha Bond  9 Mtrs,Intermittent,Z,SBA
569001890033,Siemens AFTC Receiver I Module (F9) B33-B9,Intermittent,Z,SBA
569001890045,Siemens AFTC Tuning Unit - RX (F11) D13- B27,Intermittent,Z,SBA
569001890057,Siemens AFTC Tuning Unit - TX (F8) D10- B24,Intermittent,Z,SBA
569001930020,"Siemens  S ""Bond  21 mtrs.",Intermittent,Z,SBA
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",Lumpy,Z,TSB
569002040021,ALSTOM AFTC SHORT BOND 3.1 Mtrs,Intermittent,Z,SBA
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,Intermittent,Z,SBA
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,Lumpy,Z,TSB
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,Lumpy,Z,TSB
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,Intermittent,Z,SBA
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",Intermittent,Z,SBA
569003011545,Power Supply Card for Fire Alarm make Notofire,Intermittent,Z,SBA
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,Lumpy,Z,TSB
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,Intermittent,Z,SBA
569003031210,CPU Card for Fire alarm make Notofire,Intermittent,Z,SBA
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,Lumpy,Z,TSB
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,Lumpy,Z,TSB
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,Lumpy,Z,TSB
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,Lumpy,Z,TSB
569003540050,FIRE ALARM HEAT AND SMOKE MULTI SENSOR AS PER RDSO /SPN/217/2018 VER-2.0,Lumpy,Z,TSB
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,Lumpy,Z,TSB
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,Lumpy,Z,TSB
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,Lumpy,Z,TSB
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,Lumpy,Z,TSB
569003780024,TRAIN SHUNT METER (BYCULLA),Intermittent,Z,SBA
569003800047,Drill Bit 8 mm,Intermittent,Z,SBA
569004330087,Flat cable set UFSBI as per specification No. IRS:S-105/2012 Ver. 0 or latest. (DELTRON Make),Dead,N/A,No Forecast
569004570074,Weather proof Rain protection cover for 2 Aspect IRS Type CLS unit,Lumpy,Z,TSB
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,Lumpy,Z,TSB
569005440022,ELB Aluminium Booms of Sizes (PTJ Design),Intermittent,Z,SBA
569005530114,Drill Bit Tungston 6 mm,Intermittent,Z,SBA
569006600033,SM SLIDE CONTACT,Dead,N/A,No Forecast
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA
569006970020,Lightning Arrestor,Intermittent,Z,SBA
569007720034,Siemens AFTC Amplifier Filter Module(F7) B40-B7,Intermittent,Z,SBA
569007730052,Siemens AFTC Amplifier Filter Module(F5) B40-B5,Intermittent,Z,SBA
569007730064,Siemens AFTC Amplifier Module B41 - A1,Lumpy,Z,TSB
569007780031,Alstom Alfa Bond 23.1 Mtrs Long,Intermittent,Z,SBA
569007780043,Alstom Alfa Bond 22.5 Mtrs Long,Intermittent,Z,SBA
569012720211,IOT device for sensing 110V DC Battery bank parameters including current and voltage transducers as ....,Dead,N/A,No Forecast
569016620028,END Plates for Modular Terminal Block,Intermittent,Z,SBA
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),Intermittent,Z,SBA
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),Intermittent,Z,SBA
569020420026,All Gear Mechanism with crank handle for ELB Gate,Intermittent,Z,SBA
569020690029,DIN Channel for the Terminal,Intermittent,Z,SBA
569024350020,Shorting Link Insulated Grey in Color,Intermittent,Z,SBA
569027490034,Surge Protection Devicesfor Data Lines for SSBPAC (2 Nos) tosuit RDSO/SPN/175/2005 or Latest.,Dead,N/A,No Forecast
569033660057,10% of essential spares for Indoor/Outdoor equipment of MSDAC (Frauscher Make) Supplied in NS1 consi....,Dead,N/A,No Forecast
569034910045,"ALTPRO MSDAC Wheel sensor ZK24-2 with 10 mtr cable & cable protection tube, Part No. AP215595 as per....",Intermittent,Z,SBA
569034910069,Cable Protection Tube (Altpro Make),Intermittent,Z,SBA
569034910070,Micro Processor Unit (MPU) Altpro make,Lumpy,Z,TSB
569044770013,Announciator 8 way,Intermittent,Z,SBA
569049130038,Station gateway equipment system with Edge Computing to receive data fromvarious IOT Devices in fie....,Dead,N/A,No Forecast
569060390045,Weather proof Rain protection cover for 4 Aspect IRS Type CLS unit,Intermittent,Z,SBA
569068510027,"LRS i5/8GB/256GB SSD/Windows10/Intel Integrated Graphics, 32inch Display of Reputated Make & UPS 60....",Dead,N/A,No Forecast
569069000033,FRAUSCHER make MSDAC Board Rack BGT 0784 TE -17390,Dead,N/A,No Forecast
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,Lumpy,Z,TSB
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Point Trunca....,Erratic,Z,Croston
569804430131,Integrated Power Supply system as per RDSO specification RDSO/SPN/165/2012 Ver 3.0 or latest,Intermittent,Z,SBA
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (Complete Set),Lumpy,Z,TSB
569839060113,"SEALED MAINTENANCE FREE VRLA BATTERY SET OF 60 CELLS (STACKABLE), IN COMBINATION OF 55+5 CELLS FOR S....",Intermittent,Z,SBA
569839060125,"VRLA Batteries 110V(2V X 55 No. of Cells)120AH, Stackable Single Cell Type with Suitable Housing Tra....",Intermittent,Z,SBA
569839060332,"Sealed Maintenance Free VRLA Battery Set Of 60 Cells (Stackable), In Combination Of 55+5 Cells, Each....",Intermittent,Z,SBA
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,Lumpy,Z,TSB
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,Lumpy,Z,TSB
569894370025,Aluminium Boom 9.76 Mtrs for Lifting Barrier Gate,Intermittent,Z,SBA
569894550039,"GLASS FUSE LINKS OF 400MA,1.6A,2A,4A,6.3A & 10A CAPACITY",Intermittent,Z,SBA
569894580184,PVC WIRE COIL SINGLE CORE COPPER SIZE 7/20,Intermittent,Z,SBA
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,Lumpy,Z,TSB
569901140024,Siemens AFTC Receiver -I Module (F11) B33-B11,Intermittent,Z,SBA
569901140036,Siemens AFTC Tuning Unit - TX (F11) D13- B27,Intermittent,Z,SBA
569902250020,SAFETY POINT ALARM UNIT,Dead,N/A,No Forecast
569903410020,Earthenhancement compound. The materialshould conform to the requirements of IEC 62561-7. (Digging ....,Intermittent,Z,SBA
570100356570,Canon Mk-5000 Cable ID Printer along with standard accessories soft carry case black ink Ribbon (4....,Intermittent,Z,SBA
570100421847,Station mastersblock panel for Single line-SSBPAC(D)as per RDSO/SPN/175/2005 or latest along with su....,Dead,N/A,No Forecast
570100421859,Microprocessor based SSBPAC(D) for single line including wiring relay rack without Relays as per RDS....,Dead,N/A,No Forecast
570102510586,Printer HP Make,Dead,N/A,No Forecast
570104790136,UPS 5KVA CAPACITY,Intermittent,Z,SBA
570109490283,Industrial Grade Embedded Fanless PC with all accessories,Intermittent,Z,SBA
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to enter/acceptev....,Lumpy,Z,TSB
570109490520,Supply and Installation of e-TSR Central server (Rack Model) with Intel Xeon Silver 4309Y processor ....,Intermittent,Z,SBA
570131650240,laptop Intel core i5 15.6 Inch Display with Back Pack case,Intermittent,Z,SBA
570131650305,"Intel Core I5 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",Intermittent,Z,SBA
570140712828,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 1024 SSD,....",Intermittent,Z,SBA
570140713948,HP Intel Core i7 All-in-One PC with 23.8-inch display and Windows 11 Pro,Intermittent,Z,SBA
570143970026,Laptop Backpack and Antivirus,Intermittent,Z,SBA
570150950426,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",Intermittent,Z,SBA
609004430022,Sarees Handloom TC Blue,Intermittent,Z,SBA
611600160147,Dr.Fixit Applicator Gun + Silicone Sealant (White/Clear/Black),Lumpy,Z,TSB
623500140951,PVC Conduit Pipe 25mm dia (3 mtr long),Lumpy,Z,TSB
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,Lumpy,Z,TSB
655701031889,Box type precision insulated Track gauge cum level (BG),Lumpy,Z,TSB
657905100024,BIS listed semi automatic stainless steel preventive device with UL Approved clean gas with auto man....,Dead,N/A,No Forecast
67900185,LEAD ACID STORAGE BATTERY FOR MOTOR VEHICLES 11 PLATES DRY UNCHARGED 12 VOLTS/75 AH CAPACITY AT 20 H....,Lumpy,Z,TSB
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ABOUT 10cm....,Intermittent,Z,SBA
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  AT THE BOTT....",Intermittent,Z,SBA
72081181,"DRILL TWIST  H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Intermittent,Z,SBA
721339354568,4 Pin Key with 3/8 Reversible Ratchet Handle,Erratic,Z,Croston
721437670023,Wrench Type Socket for Multi Point Truncated Conical Safety Nut Assembly,Erratic,Z,Croston
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Erratic,Z,Croston
722434810027,Rail Drilling Machine with stand 230VAC/ 50HZ,Intermittent,Z,SBA
725804740114,Single Piece Spring Inserted Reusable Seize nut of size (Size M-12) Lock Nut M-012 Specifications: M....,Intermittent,Z,SBA
725804740126,Single Piece Spring Inserted Reusable Seize nut of size (Size M-14) Lock Nut M-014 Specifications: M....,Intermittent,Z,SBA
725804740138,Single Piece Spring Inserted Reusable Seize nut of size (Size M-16) Lock Nut M-016 Specifications: M....,Intermittent,Z,SBA
726001400138,NEPTUNE HANDHELD BRUSH CUTTER / LINE TRIMMER,Intermittent,Z,SBA
726001400205,HANDHELD BRUSH CUTTER / LINE TRIMMER,Lumpy,Z,TSB
727901719596,ELECTRICAL DRILLING MACHINE 110V/550W 13 MM SPEED DRILL,Intermittent,Z,SBA
727925380052,INFRARED THERMAL IMAGINE CAMERA AS PER RDSO SPEC TI/SPC/OHE/TIPS/1031(10/2013),Intermittent,Z,SBA
752082580126,Pallets (Recyclable Dummy),Intermittent,Z,SBA
77035136,"PAINT READY MIXED OLIVE GREEN"" ISC-220 OF IS: 5/2007 BRUSHING, FINISHING, SEMI GLOSS FOR GENERAL PUR....",Intermittent,Z,SBA
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO  RDSO SPEC....",Intermittent,Z,SBA
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. 13607-92 I....,Intermittent,Z,SBA
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Amdt. No.4 o....,Lumpy,Z,TSB
77110304,"READY MIXED PAINT, BRUSHING BITUMINOUS BLACK LEAD FREE , ACID, ALKALI, WATER AND CHLORINE RESISTING ....",Intermittent,Z,SBA
771600011349,"Pidilite WD-40, Multiple Maintenance Spray - 420 ml (341g)",Lumpy,Z,TSB
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",Intermittent,Z,SBA
781520833527,BOOK SHELF OF SIZES WOODEN MADE,Intermittent,Z,SBA
783100870033,"COMPUTER TABLE, MAKE GODREJ, MODEL C-11",Lumpy,Z,TSB
787900195071,Godrej Chair Model PCH-5D02R,Intermittent,Z,SBA
787902055227,Kent RO Fully automatic with auto cut off UV+UF Potable Water Purification System,Lumpy,Z,TSB
789900328123,Office executive table Size 150X90X67 cm Right side - 03 Drawers & Left side one drawer,Intermittent,Z,SBA
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1, MARCH 200....",Intermittent,Z,SBA
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO 20 METERS....",Intermittent,Z,SBA
790400130034,Blouse Handloom Light Blue,Intermittent,Z,SBA
79045558,"Saree Handloom Light Blue length-5.5 mtr. Width-1.2 mtr. to IS No. 748/90 variety No.-9, with blouse....",Intermittent,Z,SBA
79046850,Cut piece length 14S Shirt Grey (T.C) Basic Cloth(IS- 15852/2009 Width 90 cms) width 90 Cms and Scal....,Lumpy,Z,TSB
79247957,TROUSER GREY Bit TC 1.2 Mtr,Lumpy,Z,TSB
79315604,"INDUSTRIAL SAFETY FOOTWEAR CONFIRMING TO IS: 15298 PART 2, 2002 TO CLASSIFICATION I, DESIGN 'A' FOR ....",Lumpy,Z,TSB
79333485,"DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.3777/1994,....",Intermittent,Z,SBA
79338677,HONEY COMB TOWELS WHITE BLEACHED IS.854/91 VARIETY NO 3 OR IS.859/79 VARIETY NO 2 IN SIZE 152 X 81 C....,Intermittent,Z,SBA
79339293,COTTON TURKISH TOWEL HANDLOOM WHITE SIZE 122X61 CMS TO IS:854/1991 OR LATEST. VARIETY NO.4 OR LATEST....,Dead,N/A,No Forecast
795100540055,ELECTRICAL SAFETY SHOES,Lumpy,Z,TSB
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,Dead,N/A,No Forecast
795900190130,JUNGLE HAT,Lumpy,Z,TSB
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,Intermittent,Z,SBA
80090722,MINERAL JELLY FOR PROTECTING IRON & STEEL ARTICLES FROM RUST TO DGS&D SPECN. G/0-101/86.,Intermittent,Z,SBA
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR LATEST.,Intermittent,Z,SBA
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,Intermittent,Z,SBA
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY PACKED. AC....,Intermittent,Z,SBA
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,Dead,N/A,No Forecast
823000010357,Filtering Half Mask-Air Pollution Mask With Nose Clip N95,Intermittent,Z,SBA
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976.,Intermittent,Z,SBA
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,Intermittent,Z,SBA
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,Intermittent,Z,SBA
83049540,PLAIN COPIER PAPER GSM 80 IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TOIS:14490/2018 WITH AMDT.NO.....,Intermittent,Z,SBA
83054110,"ENVELOPES MADE OF BROWN WRAPPER DOUBLE IMPERIAL, RIBBED KRAFT TO SIZE 26 X 11 CM. (10 1/2 X 4 1/2"") ....",Dead,N/A,No Forecast
83057213,FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THICK 250mm x 370mm TO GISO APPR....,Dead,N/A,No Forecast
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO GISO APPD.....,Intermittent,Z,SBA
831100020429,Monochrome Laser Printer,Intermittent,Z,SBA
83904104,SEALING WAX BLACK PITCH BASE IN BOX OF 50 KGS TO IS.868/56.,Intermittent,Z,SBA
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,Intermittent,Z,SBA
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,Intermittent,Z,SBA
860130140864,PORTABLE FIRE EXTINGUISHER CO2 TYPE,Intermittent,Z,SBA
860130141200,CO2 Fire extinguisher 4.5Kg capacity with all fittings and accessories.,Lumpy,Z,TSB
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDSO/SPN/217/....,Lumpy,Z,TSB
86900043,CANDLE WAX LONG ORDINARY 220.0 PLUS OR MINUS 5.0mm LONG FROM BOTTOM TO SHOULDER 20.0mm PLUS OR MINUS....,Intermittent,Z,SBA
869037530032,"Unbranded Medium strength Thread Locking Adhesive, Size 50 milliliter",Lumpy,Z,TSB
910100820060,Aluminum sheet of Thick minimum 0.3mm,Intermittent,Z,SBA
98210191,Copper NonArsenical Lump,Intermittent,Z,SBA
NA,Supply of GI pipes - 100mm dia-4.5mm thick as specified in Vol.II of the Tender document,Dead,N/A,No Forecast
hpff7ab010a82bcd916f42dde7bb462cccc3c4e242,hp Intel Core i5 All in One PC with 23.8 Inch Display/ Windows 10 Professional,Dead,N/A,No Forecast
