PL_Code,Description,Business_Unit,Criticality_Class,Forecast_Method,Forecast_Annual,Lead_Time_Days,Demand_STD,Service_Level,Z_Value,Safety_Stock
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1, MARCH 200....",MAS,Non-Critical,SBA,20.05,30.0,5.4142,0.85,1.0364,5.57
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",MAS,Critical,SBA,10.52,150.5,1.5173,0.95,1.6449,5.55
560604970024,RISHABH Category III 1000 V of IEC 61010 Available Insulation Tester,MAS,Non-Critical,TSB,3.41,75.0,3.3911,0.85,1.0364,5.52
522004290127,MSC(Part no.H001M221RI) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver ....,MAS,Critical,SBA,26.45,66.0,2.2608,0.95,1.6449,5.48
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),MAS,Critical,SBA,13.2,84.0,2.0,0.95,1.6449,5.47
539809943549,Battery cable 16 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 16 Sq.mm Black Cab....,MAS,Non-Critical,SBA,81.35,105.0,2.8381,0.85,1.0364,5.46
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,MAS,Non-Critical,TSB,0.77,77.0,3.2958,0.85,1.0364,5.43
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,MAS,Critical,SBA,23.75,66.0,2.2048,0.95,1.6449,5.34
539809127060,CONTACT ASSEMBLY,MAS,Critical,SBA,798.0,2.0,12.5724,0.95,1.6449,5.3
563003040047,Point machine 220mm-160V ACI,MAS,Critical,SBA,174.94,8.0,6.2188,0.95,1.6449,5.24
539838080025,DIGITAL  EARTH RESISTANCE TESTER,MAS,Non-Critical,TSB,4.93,183.0,2.0466,0.85,1.0364,5.2
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,MAS,Non-Critical,SBA,19.0,46.0,4.0825,0.85,1.0364,5.2
429079389199,"BRANDWAY 4 POLE GAZEBO TENT WITH POLE HEIGHT, 7 FEET",MAS,Non-Critical,TSB,3.7,62.0,3.4721,0.85,1.0364,5.14
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",MAS,Critical,SBA,17.77,94.0,1.7751,0.95,1.6449,5.13
539800218676,"Sealed maintenance free VRLA battery set of 60 cells, 2V/300 Ah capacity each  (Stackable) in combin....",MAS,Critical,SBA,15.0,288.0,0.9856,0.95,1.6449,4.99
503523410891,Friction Clutch Assembly for EOLB LC GATE PTJ MAKE,MAS,Non-Critical,TSB,7.36,92.0,2.7115,0.85,1.0364,4.89
83904104,SEALING WAX BLACK PITCH BASE IN BOX OF 50 KGS TO IS.868/56.,MAS,Non-Critical,SBA,4.38,285.0,1.543,0.85,1.0364,4.89
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,MAS,Critical,TSB,6.53,100.0,1.6052,0.95,1.6449,4.79
421100070120,150W LED Luminaire For Flood Light,MAS,Non-Critical,TSB,10.88,33.0,4.4334,0.85,1.0364,4.78
570100356570,Canon Mk-5000 Cable ID Printer along with standard accessories soft carry case black ink Ribbon (4....,MAS,Non-Critical,SBA,54.85,135.0,2.1865,0.85,1.0364,4.77
560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,MAS,Critical,TSB,2.01,33.0,2.7657,0.95,1.6449,4.74
560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,MAS,Critical,SBA,29.94,143.0,1.3189,0.95,1.6449,4.7
560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,MAS,Critical,SBA,29.94,143.0,1.3189,0.95,1.6449,4.7
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,MAS,Non-Critical,SBA,46.95,147.0,2.0656,0.85,1.0364,4.7
560406470047,Generator Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,16.44,140.0,1.3281,0.95,1.6449,4.69
539805721194,Junction Type Route Indicator Unit 2 Way (FRP),MAS,Non-Critical,SBA,57.0,99.0,2.5,0.85,1.0364,4.67
555400960023,Colour light signal unit Three Aspect (FRP),MAS,Non-Critical,SBA,57.0,99.0,2.5,0.85,1.0364,4.67
539805736252,Junction Type Route Indicator Unit 3 Way (FRP),MAS,Non-Critical,SBA,57.0,99.0,2.5,0.85,1.0364,4.67
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY PACKED. AC....,MAS,Non-Critical,SBA,69.49,26.5,4.7679,0.85,1.0364,4.61
567924600080,"Ether-net Interface, FETH",MAS,Critical,SBA,8.55,131.0,1.3416,0.95,1.6449,4.58
539883712242,Kyosan EI CPU card  FS4D,MAS,Critical,SBA,8.55,131.0,1.3416,0.95,1.6449,4.58
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",MAS,Critical,SBA,7.94,618.0,0.6089,0.95,1.6449,4.51
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,MAS,Non-Critical,SBA,14.49,353.0,1.2711,0.85,1.0364,4.49
80090722,MINERAL JELLY FOR PROTECTING IRON & STEEL ARTICLES FROM RUST TO DGS&D SPECN. G/0-101/86.,MAS,Non-Critical,SBA,228.0,21.0,5.164,0.85,1.0364,4.45
539811550250,FRP Type Main Signal Unit 3 Aspect,MAS,Critical,SBA,43.05,23.0,3.0915,0.95,1.6449,4.42
430800141263,FLUKE Single-point laser Class II Handheld Digital Infrared Thermometer,MAS,Non-Critical,SBA,25.06,63.0,2.9531,0.85,1.0364,4.4
560800130801,UP GRADATION OF HASSDAC SYSTEM FROM VERSION S002 TO S003 OF GG TRONICS. This willinclude: 1. Replace....,MAS,Critical,TSB,2.78,138.0,1.2247,0.95,1.6449,4.29
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,MAS,Critical,SBA,45.6,193.0,1.0328,0.95,1.6449,4.28
560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,MAS,Critical,SBA,33.11,52.0,1.9407,0.95,1.6449,4.17
560604186131,Electrical Operating Panel for Lifting barrier Gate(Without Relay) PTJ Make,MAS,Non-Critical,SBA,21.04,191.0,1.5974,0.85,1.0364,4.15
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,MAS,Critical,SBA,14.25,361.0,0.7217,0.95,1.6449,4.09
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,Critical,SBA,14.25,361.0,0.7217,0.95,1.6449,4.09
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,Critical,SBA,5.7,361.0,0.7217,0.95,1.6449,4.09
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262/85 CONFOR....,MAS,Critical,SBA,15.32,31.0,2.4604,0.95,1.6449,4.08
522004290115,MCPU(Part no. H001M209R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ve....,MAS,Critical,SBA,28.5,66.0,1.6667,0.95,1.6449,4.04
508503570895,Earth Leakage Detector (12  channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,MAS,Critical,SBA,3.01,101.0,1.3201,0.95,1.6449,3.96
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,MAS,Critical,TSB,12.71,3.0,7.6459,0.95,1.6449,3.95
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,MAS,Critical,TSB,57.58,5.5,5.6121,0.95,1.6449,3.92
539802831377,STEU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,11.63,127.5,1.1582,0.95,1.6449,3.9
569804430131,Integrated Power Supply system as per RDSO specification RDSO/SPN/165/2012 Ver 3.0 or latest,MAS,Critical,SBA,22.8,127.0,1.1547,0.95,1.6449,3.88
565199470121,"IF Card, Line2B for Kyosan make EI",MAS,Critical,SBA,5.95,131.0,1.1245,0.95,1.6449,3.84
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,MAS,Critical,SBA,10.09,323.0,0.7148,0.95,1.6449,3.83
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",MAS,Critical,SBA,11.44,82.0,1.4128,0.95,1.6449,3.81
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,MAS,Critical,SBA,4.31,216.0,0.857,0.95,1.6449,3.76
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,MAS,Critical,SBA,5.23,261.0,0.7591,0.95,1.6449,3.66
560800130709,High Availability Single Section DIgital Axle Counter System(HASSDAC) with dual track sensor as per ....,MAS,Critical,TSB,1.01,90.5,1.2811,0.95,1.6449,3.63
539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,MAS,Critical,SBA,9.57,75.0,1.3565,0.95,1.6449,3.5
560613610082,PCINIO-B Card for MTC Kyosan make EI,MAS,Critical,SBA,34.2,118.0,1.0776,0.95,1.6449,3.49
539801568713,SIRIUS Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013,MAS,Critical,SBA,10.97,140.0,0.9893,0.95,1.6449,3.49
539802862386,HYLUM SHEET 6MM THICKNESS (8ft X 4ft),MAS,Non-Critical,TSB,3.69,268.0,1.1284,0.85,1.0364,3.47
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",MAS,Non-Critical,SBA,28.5,375.5,0.9449,0.85,1.0364,3.44
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,MAS,Non-Critical,SBA,28.5,375.5,0.9449,0.85,1.0364,3.44
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",MAS,Critical,SBA,3.17,296.0,0.6566,0.95,1.6449,3.37
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,Critical,SBA,3.53,361.0,0.5921,0.95,1.6449,3.35
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,MAS,Critical,SBA,3.53,361.0,0.5921,0.95,1.6449,3.35
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,Critical,SBA,3.53,361.0,0.5921,0.95,1.6449,3.35
501300041401,"OFC patch cord 7 mtrs length (SC-LC,single mode, duplex)",MAS,Non-Critical,SBA,114.0,103.0,1.7408,0.85,1.0364,3.32
570131650305,"Intel Core I5 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",MAS,Non-Critical,SBA,38.27,293.0,1.0046,0.85,1.0364,3.23
560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,MAS,Critical,TSB,1.56,38.0,1.7431,0.95,1.6449,3.2
539800218690,"Sealed maintenance free VRLA battery set of 60 cells, 2V/120 Ah capacity each  (Stackable) in combin....",MAS,Critical,SBA,12.6,167.0,0.8281,0.95,1.6449,3.19
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",MAS,Non-Critical,SBA,22.31,368.0,0.8851,0.85,1.0364,3.19
787902055227,Kent RO Fully automatic with auto cut off UV+UF Potable Water Purification System,MAS,Non-Critical,TSB,4.84,38.0,2.6913,0.85,1.0364,3.12
569839060125,"VRLA Batteries 110V(2V X 55 No. of Cells)120AH, Stackable Single Cell Type with Suitable Housing Tra....",MAS,Critical,SBA,15.14,87.5,1.1072,0.95,1.6449,3.09
560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,8.37,127.5,0.9162,0.95,1.6449,3.08
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,MAS,Critical,SBA,9.26,140.0,0.8679,0.95,1.6449,3.06
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,MAS,Non-Critical,SBA,11.87,84.0,1.7321,0.85,1.0364,2.98
560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,MAS,Critical,SBA,27.02,33.0,1.74,0.95,1.6449,2.98
569839060113,"SEALED MAINTENANCE FREE VRLA BATTERY SET OF 60 CELLS (STACKABLE), IN COMBINATION OF 55+5 CELLS FOR S....",MAS,Critical,SBA,12.63,115.0,0.9294,0.95,1.6449,2.97
560600028397,SM 480 Relay for Kyosan make EI,MAS,Critical,SBA,28.5,118.0,0.898,0.95,1.6449,2.91
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,MAS,Critical,SBA,5.28,296.0,0.5633,0.95,1.6449,2.89
98210191,Copper NonArsenical Lump,MAS,Non-Critical,SBA,866.4,2.0,10.8571,0.85,1.0364,2.88
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,MAS,Critical,SBA,1.52,368.0,0.5,0.95,1.6449,2.86
560400024268,Microlok-II Vital Output PCB (Ansaldo),MAS,Critical,SBA,1.96,193.0,0.6877,0.95,1.6449,2.85
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
569894370025,Aluminium Boom 9.76 Mtrs for Lifting Barrier Gate,MAS,Non-Critical,SBA,4.4,254.5,0.9428,0.85,1.0364,2.83
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
564700410030,FRP Road warning Signal Unit,MAS,Non-Critical,SBA,21.11,71.0,1.7864,0.85,1.0364,2.83
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",MAS,Critical,SBA,34.2,450.0,0.4472,0.95,1.6449,2.83
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),MAS,Critical,SBA,14.25,161.0,0.7293,0.95,1.6449,2.76
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,MAS,Critical,SBA,2.72,283.0,0.5501,0.95,1.6449,2.76
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",MAS,Critical,SBA,17.54,482.0,0.4168,0.95,1.6449,2.73
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,MAS,Critical,SBA,11.4,52.0,1.2673,0.95,1.6449,2.72
549006091114,RAIL DEFLECTOR,MAS,Non-Critical,SBA,74.0,11.0,4.3641,0.85,1.0364,2.72
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,Critical,SBA,6.51,296.0,0.5287,0.95,1.6449,2.71
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,Critical,SBA,14.95,296.0,0.5287,0.95,1.6449,2.71
539801568725,BLEA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,8.51,140.0,0.751,0.95,1.6449,2.65
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",MAS,Non-Critical,SBA,29.86,41.5,2.1774,0.85,1.0364,2.64
539800699782,METAL 10MM CRIMPING TOOL,MAS,Non-Critical,SBA,39.46,73.0,1.6266,0.85,1.0364,2.61
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",MAS,Non-Critical,TSB,33.31,14.5,3.6411,0.85,1.0364,2.6
560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,MAS,Critical,SBA,19.21,33.0,1.5111,0.95,1.6449,2.59
560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,MAS,Critical,SBA,11.4,668.0,0.3333,0.95,1.6449,2.57
560610480321,"IF Card, FSI02-B for Kyosan make EI",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
560613610057,"I/O Card, EXTFIO7-(P) for Kyosan make EI",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
560613610045,"IF Card, FSI02-B EX for Kyosan make EI",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
560613030028,"Power Card, IPU6C for Kyosan make EI",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
560613020047,"I/O Card, DID for Kyosan make EI",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
560610480333,"I/O Card, FIO7-[P] for EI Kyosan",MAS,Critical,SBA,7.43,131.0,0.7492,0.95,1.6449,2.56
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,MAS,Critical,SBA,6.76,61.0,1.0933,0.95,1.6449,2.55
565094804424,Local Report System (LRS),MAS,Non-Critical,SBA,8.51,65.0,1.6663,0.85,1.0364,2.52
560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,MAS,Critical,SBA,6.18,52.0,1.1688,0.95,1.6449,2.51
560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,MAS,Critical,SBA,14.77,52.0,1.1688,0.95,1.6449,2.51
560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,MAS,Critical,SBA,6.18,52.0,1.1688,0.95,1.6449,2.51
726001400205,HANDHELD BRUSH CUTTER / LINE TRIMMER,MAS,Non-Critical,TSB,4.77,33.0,2.3169,0.85,1.0364,2.5
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,MAS,Non-Critical,SBA,6.78,242.5,0.8498,0.85,1.0364,2.49
560407690031,Interface card for Reset Box for HASSDAC Motherboard for CEL MAKE HASSDAC as per RDSO Specification ....,MAS,Critical,SBA,14.57,61.0,1.0614,0.95,1.6449,2.47
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,MAS,Critical,SBA,11.4,543.0,0.3536,0.95,1.6449,2.46
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,MAS,Non-Critical,SBA,19.0,285.0,0.7715,0.85,1.0364,2.45
560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,MAS,Critical,TSB,1.54,33.0,1.4237,0.95,1.6449,2.44
539823791010,RELAY BASED EMERGENCY PANEL,MAS,Non-Critical,SBA,22.8,127.0,1.1547,0.85,1.0364,2.44
539802616569,19 inch 12U Rack,MAS,Non-Critical,SBA,22.8,668.0,0.5,0.85,1.0364,2.43
559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,MAS,Critical,SBA,9.71,61.0,1.0414,0.95,1.6449,2.42
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),MAS,Critical,SBA,29.77,57.0,1.0614,0.95,1.6449,2.39
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",MAS,Critical,SBA,8.55,202.0,0.5571,0.95,1.6449,2.36
539839010020,EMPTY CABLE DRUM,MAS,Non-Critical,SBA,122.4,14.0,3.3432,0.85,1.0364,2.35
539812480036,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F1 Alstom Make.",MAS,Critical,SBA,5.78,482.0,0.3582,0.95,1.6449,2.34
539805734220,Junction Type Route Indicator - 1 way,MAS,Non-Critical,SBA,10.75,81.5,1.3744,0.85,1.0364,2.33
539802900879,Fuse Auto changeover system (FACS Main System) as per RDSO/SPN/209/2012 Ver 1.0 or latest type capab....,MAS,Non-Critical,SBA,22.8,641.0,0.4851,0.85,1.0364,2.31
560613050027,"Optical Branch Card , SPHC-TT for Kyosan make EI",MAS,Critical,SBA,22.8,116.0,0.7184,0.95,1.6449,2.31
539805771483,FRP Shunt Signal unit,MAS,Critical,SBA,11.4,59.5,1.0,0.95,1.6449,2.3
560406490058,VAU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,10.32,246.5,0.4887,0.95,1.6449,2.29
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  AT THE BOTT....",MAS,Non-Critical,SBA,5.14,60.0,1.5682,0.85,1.0364,2.28
539813440710,"Cable/Pipe Route, fault and marker locator",MAS,Non-Critical,SBA,6.37,265.0,0.7452,0.85,1.0364,2.28
503523410740,DIGITAL VOICE ANNOUNCIATION UNIT FOR LC GATE,MAS,Non-Critical,TSB,16.71,3.0,6.954,0.85,1.0364,2.26
567900698091,Microlok - II Power Supply PCB Ansaldo Male,MAS,Critical,SBA,4.29,193.0,0.5438,0.95,1.6449,2.25
508500010799,"PVC warning tape colour orange, width 250 mm (10) by printing with black letters (Southern Railway S....",MAS,Non-Critical,SBA,5.63,331.0,0.653,0.85,1.0364,2.23
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",MAS,Critical,SBA,12.34,262.0,0.4542,0.95,1.6449,2.19
430200021910,Digital Multimeter make Rishabh Model 14S,MAS,Non-Critical,SBA,12.44,668.0,0.4445,0.85,1.0364,2.16
570150950426,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",MAS,Non-Critical,SBA,57.0,126.0,1.0206,0.85,1.0364,2.15
567900698182,Microlok - II COMM PCB Ansaldo Make,MAS,Critical,SBA,22.8,193.0,0.5164,0.95,1.6449,2.14
567900698169,Microlok - II Card File Ansaldo Make,MAS,Critical,SBA,22.8,193.0,0.5164,0.95,1.6449,2.14
560601471446,VCOR Relay Base ANSALDO Make,MAS,Critical,SBA,22.8,193.0,0.5164,0.95,1.6449,2.14
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO 20 METERS....",MAS,Non-Critical,SBA,28.5,245.0,0.7001,0.85,1.0364,2.06
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,MAS,Critical,SBA,7.6,95.0,0.7071,0.95,1.6449,2.05
539811190026,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE B""FREQUENCY RDSO SPECN....",MAS,Critical,SBA,29.02,249.0,0.4359,0.95,1.6449,2.05
560610880130,Microlok - II EI SYNC Card,MAS,Critical,SBA,8.96,193.0,0.4894,0.95,1.6449,2.03
560412050036,Analog Card without controller suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),MAS,Critical,SBA,15.3,57.0,0.8907,0.95,1.6449,2.0
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",MAS,Critical,SBA,21.77,262.0,0.4087,0.95,1.6449,1.97
560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,MAS,Non-Critical,SBA,4.34,618.0,0.422,0.85,1.0364,1.97
560402912335,FSDT 6 (Altpro make),MAS,Critical,SBA,22.8,209.0,0.4472,0.95,1.6449,1.93
560402912347,FSDT 12 (Altpro make),MAS,Critical,SBA,22.8,209.0,0.4472,0.95,1.6449,1.93
560613610069,E-P5 Subrack with mother board for Kyosan make EI,MAS,Critical,SBA,2.97,131.0,0.5623,0.95,1.6449,1.92
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ABOUT 10cm....,MAS,Non-Critical,SBA,8.88,41.5,1.5682,0.85,1.0364,1.9
539801568695,Power Supply Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,Critical,SBA,4.72,127.5,0.5559,0.95,1.6449,1.87
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,MAS,Critical,SBA,10.31,169.0,0.4781,0.95,1.6449,1.85
560601471320,VITAL CUT OFF RELAY (VCOR) ANSALDO Make,MAS,Critical,SBA,3.66,193.0,0.4436,0.95,1.6449,1.84
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,MAS,Non-Critical,SBA,9.12,341.0,0.5298,0.85,1.0364,1.84
560600046685,RELAY RACK TO HOLD 168 RELAYS,MAS,Critical,SBA,1.65,127.0,0.5409,0.95,1.6449,1.82
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),MAS,Critical,SBA,45.6,57.0,0.8,0.95,1.6449,1.8
560601181638,Microlok -II Central Processing Unit PCB Ansaldo Make,MAS,Critical,SBA,2.96,193.0,0.4262,0.95,1.6449,1.77
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,MAS,Critical,SBA,22.8,57.0,0.7845,0.95,1.6449,1.77
