PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/20....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71010350,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 50mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71010336,"BRUSHES, PAINTS & VARNISHES, FLAT, SIZE 25mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1,....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79333485,DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81052110,CLEANING POWDER PACKED IN 600 GMS CONTAINERS TO SPEC:-1.SODA ASH TECHINICAL LIGHT GRADE TO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83055551,1)DESCRIPTION:BOOK RULED 4 QUIRE2)SIZE : 21CMS X 29.7 CMS (TRIMMED) (200 LEAVES PER BOOK)3....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83049861,"11 X 12"" TWO PLY CONTINUOUS COMPUTER STATIONERY FAN FOLDED WITH SPROCKET HOLES ON BOTH SID....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83049526,TNPL 80 GSM XEROX SHEET SIZE A3 (297 X 420 MM) CONFORMING TO IS:14490/2018 WITH AMDT. NO. ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83051661,G-49  (ATTENDANCE REGISTER) (P.L.NO.83051661)SIZE 28.5CMS X 26 CMS (FINISHED) (PLUS/MINUS ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79338677,HONEY COMB TOWELS WHITE BLEACHED IS.854/91 VARIETY NO 3 OR IS.859/79 VARIETY NO 2 IN SIZE ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79011640,CLOTH KHADI LOOSELY WOVEN ORDINERY QUALITY WHITE 91 CMS WIDE FOR CLEANING PURPOSE TO IS.37....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
78210057,30 CMS SQUARE QUARTZ WALL CLOCK BATTERY OPERATED.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83054080,ENVELOPES FOR D.O.LETTERS-PRINT ON FACE ONLY.CUT AND MAKE SHAPE TO PATTERN (OPENING SHOULD....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81050525,LIQUID HAND WASH OF BRAND MEDIMIX(OR) HOMOCOL (OR) DETTOL (OR) LIFEBUOY WITH A PERFUME OF ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
78900785,MUGS POLYTHENE 11-1/2 cm depth X 11-1/4 CM dia.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
75544453,TWINE COUNTRY JUTE 3PLY TO IS.SPECN.NO.1912/84 VARIETY NO.6.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71010348,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 38mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71010373,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 75mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83049540,PLAIN COPIER PAPER GSM 80 IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TOIS:14490/2018 WIT....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79339293,COTTON TURKISH TOWEL HANDLOOM WHITE SIZE 122X61 CMS TO IS:854/1991 OR LATEST. VARIETY NO.4....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
79339013,FACE TOWELS TO SIZE 60X40 CMS IN TURKISH COTTON HANDLOOM/KHADI SUPERIOR QUALITY TO IS: 854....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290040,STEEL RACK WITH PIGEON HOLE LARGE 6.4 X 8.4 X 2,Unknown,Unknown,120000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560612520073,NAVATOL LOCKS 8 LEVERS WITH KEYS,Unknown,Unknown,6000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290051,STEEL RACK WITH PIGEON HOLE SMALL 30 X 5 X 6.5,Unknown,Unknown,40000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290063,STEEL RACK WITH SHELVES 6.4 X 5.1 X 1.6,Unknown,Unknown,100000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539858970048,STEEL CUPBOARD WITH FOUR COMPARTMENT,Slow Moving,Very Slow Moving,20000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570102480223,INDUSTRIAL LOCKER WITH 8 CUPBOARD LOCKER,Unknown,Unknown,25000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539810410420,PLASTIC CHAIR,Unknown,Unknown,10800.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567907930023,WOODEN FOOT REST,Unknown,Unknown,1700.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290075,STEEL RACK 3 SHELVES 3 X 1.5 X 4,Unknown,Unknown,50000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567907850052,STEEL TABLE OVAL WITH DECOLON TOP BIG,Unknown,Unknown,150000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569025510029,STEEL TABLE WITH THREE DRAWERS & ONE CUPBOARD WITH DECOLON TOP,Unknown,Unknown,40000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570152660014,CHAIR TUBULAR WITH ARM,Unknown,Unknown,4000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290087,STEEL RACK 8 X 3,Unknown,Unknown,15000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818290099,STEEL RACK 5 X 3,Unknown,Unknown,2000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561300090655,WOODEN RACK 6 X 3,Unknown,Unknown,9000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569006490045,TW (TEAK WOOD) TABLE WITH TWO DRAWERS 120 X 75 X 70,Unknown,Unknown,16000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570102927321,ALL IN ONE PC DESKTOP COMPUTER,Slow Moving,Very Slow Moving,106000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539819970021,chair,Slow Moving,Very Slow Moving,2566.18,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539894880234,Office executive table Size 150X90X67 cm Right side - 03 Drawers & Left side one drawer,Slow Moving,Very Slow Moving,30000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570102815889,Scanner Epson V39,Slow Moving,Very Slow Moving,5789.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529900070051,HP 803 BLACK CARTRIDGE,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539820980129,NYLON RAIN COAT,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
572000030020,FULL HD FIXED DOME TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509042120027,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570110000036,FULL HD PTZ TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802297245,MANAGEABLE FIELD SWITCHES 8 PORT POE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280027,MANAGEABLE AGGREGATION  SWITCHES 24 PORT NETWORK SWITCH,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
572000020026,Single Fibre (SFP) Transceiver Fibre Module with SFP-BX-D & SFP-BX-U (PAIR) SUPPORTS MIN 1....,Active,Active,65610.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539816341183,Single Mode Single Fibre 1G SFP Module,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509010050056,"PC Workstation for Viewing,Monitoring and System management of above IP cameras, including....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960084,VMS-Video Management server/VAS-Video Analytics Server/ FRS-Video Face Recognition ServerF....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539817170037,External Storage System for 30 days recording at station/RPF/GRP Thana/Post along with all....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
540100250032,HOT DIP GALVANISED PERFORATED CABLE TROUGH,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
500101140210,TV 55 INCH High Resolution Large Video Display units suitable for 24X7 working along with ....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802259074,4K UHD Bullet type IP colour camera (TYPE A) WITH 128 GB MEMORY CARD,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100543023,Digital Key-Board(joystick) along with allaccessories compatible withP/T/Z cameras,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
750500051375,FIEXIBLE GREEN HOSE 1 INCH DIA,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100030158,MANAGEABLE LAYER-2 NON-POE 24 PORT SWITCHES WITH 24 X10/100/1000 MB & 4 X 10G SFP PORTS,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521700130127,CORE SWITCH WITH 20 X 10G SFP & 4 X 10G SFP COMBO PORT,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570164540070,Dual Fibre (SFP) Transceiver Fibre Module with 10G SFP SUPPORTS MIN 10KM,Active,Active,40824.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570164540082,Dual Fibre (SFP) Transceiver Fibre Module with 10G SFP SUPPORTS MIN 40KM,Slow Moving,Slow Moving,68040.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101439513,FURNITURE FOR EACH WORKSTATION COMPUTER TABLE- 1 NO (1200 X 600 X 750 MM) & REVOLVING CHAI....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804575674,VIDEO MANAGEMENT SYSTEM & VIDEO RECORDING SOFTWARE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565199410203,VIDEO ANALYTIC SERVER  SOFTWARE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549003040041,GI pipes ( 50mm dia- 3.65mm thick ),Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570149350034,VIDEO FACE RECOGNITION SOFTWARE FOR VIDEO FRS SERVER,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570400020044,"CAMERA POLE  of 5Mtr length 100mm GI pipe for VSS REACH1 MSB TO VLCY, MS TO VM",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539898550022,"NMS system to monitor & manage the networking system for VSS REACH-I MSB TO VLCY, MS TO VM....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804978872,TV 55 Inch (24x7) Industrial grade Commercial Large format display,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800472632,High power public address amplifier Ahuja APA 480,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900045101,High public address amplifier Ahuja APA 240,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539893870208,Horn speaker 30W Ahuja AMH 402T,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800084620,Column speaker with line matching transformer Ahuja ASC 320T,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800084632,"Microphone with cord, connector and stand and all other accessaries Ahuja PRO+3200",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561196840379,POWER CABLE 2 corex1.5 sq.mm Screened/Shielded multi-strand PVC insulated wire for speake....,Active,Active,150498.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539897230214,"POWER CABLE 3 core, 2.5 sq mm, multi-strand",Active,Active,59185.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509009700026,PVC conduit pipe 32 mm (ISI mark) conforming to IS:9537 medium,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509006510032,PVC conduit pipe 25 mm (ISI mark) conforming to IS:9537 medium,Active,Active,31388.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805870126,"HDPE pipes permanently solid lubricated (33mm inner dia, 40mm outer dia)",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900045113,Mixer Ahuja RMX 1700,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527903380041,Call station Ahuja APM 201 RM,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802398608,Controller Ahuja APM 202 CU,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501805440141,Wall speaker Ahuja PS 300 TM,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802840028,Special purpose speaker Ahuja OCX 666T,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501801000043,Paging microphone Ahuja ACM 96,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802180077,Counter communication system Ahuja CCS 2300,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041390412,5 line single face Indoor display boards with its mechanical structure and software,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539809580039,"Standard rack 19size, 6U size height wall mounting type front glass door with lock and ke....",Active,Active,55000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539808558671,perforated Hot dipped Galvanized cable tray with suitable cover,Active,Active,430100.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
559005960030,"GI pipe 50 mm dia 3.65 mm thick, IS 1239 part 1",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561198320168,"6 Fiber Armoured Optical Fiber Cable, Single Mode",Active,Active,295311.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561196700041,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard....,Active,Active,148185.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804581248,Double Faced Coach Guidance Display Boards,Active,Active,2125056.98,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802398682,PLATFORM DATA CONTROLLER (PDC),Active,Active,122286.86,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539811990195,At a Glance Display Board Double faced (AGDB) with all accessories,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900510727,Single line Double face Train Arrival/Departure display board (TADDB),Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
500600111902,"DLP U PVC trunking of size 80 mmx50mm base, 1x 65 mm top flexible cover",Active,Active,343000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539813330290,RMS SERVER WITH RMS SOFTWARE for IPIS MEA 9 STATION AB WJR MLMR VN TMV PUTGYM SHU NYP,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527905800290,Supply of True color Indoor Video Display (IVD) of Pixel Resolution (WxH) 432x128 (6-line....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539821491382,Daisy chain junction box for running on OFC and Ethernet copper,Active,Active,69288.55,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569001120112,Special earth and bonding system as per RDSO specification RDSO/SPN/197/2008 or latest.,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561198280055,RJ 45 Jack or connectors (Each Box contains 100 Nos),Active,Active,490.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101228228,"UPS 5KVA min 8000 VAH on line UPS (Singlephase) 1 HOUR BACK UP ,SMF BATTERY 12 V 42 Ah , B....",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805022140,FMS Rack mounting type 19size for 12F with FC/SC-PC connector loaded with pigtails and ter....,Active,Active,96824.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197530131,OFC Patch cards LC-SC connector 2.5 mtr length for ANNAIE MEA 9 STN,Active,Active,279680.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802319320,SCH- 23 Media converter single mode ethernet to Fiber  for MEA 9 STN WORK BY ANNAIE INFORM....,Active,Active,18525.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802674340,42U SERVER RACK,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804447143,PVC 32 MM CONDUIT PIPE ( 3 Mtr. long),Active,Active,2171125.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539897070703,HDPE PIPE 33MM INNER & 40MM OUTER DIA,Slow Moving,Slow Moving,90000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100899220,"UPS 05 KVA OF 1 HOUR BACK UP ,SMF BATTERY 12 V 34 Ah , Battery Stand",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801784744,POWER CABLE ARMOURED 3 CORE 4 SQ.MM MULTI STRAND COPPER,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
572000030044,FULL HD FIXED DOME TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Active,Active,332891.31,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509042120039,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Active,Active,3230363.45,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802259438,4KUHD bullet type IP colourcamera (TYPE A),Active,Active,531278.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100543084,Digital Key-Board(joystick) along with allaccessories compatible withP/T/Z cameras,Slow Moving,Very Slow Moving,180000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561196700053,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard....,Active,Active,187275.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804752201,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801592053,9U RAck,Active,Active,1189440.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197050170,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS,Active,Active,2312870.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805021962,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,Active,Active,928265.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960102,Video Management System  (VMS )and Video Recording software (per camera basis) for the ser....,Slow Moving,Very Slow Moving,2422944.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521566390247,Video Analytic server software (VAS)(per camera basis) as per RDSO Specification No. RDSO/....,Slow Moving,Very Slow Moving,774080.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570149350083,Video Face Recognition Software (VFRS)(per camera basis) for Video FRS server as per RDSO ....,Slow Moving,Very Slow Moving,12980000.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570122050131,UPS 2 X 10 KVA WITH 16000VAH capacity BATTERY WITH ACCESSORIES,Slow Moving,Slow Moving,424682.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560614200161,SURGE PROTECTION DEVICE SPD with Potential Free contacts as per RDSO Spec. No.RSDO/SPN/165....,Slow Moving,Slow Moving,462560.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570400020032,PTZ CAMERA POLE  of 5Mtr length 100mm GI pipe of medium quality IS No.1239 (Part- 1)1990,Active,Active,424200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529013630035,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH 3 WORK,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805124118,AIR CONDITIONER SPLIT 2 TON WITH IN-DOOR & OUT-DOOR UNIT,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
545400980587,PVC Flexible (Green) pipe of 32mm for VSS REACH 3 by I T I LIMITED-CHENNAI,Slow Moving,Slow Moving,3840.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539833280449,OFC PATCH CHORD LC-SC/SC-SC/LC-LC 5 MTRS LENGTH FOR VSS REACH 3 WORK by I T I LIMITED-CHEN....,Active,Active,151600.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101449221,PC WORKSTATION FOR VSS REACH 3 WORK by I T I LIMITED-CHENNAI,Slow Moving,Slow Moving,1692000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521566390272,VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition Server i....,Active,Monitor,6323400.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539898330368,Optical fiber cable joint closure for 24 F FOR VSS REACH 3 WORK by I T I LIMITED-CHENNAI,Active,Monitor,30400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
