PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
555300600057,Thumb Switch (THREE POSITION) FOR EOLBG OPERATING PANEL,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,B,,80.0,5388.0,431040.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
60213073,Manufacture and supply of Anti Theft Protection Cover Assembly for LH and RH Switch Extens....,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,C,,2.0,8000.0,16000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
469033601210,EXIDE Polypropylene Co-Polymenr (PPCP) Stationary Valve Regulated Lead Acid Batteries 12 V....,Railway_Operations,TPJ,Tiruchirappalli,Battery / Cell,Operational,C,,0.0,19025.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560101680022,Coil for Lock Coil Assembly for DLBI,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,3.0,734.71,2204.13,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
522500780010,"55 inch Smart LED Backlit TV, Resolution (Pixels) : 3840x2160 UHD,  Contrast Ratio (Minimu....",Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,C,,1.0,66240.0,66240.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563046900034,Electric Point Machine 143 mm stroke(AC immunity 400V AC) complete with lock detector and ....,Railway_Operations,TPJ,Tiruchirappalli,Point Machine,Operational,C,,0.0,105306.29,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
725800137221,DIGITAL MULTIMETER (AC/DC),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,9452.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
570109490441,"Embedded PC (RCS-9422) for KYOSAN make EI. Compact embedded system with Intel Atom D525, ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,207503.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560402860840,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.....,Railway_Operations,TPJ,Tiruchirappalli,Axle Counter,Operational,C,,0.0,19116.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
473605580020,ONLINE 3 KVA UPS,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,48800.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
727949970013,T Spanner for IP65 Point Machine Cover Assembly.,Railway_Operations,TPJ,Tiruchirappalli,Point Machine,Operational,C,,18.0,250.0,4500.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565000076788,Calling on Board - RETRO REFLECTIVE CALLING ON BOARD OF SIZE : 450MM X 900MM BASE MATERIAL....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,5000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
54900530,EOLB COMPONENT consists of (A) All Gear Drive Mechanism for Electric Lifting Barrier to Dr....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,17.0,474821.35,8071962.92,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
725804430356,"Wind Alarm System ( Anemometer with 10 mtr cable -01 No. , ABS cups with Nuts -02 sets , D....",Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,2.0,75520.0,151040.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539866520012,Solenoid Coils for EOLB Gates,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,6.0,4290.48,25742.88,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Po....,Railway_Operations,TPJ,Tiruchirappalli,Termination / Wiring,Operational,C,,5.0,18336.0,91680.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542218841167,Aluminum Booms 9.76 mtr for EOLB,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,23.0,74502.25,1713551.75,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
470200014540,Diesel Generator 5 KVA.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,147999.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542200420012,"OCTOGONAL BOOM 32 FEET LONG (A,B,C,D)",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,11.0,19954.71,219501.79,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539808948941,ALLIMINIUM BOOM COMPLETE SET CONSISTING OF 4 SECTION EACH 8 FEET LONG,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,B,,13.0,73390.29,954073.72,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539832700376,PCINIO Card For MTC,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,412431.24,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
502358770091,"PCINIO-B, Card for Operator Console of Electronic Interlocking KYSON Make System. Make: ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,412431.24,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563003040072,Point machine 220mm-IP67- 400V ACI,Railway_Operations,TPJ,Tiruchirappalli,Point Machine,Operational,A,,14.0,100967.0,1413538.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56450450,"RELAY QN1, 50V VOLT, 8F/8B CONTACT, BRS-930A, NON ACI DC NEUTRAL LINE RELAY INTERLOCKED CO....",Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,0.0,4890.73,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560408420151,: Wheel Sensor with protection tube of Frauscher make MSDAC type RSR 180-001( With BBIK-M ....,Railway_Operations,TPJ,Tiruchirappalli,Axle Counter,Operational,C,,0.0,163253.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560408420140,Supply of Wheel Sensor RSR 180 for Rail Claw Mounting with 15 MTR of cable for Frauscher ....,Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,0.0,179242.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539840530087,"KLCR RELAY (4F/4B) 24V DC, AC immunised",Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,4.0,10722.72,42890.88,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71010336,"BRUSHES, PAINTS & VARNISHES, FLAT, SIZE 25mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,3.0,309.73,929.19,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71010348,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 38mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,2.0,317.33,634.65,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71010350,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 50mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,2.0,551.95,1103.89,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1,....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,387.0,46.49,17989.85,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
79333485,DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,221.0,23.23,5133.27,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539853160012,FUSE HRC 32 AMP,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,3.0,35.0,105.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539850510012,Fuse HRC 63Amps,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,44.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
72010058,High speed steel hand hack saw blades to size 300mm x 12.5mm x 0.63 x 14 TPI (teeth per in....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,136.0,33.57,4565.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563045840017,"Gauge Tie Plate Insulation Complete Set ( Plate-T--10371= 1 no, Bush-T-10368=03 Nos and Wa....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,583.0,56.69,33050.85,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (DETAILED SPECIFICATION ENCL....,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,C,,2195.0,53.18,116725.71,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR ....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1.4,115.0,161.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,730.0,73.79,53866.7,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
80010295,"INTERNAL COMBUSTION ENGINE CRANK CASE OILS - Gr. SAE-40 TO IS: 13656/2002, TYPE EDL-2 (API....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,800.0,152.9,122316.26,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Am....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,141.69,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77034454,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING, 'BLACK'. SPECIFICATION: IS:8662\04 & ICF\MD\SPEC-0....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,120.0,72.35,8681.8,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77032251,"PAINT ENAMEL BRUSHING EXTERIOR SYNTHETIC TYPE-I FINISHING BRILLIANT GREEN TO ISC-221, WET ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,140.0,130.93,18330.52,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,460.0,82.77,38074.64,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
91110191,LEAD TABLETS MANUFACTURED FROM ANY ONE OF THE GRADES TO IS - 27/65 ( PIG LEAD ) OR IS 3717....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,20.0,297.36,5947.2,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
79315604,"INDUSTRIAL SAFETY FOOTWEAR CONFIRMING TO IS: 15298 PART 2, 2002 TO CLASSIFICATION I, DESIG....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,12.0,577.2,6926.45,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81011120,"ACID SULPHURIC CONCENTRATED BATTERY GRADE CONFORMING TO IS.266-1993 (III REVISION), AMENDM....",Railway_Operations,TPJ,Tiruchirappalli,Battery / Cell,Operational,C,,300.0,43.42,13026.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,325.0,56.03,18209.63,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
791300020011,SAFETY JACKET,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,4.0,188.59,754.35,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,104.0,11.99,1246.96,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of....,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,10.15,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,65.06,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
90701136,STEEL WIRE MS ORDINARY GALVANISED 4.00 x 8 SWG TO IS 280 (soft) WITH COATING ASPER 4826/19....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.502,83299.74,41816.47,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,17.0,29.39,499.63,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
72081478,DRILLS TWIST H.S.S. MORSE TAPER SHANK DIA 7.2mm OF DRILL  IS.5103/1969 & IS.5099/69.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,158.32,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539811130017,Fuse ND Type 2 Amp,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,70.74,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565099844734,Fuse ND type 4 Amps,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1297.0,31.06,40290.01,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,276.0,24.01,6626.76,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56985320,INSUALTION FOR SWITCH EXTN.,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,B,,2877.0,174.21,501205.05,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539821910019,L BRACKET INSULATION,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,2346.0,58.64,137576.48,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
470200403829,kettle element connector,Railway_Operations,TPJ,Tiruchirappalli,Termination / Wiring,Operational,C,,109.0,406.48,44306.32,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77033000,"PAINT ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'SIGNAL RED' TO ISC-537 OF IS.5\2007'.  SPECI....",Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,80.0,118.37,9469.6,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
794700020011,RAIN COAT,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,421.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1170.0,23.94,28010.26,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY ....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,63.0,18.91,1191.33,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71010622,"BRUSHES, PAINTS & VARNISHES, ROUND FERRULE BOUND,WITH VULCANIZED RUBBER  SET SIZE 2/0 TO S....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,7.0,1287.08,9009.55,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
92111002,"HIGH SPEED DIESEL (HSD): IS:1460-2005 (5th Revision or latest) Amendment No.3, Sept, 12",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,163.37,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77033255,"ENAMEL, SYNTHETIC,  EXTERIOR, FINISHING 'WHITE' .  SPECIFICATION: - IS.8662/04 & ICF/MD/SP....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,125.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77032500,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'GOLDEN YELLOW' TO ISC-356 OF IS:5/2007.  SPECIFICA....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,121.56,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81050525,LIQUID HAND WASH OF BRAND MEDIMIX(OR) HOMOCOL (OR) DETTOL (OR) LIFEBUOY WITH A PERFUME OF ....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,20.0,70.91,1418.2,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539817400020,PPTC FUSE 2 Amps,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,550.0,21.83,12006.5,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,307.0,62.19,19091.5,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
794700020692,RAIN COAT-NYLON RAIN SUIT SHIRT WITH CAP AND PANTS. NYLON AS PER IDENTIFICATION OF TEXTILE....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,2.0,481.0,962.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77032159,"ENAMEL, SYNTHETIC,  EXTERIOR, FINISHING TRAFFIC BLUE TO ISC:169 OF IS:5/2007.  SPECIFICATI....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,147.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  A....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,184.82,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71010361,BRUSH VARNISH FLAT (PAINTING BRUSH)63MM 01IS-384-79&BRITISH TO IS-1844-76,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,85.0,561.03,47687.64,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,500.0,61.51,30753.5,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
794700550012,"Nylon Rain suite with Integrated Hood and Trouser, nylon as per identification of textile ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81050926,SAMPLE SOAP TOILET - HAMAM/ LIFEBUOY/ SANTOOR/ LUX / MEDIMIX / MARGO / CINTHOL / MYSORE SA....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,635.0,4.61,2924.4,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77030229,"Enamel, Synthetic, Exterior, Finishing colour shade RAL 070 80 40(Apricot yellow) Paint to....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,20.0,104.46,2089.2,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
80034810,GREASE FOR APPLICATION ON AXLE BOX CYLINDRICAL ROLLER BEARING OF ALCO DIESEL LOCOS: SERVOG....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,373.63,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77034478,"READY MIXED PAINT, BRUSHING, BITUMINOUS, BLACK, LEAD FREE, ACID, ALKALI & HEAT RESISTING T....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,20.0,71.74,1434.8,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
81052443,INDUSTRIAL NATURAL SAFE HAND CLEANER TO SPECIFICATION NO.SR.DL - Misc.2 (Rev.00) October 2....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.4,126.88,50.75,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539817550016,PPTC Fuse 4 amps,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,7.08,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
77110304,"Ready Mixed Paint, Brushing Bituminous Black Lead Free , Acid, Alkali, Water and Chlorine ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,76.65,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539863860018,ROD JOINT INSULATION,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,30.0,64.9,1947.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
90706950,Sealing wire of soft mild steel galvanized wire of size 0.9mm dia (20 SWG) having soft mil....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,138.06,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
79310000,Industrial Safety Helmet IS:2925,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,108.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
509010380019,Dry cell 1.5V Heavy Duty (PRIMARY CELL- SITEL) As per IRS:S-95/96 AMDT.01 as per Spec. BSS....,Railway_Operations,TPJ,Tiruchirappalli,Battery / Cell,Operational,C,,20.0,649.0,12980.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539872290033,FIT AND FORGET BOND WIRE 1.5 METERS,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,403.33,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
469031854054,FIT AND FORGET BOND WIRE 2 MTR.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,407.53,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539872300026,FIT AND FORGET LEAD WIRE 2 METERS LONG AND 4MMDIA,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,424.25,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539872280015,FIT AND FORGET LEAD WIRE 3 METERS LONG AND 4MMDIA,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,456.16,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539868610030,19M/59 Fit and Forget Lead wire 3 mtr,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,200.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
70210160,"COATED ABRASIVE. EMERY TYPE, GLUE OVER GLUE BOND, BACKING TYPE-CLOTH, WEIGHT CODE-J, GRIT ....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,17.0,8.59,145.95,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
71130172,Basket bamboo 450mm x 250mm  made of chicks 6mm wide taken from outer(bark) smooth side of....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,219.39,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549009720013,Graphite Grease conforming to IS508: 2022- Grease Graphited-Grade III,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,88.75,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
305702430016,"Petroleum jelly, colour -White applicable for battery terminal",Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,0.0,192.64,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
86010050,PORTABLE STORED PRESSURE ABC TYPE DRY CHEMICAL POWDER FIRE EXTINGUISHER OF 6 Kg. CAPACITY ....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1.0,3465.51,3465.51,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
