PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of....,Rationalize,0.0,Slow Moving,Operational,0.0
56507641,Channel Bond Pin,Retain,21692.5,Active,Operational,21692.5
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Retain,1307138.18,Active,Operational,1307138.18
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Retain,277134.0,Active,Operational,277134.0
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Dispose,0.0,Dead Stock,Operational,0.0
56509376,A.R.A Terminal Block 25mm PBT small,Retain,59.76,Active,Operational,59.76
56509376,A.R.A Terminal Block 25mm PBT small,Retain,330176.0,Active,Operational,330176.0
56509376,A.R.A Terminal Block 25mm PBT small,Retain,27288.8,Active,Operational,27288.8
56509376,A.R.A Terminal Block 25mm PBT small,Retain,144998.4,Active,Operational,144998.4
56509388,A.R.A Terminal Block 60mm PBT,Retain,178640.96,Active,Operational,178640.96
56509388,A.R.A Terminal Block 60mm PBT,Retain,0.0,Active,Operational,0.0
56509388,A.R.A Terminal Block 60mm PBT,Retain,420.0,Slow Moving,Operational,420.0
56509388,A.R.A Terminal Block 60mm PBT,Retain,16078.24,Active,Operational,16078.24
565094341898,MS Box for LC Gate Switch,Dispose,0.0,Dead Stock,Operational,0.0
56509686,Transformer 230/110V  -  3 KVA,Monitor,0.0,,Strategic,0.0
56509959,Cable 12 C x 1.5 Sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56509960,Cable 2 C x 25 sq.mm,Procure Immediately,2131264.74,Active,Operational,2131264.74
56509960,Cable 2 C x 25 sq.mm,Procure Immediately,770386.65,Active,Operational,770386.65
56509960,Cable 2 C x 25 sq.mm,Procure Immediately,326837.14,Active,Operational,326837.14
565099650010,A22. Remote Terminal Unit(RTU) with 64 digital input & 16 analog input as per technical sp....,Retain,0.0,Active,Operational,0.0
565099650010,A22. Remote Terminal Unit(RTU) with 64 digital input & 16 analog input as per technical sp....,Retain,0.0,Active,Operational,0.0
56511516,Railjoint Insulation 60Kg.,Procure Immediately,0.0,,Strategic,0.0
565172840739,EXTERNAL MODEM FOR RTU,Retain,1256987.43,Active,Operational,1256987.43
565172840739,EXTERNAL MODEM FOR RTU,Retain,0.0,Active,Operational,0.0
565199410185,AC-DC Converter SUITABLE FOR EFFTRONICS MAKE RTU,Retain,2478.0,Active,Operational,2478.0
567911510010,DIGITAL VOICE ANNOUNCING SYSTEM,Retain,858781.56,Active,Operational,858781.56
567911510010,DIGITAL VOICE ANNOUNCING SYSTEM,Dispose,0.0,Dead Stock,Operational,0.0
567911560024,PCB-SMR Address card for IPS suitable for existing AMARARAJA make,Dispose,0.0,Dead Stock,Operational,0.0
567911560024,PCB-SMR Address card for IPS suitable for existing AMARARAJA make,Retain,4720.0,Active,Operational,4720.0
567911860019,LC gate Road warning FRB Hood (3 aspects),Retain,11800.0,Active,Operational,11800.0
567911860019,LC gate Road warning FRB Hood (3 aspects),Retain,0.0,Active,Operational,0.0
567912100082,GSM Modem for SMS generation,Dispose,0.0,Dead Stock,Operational,0.0
567912780019,DC-DC CONVERTER CARD 24V-32V/10AMPS FOR HBL MAKE IPS,Dispose,26833.2,Dead Stock,Operational,26833.2
567914940063,24-40V/5A DC-DC Converter statcon Make IPS,Rationalize,0.0,Slow Moving,Operational,0.0
567918190135,QL1 Relay 11F/4B,Rationalize,0.0,Slow Moving,Operational,0.0
567918530013,DC-DC 24-32V/10A CONVERTERS SUITABLE FOR M/s. STATCON MAKE IPS SYSTEMSAND CONFORMING TO RD....,Rationalize,0.0,Slow Moving,Operational,0.0
567918550012,DC-DC CONVERTER 12-40V / 1A FOR IPS AS PER RDSO SPEC:RDSO/SPN/165/2012 OR LATEST AMENDMENT....,Rationalize,81656.0,Slow Moving,Operational,81656.0
567918580028,110 V / 20 A SMR MODULE SUITABLE FOR AMARA RAJA MAKE IPS,Rationalize,70800.0,Slow Moving,Operational,70800.0
567918610010,100-150V/1A DC-DC CONVERTERS SUITABLE FOR M/s. AMARA RAJA MAKE IPS SYSTEMS AND CONFORMING ....,Dispose,116230.0,Dead Stock,Operational,116230.0
567918630019,2 KVA AVR Part No: 43200003636 suitable for M/S Amararaja Make IPS conforming to RDSOSpec:....,Dispose,88500.0,Dead Stock,Operational,88500.0
567918670017,40-100 V /1A DC-DC CONVERTER MODULE FOR AMARA RAJA MAKE IPS.,Dispose,103250.0,Dead Stock,Operational,103250.0
567918710027,DC-DC Converters 12-28V/1A  SUITABLE FOR AMARA RAJA MAKE IPS,Dispose,82600.0,Dead Stock,Operational,82600.0
567918740019,100-150V/1A DC-DC CONVERTERS SUITABLE FOR M/s. STATCON MAKE IPS SYSTEMS AND CONFORMING TO ....,Rationalize,21948.0,Slow Moving,Operational,21948.0
567918790011,60-100 V /1A DC-DC CONVERTER MODULE FOR STATCON MAKE IPS.,Rationalize,0.0,Slow Moving,Operational,0.0
567918800028,DC to DC Converter 02-12V/5A STATCON MAKE,Retain,74340.0,Active,Operational,74340.0
567918870018,PCB-110V MUIB1 with N/C logic suitable for existing AMARARAJA make IPS.,Dispose,0.0,Dead Stock,Operational,0.0
567918870018,PCB-110V MUIB1 with N/C logic suitable for existing AMARARAJA make IPS.,Retain,11210.0,Active,Operational,11210.0
567918880012,PCB Potential free contacts board suitable for existing make AMARARAJA IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918880012,PCB Potential free contacts board suitable for existing make AMARARAJA IPS,Retain,0.0,Active,Operational,0.0
567918890017,PCB-PFC interface board,Dispose,0.0,Dead Stock,Operational,0.0
567918890017,PCB-PFC interface board,Retain,15340.0,Active,Operational,15340.0
567918900011,PCB -Battery disconnect indication board.(BDIB) suitable for  AMARARAJA MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918900011,PCB -Battery disconnect indication board.(BDIB) suitable for  AMARARAJA MAKE IPS,Retain,11800.0,Active,Operational,11800.0
567918910016,PCB-MOV Class D protection board -1ph suitable for existing AMARARAJA make IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918910016,PCB-MOV Class D protection board -1ph suitable for existing AMARARAJA make IPS,Retain,0.0,Active,Operational,0.0
567918920010,PCB ?SCR Snubber BD for IPS SSBACC suitable for existing AMARARAJA make IPS.,Dispose,0.0,Dead Stock,Operational,0.0
567918920010,PCB ?SCR Snubber BD for IPS SSBACC suitable for existing AMARARAJA make IPS.,Retain,8850.0,Active,Operational,8850.0
567918930015,PCB-SMART Static-SW Based ACB suitable for AMARA RAJA IPS,Retain,0.0,Active,Operational,0.0
567918940010,24-40V/5A DC-DC Conv Module Mini PMB Ver suitable for AMARA RAJA IPS.,Dispose,0.0,Dead Stock,Operational,0.0
567918940010,24-40V/5A DC-DC Conv Module Mini PMB Ver suitable for AMARA RAJA IPS.,Rationalize,44840.0,Slow Moving,Operational,44840.0
567918950014,PMB-03-06/0.1A DC-DC CONV WITH TINY Sw suitable for AMARARAJA IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918950014,PMB-03-06/0.1A DC-DC CONV WITH TINY Sw suitable for AMARARAJA IPS,Dispose,37170.0,Dead Stock,Operational,37170.0
567918960020,Power module-1.0KVA INVERTER-DADI-IPS suitable for AMARA RAJA IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918960020,Power module-1.0KVA INVERTER-DADI-IPS suitable for AMARA RAJA IPS,Dispose,0.0,Dead Stock,Operational,0.0
567918970025,IPS-Automatic Voltage Regulator Module-CVT 3.0 KVA suitable for AMARA RAJA IPS,Dispose,100300.0,Dead Stock,Operational,100300.0
567918980018,PCB ASM PANEL Suitable for AMARA RAJA IPS,Retain,22420.0,Active,Operational,22420.0
567919050011,Processor card suitable for Efftronics make,Rationalize,47200.0,Slow Moving,Operational,47200.0
567919060016,Digital Interface Card Suitable for Efftronics make Datalogger.,Rationalize,47998.86,Slow Moving,Operational,47998.86
567919070022,64 DIGITAL STACK CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,Rationalize,70800.0,Slow Moving,Operational,70800.0
567919080027,Analog Scanner Card with controller Suitable for Efftronics make RTU,Rationalize,147500.0,Slow Moving,Operational,147500.0
567919120013,DUAL MODEM CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,Dispose,0.0,Dead Stock,Operational,0.0
567919130020,EXTERNAL VOICE MODEM FOR EFFTRONICS DATALOGGER,Rationalize,0.0,Slow Moving,Operational,0.0
567919140012,GDT CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,Rationalize,0.0,Slow Moving,Operational,0.0
567919200057,12-28V/5A DC-DC CONVERTER SUITABLE FOR HBL IPS MAKE.,Dispose,0.0,Dead Stock,Operational,0.0
567919200069,2-12V/5A DC-DC CONVERTER SUITABLE FOR HBL IPS MAKE.,Retain,0.0,Active,Operational,0.0
567919200173,DC-DC CONVERTER 24-32V/5A  SUITABLE FOR HBL MAKE IPS.,Retain,142485.0,Active,Operational,142485.0
567919220019,24-40V/5A DC-DC CONVERTER SUITABLE FOR HBL IPS MAKE,Dispose,0.0,Dead Stock,Operational,0.0
567919230013,3 - 6V/0.1A DC-DC CONVERTER SUITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919240018,RELAY CARD SUITABLE FOR HBL MAKE IPS.,Dispose,0.0,Dead Stock,Operational,0.0
567919250012,DC SCU CARD SUITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919260017,AC METER CARD / DC METER CARD SUITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919270011,BATTERY REVERSE POLARITY CARD SUITABLE FOR HBL MAKE IPS,Dispose,9440.0,Dead Stock,Operational,9440.0
567919300015,AUTO CHANGE OVER MODULE FOR INVERTER SUITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919320014,2 KVA CVT SUITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919340025,PROCESSOR CARD  SUITABLE FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567919430014,SURGE CARD SUITABLE FOR SIRVEEN MAKE.,Dispose,0.0,Dead Stock,Operational,0.0
567919830030,1.5 KVA CVT/AVR HBL MAKE,Dispose,0.0,Dead Stock,Operational,0.0
567919840022,12-28/1A DC- DC CONVERTER FOR  HBL MAKE IPS,Dispose,18703.0,Dead Stock,Operational,18703.0
567919870014,40-100V/1A DC DC CONVERTER SUBITABLE FOR HBL MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567919880019,100-150V/1A DC DC CONVERTER MODULE SUITABLE FOR HBL MAKE IPS,Rationalize,246749.8,Slow Moving,Operational,246749.8
567919900031,"SMR MODULE 110V, 20 AMP  SUITABLE FOR STATCON MAKE IPS",Rationalize,0.0,Slow Moving,Operational,0.0
567921140019,DUAL E1 MODEM FOR EFFTRONICS MAKE DATALOGGER,Rationalize,0.0,Slow Moving,Operational,0.0
567921570014,DISPLAY CARD FOR EFFTRONICS MAKE DATALOGGER RTU,Rationalize,144998.4,Slow Moving,Operational,144998.4
567921580019,MOTHER BOARD SUITABLE FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921590013,ANALOG INPUT 16 CHANNELS SUITABLE FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921600018,ANALOG SCANNER CARD SUITABLE FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921610012,DIGITAL INPUT CARD 128 SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921620017,DIGITAL SCANNER AND TELE CONTROL CARD  SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921630011,DIGITAL TERMINATION CARD  SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921640016,DISPLAY CARD  SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921650010,ANALOG SINGLE MODEM (EXTERNAL)  SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921660015,BATTERY CHARGER (WITH OUT BATTERIES)  SUITABLE  FOR SIRVEEN MAKE RTU,Dispose,0.0,Dead Stock,Operational,0.0
567921850011,DISPLAY CARD SUITABLE  FOR EFFTRONICS MAKE DATALOGGERS,Rationalize,231940.8,Slow Moving,Operational,231940.8
567921890021,MODIFIED POINT TEST GAUGE,Dispose,0.0,Dead Stock,Operational,0.0
567921890021,MODIFIED POINT TEST GAUGE,Dispose,0.0,Dead Stock,Operational,0.0
567921890021,MODIFIED POINT TEST GAUGE,Dispose,0.0,Dead Stock,Operational,0.0
567922110023,MINI DCDP 24-32/5A SUITABLE FOR AMARARAJA MAKE IPS,Dispose,0.0,Dead Stock,Operational,0.0
567922210017,LCGATE BOOM LOCKING SET,Dispose,0.0,Dead Stock,Operational,0.0
567922610019,steel wire rope,Retain,0.0,Active,Operational,0.0
567923070010,BATTRY MONITERING UNIT,Rationalize,0.0,Slow Moving,Operational,0.0
567924140031,FIRE ALARM CONTROL PANEL SPARE CARD -TRUE SAFE,Rationalize,224000.0,Slow Moving,Operational,224000.0
567924530015,ANU VIDYUT MAKE EARTH LEAKGE  DETECTOR  CHANNEL MODULE,Retain,185755.6,Active,Operational,185755.6
567924550014,ANUVIDYUT MAKE  EARTH LEAKAGE DETECTOR   MAIN MODULE,Retain,166923.06,Active,Operational,166923.06
567925360014,Insulating Components for Ground connection 143 mm,Retain,0.0,Active,Operational,0.0
567925370019,Insulating Components for Ground connection 220 mm,Retain,35040.0,Active,Operational,35040.0
567926720038,ANU VIDYUT MAKE ELD  METER MODULE,Retain,207414.5,Active,Operational,207414.5
569000010311,Reset Box for HASSDAC,Retain,515070.0,Active,Operational,515070.0
569001750016,CLS ladder various (R),Dispose,200.0,Dead Stock,Operational,200.0
569002490336,DC DC CONVERTER 24-32 V /10 A SITABLE FOR  AMARA RAJA  MAKE,Dispose,0.0,Dead Stock,Operational,0.0
569002490397,DC DC CONVERTER 12-28 V /5A SUITABLE FOR AMARA RAJA MAKE,Dispose,236000.0,Dead Stock,Operational,236000.0
569002491493,DC DC CONVERTOR 24-40V/10A - STATCON MAKE,Rationalize,126791.0,Slow Moving,Operational,126791.0
569002491493,DC DC CONVERTOR 24-40V/10A - STATCON MAKE,Retain,662829.6,Active,Operational,662829.6
569003030448,CABLE 2CX1.5 SQ.MM UNARMOURED,Dispose,0.0,Dead Stock,Operational,0.0
569003030540,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED Cable,Rationalize,0.0,Slow Moving,Operational,0.0
569003030941,FIRE ALARM CONTROL PANEL WITH DISPLAY -TRUE SAFE,Rationalize,0.0,Slow Moving,Operational,0.0
569003530068,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 V....,Rationalize,107264.0,Slow Moving,Operational,107264.0
569004470407,"Professional Large Format Display, Size 55 INCH .",Retain,52460.0,Active,Operational,52460.0
569005090059,LHS Interface Module with EOL as per  RDSO/SPN/217/2021 Ver 3 or latest.,Rationalize,18000.0,Slow Moving,Operational,18000.0
569005100028,FIRE ALARM LOOP CARD,Retain,0.0,Active,Operational,0.0
569005440083,Aluminium Boom  for EOLBG - 9.76 Mtr,Retain,449838.0,Active,Operational,449838.0
569008650210,Analog Card without controller suitable for Efftronics make RTU,Dispose,236000.0,Dead Stock,Operational,236000.0
569008650234,COMMUNICATION CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,Rationalize,210040.0,Slow Moving,Operational,210040.0
569013140020,FIT AND FORGET BOND WIRE 2 METER,Rationalize,0.0,Slow Moving,Operational,0.0
569014610111,Fire Alarm Power supply Panel,Rationalize,999.0,Slow Moving,Operational,999.0
569019733065,HALF SPILIT DWC PIPE,Retain,7560.0,Active,Operational,7560.0
569022500013,DUAL MODEM CARD FOR DATA LOGGER,Rationalize,159300.0,Slow Moving,Operational,159300.0
569042850080,Fit and forget Bond wire 2.5 meter,Rationalize,0.0,Slow Moving,Operational,0.0
569044840015,Fit and Forget Lead wire 4mtrs,Rationalize,0.0,Slow Moving,Operational,0.0
569054070012,Contact springs for Plunger contact assembly in set,Rationalize,1309.8,Slow Moving,Operational,1309.8
569063240058,RISHABH 15S DIGITAL MULTIMETER,Rationalize,126074.62,Slow Moving,Operational,126074.62
569065080010,EOLB Operating panel with relays,Retain,654813.0,Active,Operational,654813.0
569067990017,Supply of SMPS based IPS suitable for interlocked LC gate in RE area with VRLA batteries,Rationalize,0.0,Slow Moving,Operational,0.0
569067990029,SMPS based IPS suitable for interlocked LC gate in RE/NON RE area with VRLA batteries,Retain,0.0,Active,Operational,0.0
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,Retain,214630.0,Active,Operational,214630.0
569082300028,SMOKE TESTER SPRAY,Retain,4956.0,Active,Operational,4956.0
56985526,Fuse ND Type RDSO Spn 78/92 4A Maps,Monitor,0.0,,Strategic,0.0
56985721,PLUG TYPE RELAY 12 VOLTS DC4F ( RELAY QB3),Rationalize,0.0,Slow Moving,Operational,0.0
56985800,ELECTRONIC TIME DELAY DEVICE ( 60 SEC),Retain,250425.79,Active,Operational,250425.79
56985800,ELECTRONIC TIME DELAY DEVICE 60 SEC,Dispose,0.0,Dead Stock,Operational,0.0
56986130,RELAY STYLE QBAT AC TRACK,Retain,54556.72,Active,Operational,54556.72
56986210,FS CABLE,Monitor,0.0,,Strategic,0.0
56987122/56110029,Cable 3 C x 10 sq.mm,Procure Immediately,496466.12,,Strategic,496466.12
569900290040,INVERTER 3 KVA STATCON MAKE,Rationalize,240153.6,Slow Moving,Operational,240153.6
570109490374,"Supply and Installation of Central server with 27?Monitor, Intel core i7 processor, 32 GB....",Rationalize,0.0,Slow Moving,Operational,0.0
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to ente....,Rationalize,0.0,Slow Moving,Operational,0.0
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to ente....,Rationalize,0.0,Slow Moving,Operational,0.0
570124280012,MULTIMONITER SOFTWARE ALONG WITHYARD DIGITALIZATION CD,Rationalize,0.0,Slow Moving,Operational,0.0
570124290017,PC BASED LED MULTIMONITOR DISPLAY,Rationalize,0.0,Slow Moving,Operational,0.0
570124300011,LARGE FORMAT LED DISPLAY 42 TV(SAMSUNG),Rationalize,0.0,Slow Moving,Operational,0.0
570124310016,UPS 3 KVA,Dispose,100580.0,Dead Stock,Operational,100580.0
589800030018,SPECIAL SPANNER FOR MAINTANENCE OF ELECTRICAL POINT MACHINE GROUND CONNECTION,Dispose,0.0,Dead Stock,Operational,0.0
603203421143,GREASE GUN,Rationalize,0.0,Slow Moving,Operational,0.0
603203421143,GREASE GUN,Rationalize,1515.12,Slow Moving,Operational,1515.12
611900370019,RELEASED WOODEN PLANKS,Dispose,0.0,Dead Stock,Operational,0.0
619013980035,RELEASED GENERATOR   ALUMINUM SCRAP,Rationalize,0.0,Slow Moving,Operational,0.0
619013980035,RELEASED GENERATOR   ALUMINUM SCRAP,Rationalize,0.0,Slow Moving,Operational,0.0
620701817337,G I PIPE 80MM DIA WITH COUPLER,Retain,153752.0,Active,Operational,153752.0
661011590068,MCPU CARD FOR MSDAC (G.G.TRONICS),Rationalize,0.0,Slow Moving,Operational,0.0
669080620057,Ferrule Printer,Rationalize,0.0,Slow Moving,Operational,0.0
67900185,Auto Battery 12V/75AH,Monitor,0.0,,Strategic,0.0
67900203,Auto Battery  12V X130 AH 19 plate,Dispose,0.0,Dead Stock,Operational,0.0
71010324,BRUSHES PAINT and VARNISH FLAT SIZE 12 MM TO IS: 384(part -1) ;2012(or) LATEST AND BRISTLE....,Dispose,0.0,Dead Stock,Operational,0.0
71010336,"BRUSHES, PAINTS & VARNISHES, FLAT, SIZE 25mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",Dispose,0.0,Dead Stock,Operational,0.0
71010350,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 50mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Rationalize,0.0,Slow Moving,Operational,0.0
71010361,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 63mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Dispose,0.0,Dead Stock,Operational,0.0
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ....,Rationalize,1723.8,Slow Moving,Operational,1723.8
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  A....",Dispose,0.0,Dead Stock,Operational,0.0
71130172,Basket bamboo 450mm x 250mm  made of chicks 6mm wide taken from outer(bark) smooth side of....,Rationalize,0.0,Slow Moving,Operational,0.0
72010058,High speed steel hand hack saw blades to size 300mm x 12.5mm x 0.63 x 14 TPI (teeth per in....,Dispose,0.0,Dead Stock,Operational,0.0
72010332,LIGHT POWER HACKSAW BLADE HIGH SPEED TO SIZE 400 mm LONG  x 25 mm WIDTH X 1.25 / 2.5mm TO ....,Dispose,0.0,Dead Stock,Operational,0.0
720616502407,Sealing Plier,Dispose,0.0,Dead Stock,Operational,0.0
72081181/72207413,Drill Twist 7.2 mm,Monitor,178097.6,,Strategic,178097.6
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Retain,97682.0,Active,Operational,97682.0
722401017314,G.I PIPE OF SIZES,Dispose,0.0,Dead Stock,Operational,0.0
722445010015,Tap and Die Set 1/4 to 1,Dispose,300.0,Dead Stock,Operational,300.0
725800130019,DIGITAL MULTIMETER,Rationalize,50278.35,Slow Moving,Operational,50278.35
729503560027,Train shunt meter,Rationalize,56664.0,Slow Moving,Operational,56664.0
730500640101,Single piece Spring Inserted Reusable seize nut of Size( Size M-10) Make : SAPER LOCK,Rationalize,0.0,Slow Moving,Operational,0.0
732101050026,Spring Inserted Reusable Anti Loose Nut.  Lock Nut M -020,Rationalize,5015.0,Slow Moving,Operational,5015.0
749001650012,84) Release table for computer wooden,Dispose,0.0,Dead Stock,Operational,0.0
749004060037,SEALING WIRE,Retain,7030.23,Active,Operational,7030.23
754800021645,TIMING BELT TYPE L 300/285 WIDTH 18mm SUITABLE FOR HEIDZ BARRIERS,Retain,1121.0,Active,Operational,1121.0
75544453,TWINE COUNTRY JUTE 3PLY TO IS.SPECN.NO.1912/84 VARIETY NO.6.,Dispose,0.0,Dead Stock,Operational,0.0
759084543666,SAFETY HELMET,Dispose,0.0,Dead Stock,Operational,0.0
77034454,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING, 'BLACK'. SPECIFICATION: IS:8662\04 & ICF\MD\SPEC-0....",Dispose,0.0,Dead Stock,Operational,0.0
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO ....",Dispose,0.0,Dead Stock,Operational,0.0
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Am....,Dispose,0.0,Dead Stock,Operational,0.0
782001171555,GLASS SHEET,Dispose,130.0,Dead Stock,Operational,130.0
783000316305,Notice Board With Glass Fronted,Rationalize,0.0,Slow Moving,Operational,0.0
783000561002,TW Tool Box,Rationalize,0.0,Slow Moving,Operational,0.0
783000751009,WOODEN plank of sizes,Dispose,0.0,Dead Stock,Operational,0.0
787901121113,NOVOPAN BOARD,Dispose,600.0,Dead Stock,Operational,600.0
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1,....",Rationalize,313.65,Slow Moving,Operational,313.65
79047026,"BLOUSE TERRI COTTON LIGHT BLUE SHADE 67/33, 88/91 CM WIDE IN 0.80 MTR IS.15852/2009. EACH ....",Dispose,0.0,Dead Stock,Operational,0.0
79333485,DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.....,Retain,122.0,Active,Operational,122.0
79338677,HONEY COMB TOWELS WHITE BLEACHED IS.854/91 VARIETY NO 3 OR IS.859/79 VARIETY NO 2 IN SIZE ....,Dispose,0.0,Dead Stock,Operational,0.0
79511740,WASTE COTTON COLOURED TO IS 5485/80 OR LATEST.,Dispose,0.0,Dead Stock,Operational,0.0
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,Dispose,0.0,Dead Stock,Operational,0.0
80010295,"INTERNAL COMBUSTION ENGINE CRANK CASE OILS - Gr. SAE-40 TO IS: 13656/2002, TYPE EDL-2 (API....",Dispose,0.0,Dead Stock,Operational,0.0
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,Dispose,0.0,Dead Stock,Operational,0.0
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,Rationalize,1545.75,Slow Moving,Operational,1545.75
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR ....,Dispose,0.0,Dead Stock,Operational,0.0
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,Rationalize,130.29,Slow Moving,Operational,130.29
81050525,LIQUID HAND WASH OF BRAND MEDIMIX(OR) HOMOCOL (OR) DETTOL (OR) LIFEBUOY WITH A PERFUME OF ....,Dispose,0.0,Dead Stock,Operational,0.0
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY ....,Rationalize,324.43,Slow Moving,Operational,324.43
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,Rationalize,299.0,Slow Moving,Operational,299.0
819091000013,Empty plastic cans,Dispose,0.0,Dead Stock,Operational,0.0
829016750031,MOBILE  TABLET,Rationalize,0.0,Slow Moving,Operational,0.0
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976....,Dispose,0.0,Dead Stock,Operational,0.0
83042428,"PAPER DUPLICATING WHITE A 4 SEMI-ABSORBENT 21cm x 29.7cm 75 GSM ,4.677 KGS.PER 1000 SHEETS....",Retain,3176.54,Active,Operational,3176.54
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/19....,Retain,3640.36,Active,Operational,3640.36
83051661,G-49  (ATTENDANCE REGISTER) (P.L.NO.83051661)SIZE 28.5CMS X 26 CMS (FINISHED) (PLUS/MINUS ....,Dispose,0.0,Dead Stock,Operational,0.0
83054110,"ENVELOPES MADE OF BROWN WRAPPER DOUBLE IMPERIAL, RIBBED KRAFT TO SIZE 26 X 11 CM. (10 1/2""....",Dispose,0.0,Dead Stock,Operational,0.0
83055551,FOUR QUIRE NOTE BOOK EACH OF 400 PAGES SIZE 33 CM LENGTH X 20.5 CM  WIDTH. PRINT WITH RULE....,Rationalize,0.0,Slow Moving,Operational,0.0
83055563,"BOOK RULED SIZE 20.5 X 33 CM 3 QUIRE 300 PAGES, RULE PRINT ON ALL PAGES SEVEN OR TWO TAPES....",Rationalize,0.0,Slow Moving,Operational,0.0
