PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
527900045265,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU",,,Dead Stock,Dispose,2200000.0,Operational
527900045289,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU",,,Slow Moving,Rationalize,2860000.0,Operational
527900045903,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms Crown#NCDI4X12BL-U-EU FOR SURYA ELECTR....",,,Slow Moving,Rationalize,982059.0,Operational
527900045915,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU for  R RAMA CHA....",,,Slow Moving,Rationalize,1227573.75,Operational
527900046506,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU FOR SS RAIL WOR....",,,Slow Moving,Rationalize,1964118.0,Operational
527900062767,INVERTER 1 KVA,,,Unknown,Monitor,69600.0,Operational
527900082614,ALPHA Charger for MOTOROLA Walkie Talkie Set,,,Dead Stock,Dispose,0.0,Operational
527900312176,4 MP IP Bullet Camera HI FOCUS,,,Slow Moving,Rationalize,0.0,Operational
527900313326,SCH B-03 Full HD Bullet (CP-PLUS CP-UNCTE21ZL6C-VMDS-Q)Type IP Colour Camera for VSS 5 STN....,,,Active,Retain,2817056.38,Operational
527900430653,SWITCH 24 Ports Managed Non PoE Layer 2 Access (L2 Switch),,,Active,Retain,174798.0,Operational
527900442771,PUNCOM 2MB ETHERNET TME CARD,,,Active,Retain,39884.0,Operational
527900443040,GENERATOR RINGING PUNCOM,,,Active,Retain,0.0,Operational
527900510650,Single line Double face Train Arrival/Departure display board as per RDSO Specification N....,,,Slow Moving,Rationalize,848824.0,Operational
527900510727,Single line Double face Train Arrival/Departure display board (TADDB),,,Active,Retain,0.0,Operational
527900510739,Platform Display Boards (PDB) (Double Line) (Single Face) (Colour of LED: White),,,Active,Retain,6532917.09,Operational
527900510740,Single line Double face Train Arrival/Departure display board (TADDB),,,Slow Moving,Rationalize,5040000.0,Operational
527900510752,Single line Double face Train Arrival/Departure display board (TADDB),,,Active,Retain,2880000.0,Operational
527900510788,Single line Double face Train Arrival/Departure display board (TADDB) FOR SS RAIL WORK AT ....,,,Dead Stock,Dispose,2758688.4,Operational
527901140087,PA MIXER,,,Dead Stock,Dispose,0.0,Operational
527901140130,PA MIXER AMPLIFIERS 2 ZONE AHUJA TZA-2000DP,,,Slow Moving,Rationalize,0.0,Operational
527901460094,MATRIX CARD RED LED TO SUIT CGDB,,,Dead Stock,Dispose,131747.0,Operational
527902350041,BATTERY BANK MF VRLA 48V / 200AH,,,Slow Moving,Rationalize,0.0,Operational
527902350065,BATTERY BANK SMF VRLA 48V / 300AH,,,Slow Moving,Rationalize,0.0,Operational
527903380041,Call station Ahuja APM 201 RM,,,Active,Retain,0.0,Operational
527903920072,"ST63E1, Small form factor Trib with 63 E1 / DS1 ports for TJ1400, E1 cables for ST63E1 car....",,,Active,Retain,269953.32,Operational
527905800227,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,,,Dead Stock,Dispose,6700000.0,Operational
527905800240,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,,,Dead Stock,Dispose,3400000.0,Operational
527905800290,Supply of True color Indoor Video Display (IVD) of Pixel Resolution (WxH) 432x128 (6-line....,,,Slow Moving,Rationalize,0.0,Operational
527905800318,"True color Indoor Video Display (IVD) FOR SS RAIL WORK AT PER,ABU,TRL STN",,,Slow Moving,Rationalize,1840309.63,Operational
527905800320,"True color Outdoor Video Display (OVD) FOR SS RAIL WORK AT PER,ABU,TRL STN",,,Slow Moving,Rationalize,4861466.66,Operational
527905800343,True color Indoor Video Display (IVD) with its mechanical structure of Pixel Resolution (W....,,,Slow Moving,Rationalize,1840309.63,Operational
527905800355,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,,,Slow Moving,Rationalize,2430733.33,Operational
527905800379,True color Indoor Video Display (IVD) FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,,,Slow Moving,Rationalize,1840309.63,Operational
527905800380,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,,,Slow Moving,Rationalize,2430733.33,Operational
527905800422,True color Indoor Video Display (IVD) with its mechanical structure FOR R RAMA CHANDRA RED....,,,Slow Moving,Rationalize,1840309.63,Operational
527907360024,SCH B-01 Full HD Resolution Fixed Dome (CP-PLUS CP-UNCVE21ZL4C-VMDS-Q) type IP Colour Came....,,,Active,Retain,425497.2,Operational
527907360036,SCH B-01 Full HD Resolution Fixed Dome (CP-PLUS CP-UNCVE21ZL4C-VMDS-Q) type IP Colour Came....,,,Active,Retain,721593.6,Operational
528700080244,WIRE 3.028,,,Unknown,Monitor,27720.0,Operational
528700380033,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62,,,Active,Retain,390000.0,Operational
528700380045,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62,,,Dead Stock,Dispose,1800000.0,Operational
529001730054,NETWORK BRANCHING HYBRID 4WIRE-6WAY.,,,Unknown,Monitor,82187.0,Operational
529001880441,SCH B-30 150mm width x 60mm depth x 1.6mm thick size perforated Hot dipped Galvanized cabl....,,,Active,Retain,2427480.0,Operational
529001880453,SCH B-32 Stainless steel (SS POLE) pipe(JSL-JINDAL RISHI SS304 grade) with suitable SS cou....,,,Active,Retain,16740.0,Operational
529002070025,CABLE 3 CORE,,,Dead Stock,Dispose,0.0,Operational
529002520079,Double Faced Coach Guidance Display Boards ( CGDB ),,,Active,Retain,621000.0,Operational
529002520109,Double Faced Coach Guidance Display Boards (CGDB),,,Dead Stock,Dispose,2236000.0,Operational
529003560279,5 watt VHF Digital Walkie Talkie Set without Keypad and without Display to Specn.No.RDSO....,,,Slow Moving,Rationalize,0.0,Operational
529004840030,Supply of Intelligent E 1 to Ethernet convertor (EthernetPort to G-703). Unit tohave one E....,,,Active,Retain,0.0,Operational
529006340035,"FTU20, FTU & OAM for TJ1400 7 slot chassis for TEJAS T1400 STM16 equipment",,,Active,Retain,199877.84,Operational
529006590027,BATTERY FOR KENWOOD WALKIE TALKIE KNB-57L,,,Slow Moving,Rationalize,0.0,Operational
529008670087,SCH B-60 WiFi access points controller (INDIO NETWORKS WIFI 6 ACCESS POINT UM-325AX ) mana....,,,Active,Retain,311200.0,Operational
529008670099,SCH B-61 WiFi access points controller (INDIO NETWORKS WIFI 6 ACCESS POINT UM-325AX ) mana....,,,Active,Retain,200000.0,Operational
529009640030,OFC Patch cards LC-SC connector 10 mtr length,,,Dead Stock,Dispose,170000.0,Operational
529009640042,OFC Patch cards LC-SC connector 10 mtr length for  R RAMA CHANDRA REDDY-KADAPA IPIS WORK A....,,,Slow Moving,Rationalize,17788.2,Operational
529012410027,Platform display controller (PDC),,,Active,Retain,84000.0,Operational
529012410039,Platform display controller (PDC),,,Active,Retain,350000.0,Operational
529012890025,Full HD P/T/Z type IP colour camera along with all accessories as per. RDSO/SPN/TC/65/2021....,,,Active,Retain,2970369.59,Operational
529012920091,SCH B-41 Fully functional multipurpose Digital key board (Joy stick CP-PLUS CP-UNK-331) fo....,,,Active,Retain,27200.0,Operational
529013630023,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH2 WORK,,,Slow Moving,Rationalize,0.0,Operational
529013630035,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH 3 WORK,,,Slow Moving,Rationalize,0.0,Operational
529014480033,"1U cable manager for 19 rack for 2nd and 4th floor of NGO,PRS at MMC building by FLY ENTER....",,,Slow Moving,Rationalize,0.0,Operational
529018700027,STP (Shielded Twisted Pair) CAT6 cable 23 AWG (4 pair) compliant with EIA/TIA568-B.2-1 sta....,,,Active,Retain,230813.81,Operational
529021160036,TJ1400 R2 Packet Optical Transport System: 7 slot Base chassis (ET) with R2 Backplane and ....,,,Active,Retain,254398.56,Operational
529900070051,HP 803 BLACK CARTRIDGE,,,Active,Retain,0.0,Operational
529900350047,32 WAY ULINK PANELS (WRAPPING TYPE) FOR RC SCADA WORK MAS-AJJ-RU SECTION,,,Slow Moving,Rationalize,0.0,Operational
539800055337,CABLE 100 PAIR U/G PIJF,,,Dead Stock,Dispose,0.0,Operational
539800111080,SURVIVAL CABLE 2 X 1.5 SQMM UNARMOURED,,,Dead Stock,Dispose,0.0,Operational
539800448128,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR",,,Active,Retain,25000.0,Operational
539800448130,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR",,,Dead Stock,Dispose,56250.0,Operational
539800448189,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR FOR SURYA ELECTRONICS IPIS WORK A....",,,Slow Moving,Rationalize,11546.1,Operational
539800448190,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR for  R RAMA CHANDRA REDDY-KADAPA ....",,,Slow Moving,Rationalize,6927.66,Operational
539800448281,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR FOR SS RAIL WORK AT JTJ STN",,,Slow Moving,Rationalize,11546.1,Operational
539800469648,PORTABLE TWO WAY PA SPEAKER,,,Dead Stock,Dispose,0.0,Operational
539800493572,"MS sheet box of 3mm thick to accommodate 55 inch LED TV, 12F FMS, 5/15A power socket termi....",,,Slow Moving,Rationalize,6238514.64,Operational
539800819635,42U RACK,,,Active,Retain,0.0,Operational
539800829501,24U RACK / NETWORKING RACK,,,Dead Stock,Dispose,0.0,Operational
539801039390,SCH A-14 CAT6 UTP 23 AWG patchchord (RJ45) 3 Mtrslength factory crimped for e-TSR WORK BY ....,,,Active,Retain,0.0,Operational
539801361018,WEBFIL Exchange Interface card,,,Slow Moving,Rationalize,728284.2,Operational
539801361468,GPS interface Card with suitable connectors for GPS Clock as per RDSO Specification RDSO/S....,,,Active,Retain,70101.44,Operational
539801395296,TV SMART LED 49 INCH SONY MAKE,,,Dead Stock,Dispose,0.0,Operational
539801396203,TV 55 LED UHD smart SONY FW-55BZ40L,,,Active,Retain,4725000.0,Operational
539801396525,TV 55 Inch (24x7) Industrial grade Commercial Large format display Samsung LH55QHCEGCXXL F....,,,Slow Moving,Rationalize,3000000.0,Operational
539801431227,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SURYA ELECTRONICS IPIS WORK AT ....,,,Slow Moving,Rationalize,136212.9,Operational
539801431239,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV for  R RAMA CHANDRA REDDY-KADAPA IPI....,,,Slow Moving,Rationalize,136212.9,Operational
539801431276,"5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SS RAIL WORK AT PER,ABU,TRL STN....",,,Slow Moving,Rationalize,204319.35,Operational
539801431288,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SS RAIL WORK AT JTJ STN,,,Slow Moving,Rationalize,204319.35,Operational
539801448823,`TRIPOD SPEAKER STAND,,,Dead Stock,Dispose,0.0,Operational
539801538514,DIGITAL MULTIMETER RISHI MULTI 18S,,,Dead Stock,Dispose,0.0,Operational
539801591796,9U RAck,,,Dead Stock,Dispose,0.0,Operational
539801592053,9U RAck,,,Active,Retain,1189440.0,Operational
539801657679,"Wall speaker 6W WS 664T for A20 CONSTRUCTION FOB WORK at  KOK, TNP,GPD,WCN,KAVM,TNPM STN",,,Slow Moving,Rationalize,4500.0,Operational
539801669852,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV,,,Active,Retain,300000.0,Operational
539801778410,Single Fibre bidirectional Module (SFP) CISCO GLX-BX-D for Utility shifting work by SRI SR....,,,Slow Moving,Rationalize,144000.0,Operational
539801778483,"Single Fibre bidirectional Module-SFP for 2nd and 4th floor of NGO,PRS at MMC building by....",,,Slow Moving,Rationalize,0.0,Operational
539801778495,"Single Fibre bidirectional Module-SFP for 2nd and 4th floor of NGO,PRS at MMC building by ....",,,Slow Moving,Rationalize,0.0,Operational
539801779256,SFP-BX -D andSFP-BX-U (pair) supportsminimum 10Kms. SingleFibre Transceiver FibreModule to....,,,Active,Retain,496780.0,Operational
539801779517,SCH B-25 Single mode single fibre 1G SFP(MROTEK MK-P2413DI & MK-P2513DI )+ module & supp....,,,Active,Retain,353240.4,Operational
539801779700,SCH B-47 SFP (MROTEK) 10G + supports minimum of 10Km with dual fibre connectivity to suit ....,,,Active,Retain,71200.0,Operational
539801779724,SCH-B- 26 SFP 10G + supports minimum of 40Km with dual fibre connectivity to suit the swit....,,,Active,Retain,175600.0,Operational
539801784410,POWER CABLE ARMOURED  3CORE 4 SQMM MULTI STRAND COPPER CONDUCTOR,,,Slow Moving,Rationalize,0.0,Operational
539801784744,POWER CABLE ARMOURED 3 CORE 4 SQ.MM MULTI STRAND COPPER,,,Active,Retain,0.0,Operational
539801849015,MODEM G703 2 MBPS,,,Slow Moving,Rationalize,0.0,Operational
539801849027,MODEM V35 2 MBPS,,,Slow Moving,Rationalize,0.0,Operational
539801901815,SCH-B- 25 UPS 05 KVA at least 1 hour battery back up in full load condition complete with ....,,,Active,Retain,2239380.0,Operational
539801916260,WEBFIL 2W/4W SUBSCRIBER INTERFACE/ FXS CARD,,,Slow Moving,Rationalize,0.0,Operational
539801992328,SCH B-10 HDMI cable (ADNet AD-4K-64) 10 meter for CCTV Cameras at RPF posts/Out-post in Ch....,,,Active,Retain,18608.0,Operational
539802239981,PVC CONDUIT PIPE 32 MM,,,Dead Stock,Dispose,0.0,Operational
539802259074,4K UHD Bullet type IP colour camera (TYPE A) WITH 128 GB MEMORY CARD,,,Dead Stock,Dispose,0.0,Operational
539802259141,4K UHD bullet type IP colour camera (TYPE A),,,Dead Stock,Dispose,2719366.0,Operational
539802259438,4KUHD bullet type IP colourcamera (TYPE A),,,Active,Retain,531278.0,Operational
539802295820,POE SWITCH 8 PORT,,,Active,Retain,163560.0,Operational
539802297245,MANAGEABLE FIELD SWITCHES 8 PORT POE,,,Dead Stock,Dispose,0.0,Operational
539802298778,8 port POE smart manageable switch with two fibre ports (1G SFP loaded) for 2nd and 4th fl....,,,Slow Moving,Rationalize,0.0,Operational
539802299242,Manageable Field Switches consisting of 8 nos. of 10/100/1000 BASE-T PoE and 2 nos of SFP ....,,,Active,Retain,1183312.77,Operational
539802299618,Manageable Field Switches of 8 nos. of 10/100/1000 BASE-T PoE and 2 nos of SFP 1000 Mbps u....,,,Slow Moving,Rationalize,0.0,Operational
539802318560,MEDIA CONVERTER SINGLE MODE SINGLE FIBER,,,Slow Moving,Rationalize,0.0,Operational
539802319137,Media converter single mode ethernet to Fiber MROTEK HOSTA-UG/SA/SM15/SC/CAD FOR SS RAIL W....,,,Slow Moving,Rationalize,308750.0,Operational
539802319162,Media converter single mode Ethernet to Fiber  FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL....,,,Slow Moving,Rationalize,432250.0,Operational
539802319174,Media converter single mode ethernet to Fiber for ANNAIE 69 STN,,,Active,Retain,853335.0,Operational
539802319253,Media converter single mode ethernet to Fiber MROTEK HOSTA-UG/SA/SM15/SC/CAD FOR SS RAIL W....,,,Slow Moving,Rationalize,703950.0,Operational
539802319320,SCH- 23 Media converter single mode ethernet to Fiber  for MEA 9 STN WORK BY ANNAIE INFORM....,,,Active,Retain,18525.0,Operational
539802319356,SCH B-19 Media converter single mode ethernet to Fiber media converter for transmission an....,,,Active,Retain,1120000.0,Operational
539802319368,SCH B-19 Media converter single mode ethernet to Fiber media converter for transmission an....,,,Active,Retain,1116000.0,Operational
539802398608,Controller Ahuja APM 202 CU,,,Active,Retain,0.0,Operational
539802398633,"Platform display contrlloer (PDC) as per RDSO Specification No.RDSO/SPN/TC /108/2019, Ver-....",,,Slow Moving,Rationalize,252000.0,Operational
539802398682,PLATFORM DATA CONTROLLER (PDC),,,Active,Retain,122286.86,Operational
539802398700,"Platform display controller (PDC) FOR SS RAIL WORK AT PER,ABU,TRL STN",,,Dead Stock,Dispose,445359.64,Operational
539802398724,Platform display controller (PDC) FOR SS RAIL WORK AT JTJ STN,,,Dead Stock,Dispose,242923.44,Operational
539802399390,SCH B5-8 Platform display controller (PDC) as per RDSO Spec.RDSO/SPN/TC/108/2019 Ver.1.0....,,,Unknown,Monitor,0.0,Operational
539802401190,"24 Port Giga Bit Layer 2 switch for 2nd and 4th floor of NGO,PRS at MMC building by FLY EN....",,,Slow Moving,Rationalize,0.0,Operational
539802545800,JUMPER WIRE,,,Active,Retain,23370.0,Operational
539802601335,NVR 8 CHANNEL,,,Active,Retain,0.0,Operational
539802615050,12 U RACK,,,Dead Stock,Dispose,0.0,Operational
539802648698,HARD DISK DRIVE INTERNAL 1 TB,,,Dead Stock,Dispose,0.0,Operational
539802648730,INTERNAL HARD DISK DRIVE 6 TB,,,Dead Stock,Dispose,0.0,Operational
539802649320,HARD DISK DRIVE INTERNAL 10 TB,,,Slow Moving,Rationalize,0.0,Operational
539802674340,42U SERVER RACK,,,Active,Retain,0.0,Operational
539802674570,19 inch 42U Racks of size 2200mm x 600mm x 600mm,,,Active,Retain,411370.19,Operational
539802685427,BATTERY 1.5V SIZE D20 NIPPO MAKE,,,Dead Stock,Dispose,0.0,Operational
539802804179,HDPE PIPE,,,Slow Moving,Rationalize,0.0,Operational
539802805135,"HDPE pipe for 24F/48F 33 mm inner dia, 40 mm outer dia for Utility shifting  work by SRI S....",,,Active,Retain,135339.38,Operational
539802896049,"Rigid 32mm dia PVC conduits confirming to IS 9537 /P3/1983 for 2nd and 4th floor of NGO,PR....",,,Slow Moving,Rationalize,2769.6,Operational
539802982203,DIGITAL MULTIMETER RISHABH 14S,,,Dead Stock,Dispose,0.0,Operational
539802996380,DIGITAL INSULATION TESTER,,,Slow Moving,Rationalize,12840.0,Operational
539802996457,DIGITAL INSULATION TESTER,,,Dead Stock,Dispose,5200.0,Operational
539803344280,SCH-B- 15 SFP-BX -D and SFP-BX-U (pair) 1G supports minimum 10Km Single Fibre Transceiver ....,,,Active,Retain,557991.0,Operational
539803505494,GPS clock as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest.,,,Slow Moving,Rationalize,270000.0,Operational
539803505500,GPS clock as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest.,,,Active,Retain,0.0,Operational
539803505512,"GPS Clock as per RDSO SPN. RDSO/SPN/TC 62/2008 Rev 3.0 or latest FOR SS RAIL WORK AT PER,A....",,,Active,Retain,277551.12,Operational
539803505688,GPS clock (Doule sided) as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest. ....,,,Slow Moving,Rationalize,370068.16,Operational
539803680036,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; 6W multi-tap transforme....",,,Slow Moving,Rationalize,12463.65,Operational
539803680048,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; JBL Model #CS-IWS05W FO....",,,Slow Moving,Rationalize,37390.95,Operational
539803716997,SCH-B- 12 manageable Layer-2 Switches(RL TECH RGS5200-28XP) consisting of 24 x 10/100/100....,,,Slow Moving,Rationalize,0.0,Operational
539803717000,SCH B-20 Manageable Layer-2 Switches(MROTEK LAVENDER-244XP) consisting of 24 x 10/100/100....,,,Active,Retain,1301265.0,Operational
539803717059,SSCH B-21 Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports....,,,Active,Retain,678180.0,Operational
539803717102,SCH B-46 Manageable Layer-2 Switches(LAVENDER-244XP) consisting of 24 x 10/100/1000 BASE-T....,,,Active,Retain,472000.0,Operational
539804054789,"Power cable 3 core, 2.5 sq mm, multistrand cable as per IS694:1990 reaffirmed 1995 for ele....",,,Active,Retain,38000.0,Operational
539804082608,CT BOX 4 PAIR / 5 PAIR,,,Unknown,Monitor,18000.0,Operational
539804082610,CT BOX 20 PAIR,,,Dead Stock,Dispose,0.0,Operational
539804140372,"SCH B-25 HDPE pipe (33 mm inner dia, 40 mm outer dia) as per Specification No.RDSO/SPN/TC/....",,,Active,Retain,199897.5,Operational
539804447143,PVC 32 MM CONDUIT PIPE ( 3 Mtr. long),,,Active,Retain,2171125.0,Operational
539804447179,PVC PIPE OF 25 MM SIZE,,,Slow Moving,Rationalize,5073.6,Operational
539804447234,PVC conduit pipe 32 mm(ISI mark) conforming to IS:9537 medium for Utility shifting work by....,,,Active,Retain,13475.0,Operational
539804447416,SCH A-01 PVC conduit pipe 25 mm (ISI mark) conforming to IS: 9537 medium for e-TSR over Ch....,,,Active,Retain,190900.0,Operational
539804450166,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA,,,Slow Moving,Rationalize,10499238.98,Operational
539804450269,SCH B-35 Full HD Bullet (CP-PLUS CP-UNC-TE21ZL6C-VMDS-Q) Type IP Colour Camera for R RAMA ....,,,Active,Retain,145000.0,Operational
539804468353,NVR 4 CHANNEL,,,Slow Moving,Rationalize,0.0,Operational
539804489952,SCH B-61 manageable Field Switches consisting of 8 nos. of 10/100/1000 BASE-T PoE and 2 no....,,,Active,Retain,238000.0,Operational
539804531166,CABLE 20 PAIR UG PIJF,,,Dead Stock,Dispose,0.0,Operational
539804531324,20 PAIR SB CABLE FOR SCADA WORK IN AJJ-JTJ SECTION,,,Dead Stock,Dispose,0.0,Operational
539804531403,Cable 20 pair PIJF UG cable with poly-al moisture barrier 20 pair x 0.63mm as per RDSO Spe....,,,Active,Retain,0.0,Operational
539804575674,VIDEO MANAGEMENT SYSTEM & VIDEO RECORDING SOFTWARE,,,Dead Stock,Dispose,0.0,Operational
539804575704,Central Data Controller Unit (CDC) along with CDS conforming to system requirement as per ....,,,Slow Moving,Rationalize,525000.0,Operational
539804575807,Video Management System and Video Recording software FOR VSS REACH2 ELDORADO WORK,,,Slow Moving,Rationalize,1387608.0,Operational
539804581248,Double Faced Coach Guidance Display Boards,,,Active,Retain,2125056.98,Operational
539804721137,"SUPPLY OF WIRELESS ROUTER with minimum 4 Number of 1 G SFP Port, minimum 1800 MPPSPacket ....",,,Dead Stock,Dispose,0.0,Operational
539804751828,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,,,Active,Retain,204000.0,Operational
539804752201,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,,,Slow Moving,Rationalize,0.0,Operational
539804752225,CABLE OFC 6 FIBER ARMOURED OPTIC FIBRE CABLE SM FOR ANNAIE 69 STN,,,Active,Retain,342674.31,Operational
539804753072,CABLE OFC 6 FIBER ARMOURED OPTIC FIBRE CABLE SM for FOB work by SRI SRINIVASA,,,Slow Moving,Rationalize,31295.0,Operational
539804753989,SCH B-47 OFC 12 core Unarmoured Optical fibre cable for indoor for VSS 5 STN WORK BY KS SM....,,,Active,Retain,0.0,Operational
539804754143,Sch B-26 OFC cable 24 fibre armoured as per RDSO specification No.IRS:TC:55/2006 Rev.l fo....,,,Active,Retain,625000.0,Operational
539804754222,SCH B-29 OFC 12 core single mode armoured optic fibre cable ITU-G 652D for CCTV Cameras a....,,,Active,Retain,116297.5,Operational
539804776369,CABLE 12C X 1.5 SQMM,,,Dead Stock,Dispose,0.0,Operational
539804830637,LIU 24 Port Rock Mounted Fibre Patch Panel,,,Active,Retain,30400.0,Operational
539804978320,TV SMART LED 55 INCH LG MAKE,,,Dead Stock,Dispose,0.0,Operational
539804978872,TV 55 Inch (24x7) Industrial grade Commercial Large format display,,,Active,Retain,0.0,Operational
539804978914,TV 55 LED UHD smart  SAMSUNG  QH55C,,,Active,Retain,9685217.64,Operational
539804999371,19 inch 9U size height wall mounting type,,,Active,Retain,764640.0,Operational
539805021391,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,,,Slow Moving,Rationalize,0.0,Operational
539805021810,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,,,Active,Retain,142810.0,Operational
539805021962,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,,,Active,Retain,928265.0,Operational
539805021974,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,,,Active,Retain,0.0,Operational
539805022140,FMS Rack mounting type 19size for 12F with FC/SC-PC connector loaded with pigtails and ter....,,,Active,Retain,96824.0,Operational
539805022309,SC TYPE rack/Wall mountable24F Fibre management system (FMS) for Utility shifting work b....,,,Active,Retain,8200.0,Operational
539805022450,"24 port loaded patch panel /jack panel with cable manager for 2nd and 4th floor of NGO,PRS....",,,Slow Moving,Rationalize,0.0,Operational
539805022772,SC TYPE rack/Wall mountable24F Fibre management system (FMS) for FOB work by SRI SRINIVASA,,,Slow Moving,Rationalize,31360.0,Operational
539805022784,FMS Rack mounting type 19size for 12F with FC/SC-PC connector loaded with pigtails and ter....,,,Slow Moving,Rationalize,41160.0,Operational
539805022942,LIU 12 Port Rock Mounted Fibre Patch Panel,,,Active,Retain,77000.0,Operational
539805023351,FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails for electr....,,,Active,Retain,49500.0,Operational
539805023648,SCH A-11 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails ....,,,Active,Retain,0.0,Operational
539805023673,SCH NO 17 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails ....,,,Active,Retain,19440.0,Operational
539805023685,SCH NO 18 SC TYPE Rack/Wall mountable 24F Fibre management system (FMS)suitable for splici....,,,Slow Moving,Rationalize,125440.0,Operational
539805023971,SCH B-79 OFC cable 24 fibre armoured  as per RDSO specification NO.IRS:TC:55/2006 Rev.1for....,,,Active,Retain,240000.0,Operational
539805024100,SCH B-22 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails a....,,,Active,Retain,285465.6,Operational
539805024112,SCH B-55 SC TYPE Rack mountable 24F Fibre management system (FMS) suitable for splicing an....,,,Active,Retain,257212.31,Operational
539805024124,SCH B-56 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails a....,,,Active,Retain,324500.0,Operational
539805024136,SCH B-25 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails f....,,,Active,Retain,23800.0,Operational
539805024148,SCH B-26 SC TYPE Rack mountable 24F FMS suitable for splicing and front patching of 24F ca....,,,Active,Retain,44500.0,Operational
539805024690,"SCH B5-29 Rack mountable 48 Fibre management system (FMS) for TUNGSTEN-NAGPUR at WJ,TKO,AJ....",,,Unknown,Monitor,0.0,Operational
539805024707,SCH B5-30 SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) for TUNGSTEN-NAGPU....,,,Unknown,Monitor,0.0,Operational
539805024719,SCH B5-31 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtail....,,,Unknown,Monitor,0.0,Operational
539805069326,OFC cable 24 fibre armoured as per RDSOspecification No.IRS:TC:55/2006 for Utility shiftin....,,,Active,Retain,0.0,Operational
539805069480,CABLE UNARMOURED SINGLE MODE 12F OFC CABLE for FOB work by SRI SRINIVASA,,,Slow Moving,Rationalize,12800.0,Operational
539805069521,12 Fiber Single mode Armoured OFC Telecommunication cable. confirm to ITU-G 652D for elect....,,,Active,Retain,41283.34,Operational
539805069661,SCH A-07 12 Fiber Single mode Armoured OFC Telecommunication cable. confirm to ITU-G 652D.....,,,Active,Retain,329282.0,Operational
539805107303,SWITCH BOARD 10 PAIR CABLE,,,Slow Moving,Rationalize,0.0,Operational
539805124118,AIR CONDITIONER SPLIT 2 TON WITH IN-DOOR & OUT-DOOR UNIT,,,Slow Moving,Rationalize,0.0,Operational
