PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
501000262606,GI pipe 50 mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,1399.77,1399.77,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500026,GRS BOX FULL SIZE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,48633.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500464,GRS BOX HALF SIZE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,37133.0,74266.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
501000260269,GI pipe 100mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,3572.92,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
553000020013,GROUND LEVER FRAME SINGLE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,15000.0,90000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567923430025,GROUND CONNECTION FOR 220 MM STROKE POINT MACHINE 1 IN 12,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,53827.77,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567925340052,Ground connection 220mm 1 in 8.5,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,50290.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003040016,GATE BELL HOOD WITH OUT BELL,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003050010,GATE BELL 'T' CONNECTOR Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,7.0,50.0,350.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560603820857,GROUND CONNECTION   D Bracket,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,20.0,250.0,5000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560402822772,Tx Rx COILS for 21KHZ and 25 KHZ for HASSDAC,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,0.0,36800.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560401680040,HASSDAC TRANSMITTER COIL 25 KHZ,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,1.0,22868.4,22868.4,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560401670034,HASSDAC RECEIVER COIL 25KHZ,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,0.0,22868.4,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560401670022,HASSDAC  RECEIVER  COIL 21KHZ,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,0.0,22868.4,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560606710054,HASSDAC-TRANSMITTER COIL21 KHZ,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,0.0,22868.4,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
553000260012,HP LOCK DOUBLE.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,5501.5,16504.5,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539822320066,HASSDAC complete Set,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,0.0,644337.5,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563045820018,"Insulation D Bracket Set for IRS Point machine ( 1 RH Plate, 1 LH Plate, Bush-S-23199-04 ....",Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,216.0,210.56,45480.1,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539805880375,INSULATION SET FOR 220MM Ground connection,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1459.7,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000840010,INSULATION FOR SWITCH EXTENTION PIECE Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,3.0,25.0,75.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003160010,ILLUMINATED DAIGRAM BOARD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,400.0,800.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
419000010243,Insulation for Leading Stretcher Bar,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,165.2,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
419001810012,Point insulation ( Nylon -66) Complete set with RDSO spec IRS-S-40/84 or latest consist of....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,237.77,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563045840455,INSULATION  GAUGE TIE PLATE(GTP),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,21.0,166.55,3497.57,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
472100011770,Inverter 24/110/500VA,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,30000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539828630016,A SET OF 52KG.INSULATION RAIL JOINT UIC FOUR CHANNEL TYPE (TPU MOULDED) CONSISTING OF: i.C....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,109.0,615.0,67035.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564800080015,"IPS WITH ALL ACCESSORIES RLD (AVR MODULE-1.5KVA-1No,AVR MODULE-1.0KVA-1No, DC-DC converto....",Railway_Operations,PGT,Palakkad,IPS,Operational,C,,0.0,600000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539821910019,INSULATION 'L' BRACKET,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,212.0,209.09,44327.72,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
509000130018,Isolation Transformer,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2022.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000750010,JOINT SOLID FOR RODDING Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,1.0,350.0,350.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
838000530141,Joint Inspection register of Point and crossings,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,375.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560600070018,Knob FOR THUMB SWITCH,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,87.0,124.91,10867.26,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,12.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567911970019,LENS  FL CLEAR 101 MM,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,100.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
522001010016,LAMP 110/25W/3 PIN,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,12.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539812900013,LED SIGNAL RED ASPECT FOR ROAD WARNING,Railway_Operations,PGT,Palakkad,LED Signal,Operational,B,,40.0,8704.18,348167.04,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
749000120118,LOCK PAD IRON -35 mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,49.0,242.0,11858.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
749000120222,LOCK PAD 40 MM (GODREJ - NAVATHAL),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,50.0,300.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564681420018,LED MAIN SIGNAL RED ASPECT,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,0.0,8539.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564681590015,LED SIGNAL YELLOW FOR ROAD WARNING.,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,0.0,8702.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564681600860,LED SIGNAL ROAD WARNING GREEN,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,0.0,10030.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564700070012,LAMP  110V/25W/2pin.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,378.0,12.0,4536.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565000043047,Limit Switch  2NO - 2NC  roller TYPE For HEIDZ  MAKE ELB .,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,54.0,1321.6,71366.4,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
236400070013,Lead tablets of 10mm diameters for sealing,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,13.4,304.0,4073.61,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549008290011,MS TURN PIN FOR RODDING,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,150.0,200.0,30000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
520500472512,Mobile phone with charger and accessories,Railway_Operations,PGT,Palakkad,Power Supply,Operational,A,,86.0,7999.0,687914.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559001330015,MUDGUARD SCREW,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1440.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
522004880071,MINI IPS,Railway_Operations,PGT,Palakkad,IPS,Operational,C,,0.0,1140000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539812600017,MAINTAINER HEAD LAMP,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2924.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
522004290164,Spare cards FOR MSDAC.,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,B,,1.0,254152.18,254152.18,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564680700147,Non metallic Calling ON SIGNAL UNIT,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,0.0,5565.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
562300090010,Panel indication LED assembly RED YELLOW,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,20.0,100.0,2000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000790018,PLIER GRIP Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,3.0,1500.0,4500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563000200064,"Point machine, 143 mm stroke with 400 AC Immunity motors",Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,109897.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56301571,POINT MACHINE 143 mm stroke ROTARY TYPE  110V,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,77752.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563045852093,IRS  Electric point machine  143mm stroke IP-65 with(400 ACP IP 67 Motor)along with galva....,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,130000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563046530050,Point Machine 143 mm Cover Assembly,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,4108.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563047180161,IRS POINT MACHINE 220MM /IP 67 Type,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,111495.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539827270016,Pinnacle for signal tubular post.,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,0.0,500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539860860044,Point Motor for IRS Point Machine  DC,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,11152.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539863990078,PCINOB CARDS FOR KYOSAN,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,379140.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539872260077,Modified Point  test Gauge 1.6mm &5mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,761.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218891018,Pin For Top Roller,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,102.0,85.0,8670.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
550400040018,PCB CONNECTOR FOR PANNEL,Railway_Operations,PGT,Palakkad,Termination / Wiring,Operational,C,,2.0,200.0,400.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
553000050170,Point Indicator Lamp,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,661.11,3966.65,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420273832479,PUSH SWITCH,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,8.0,3138.98,25111.82,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003260016,POINT ROD 1 1/4 DIA 18' (FEET LENGTH),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,25.0,800.0,20000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
669045460069,"PCB Assembly For Panel Indicator (Yellow-Red, Red-Yellow)",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,30.0,547.0,16410.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567911590016,Panel indication LED assembly YELLOW RED,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,25.0,41.0,1025.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563000200052,Point machine 143 mm stroke (IP 67 Type),Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,120027.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560602152312,RELAY ECR  OFF ASPECT,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,1500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567911900017,EXTERNAL LEASED LINE MODEM WITH T NETWORKING Electrical Signalling equipments and spares n....,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,1.0,15000.0,15000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560603080011,RELAY QECX-61 [4F/4B],Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,5425.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56220509,RELAY ELECTRONIC TIMER 120 SEC,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,2.0,3001.63,6003.26,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Railway_Operations,PGT,Palakkad,Relay,Operational,A,,164.0,7651.0,1254764.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539883710725,RELAY RACK,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,22800.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539896890693,KLCR RELAY,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,2.0,15458.0,30916.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
552000160018,RACK AND PINION LEVER OF INTERLOCKING FRAMES,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,8000.0,8000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
404008910315,ROUTE INDICATOR JUNCTION TYPE 2 WAY NON METALIC TYPE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,34718.88,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
430600020099,RHEOSTAT 500 OHMS 400W,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,850.0,850.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
460501250145,RELAY TEST KIT,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,3.0,36585.79,109757.37,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
468100321144,REMOVABLE CONNECTORS FOR RELAY PINS (Relay clip),Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,1.93,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
469028560018,REFLECTIVE JACKETS,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,292.45,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56985721,RELAY QB3 (PLUG TYPE RELAY 12 VOLTS DC4F),Railway_Operations,PGT,Palakkad,Relay,Operational,B,,26.0,8120.0,211120.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56985800,RELAY ELECTRONIC TIMER 60 SEC,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,56.0,3021.3,169192.8,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56986130,RELAY STYLE QBAT AC TRACK,Railway_Operations,PGT,Palakkad,Relay,Operational,B,,40.0,10870.66,434826.24,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
603203920287,ROLLER SEGMENT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,950.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
794700030016,"Rain Coat With Cap/Hood and separate  Waterproof trouser, Functional specification:-Waterp....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,1044.75,3134.25,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500142,RELAY QNA1 ACI 8F/8B,Railway_Operations,PGT,Palakkad,Relay,Operational,A,,188.0,8012.05,1506265.21,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500415,RELAY POLARISED 3 POSITION,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,2.0,30737.0,61474.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Railway_Operations,PGT,Palakkad,Relay,Operational,A,,414.0,7624.5,3156543.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565094801071,RTU (Remote Terminal Unit)  32 DIGITAL AND 8 ANLOG,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,172500.0,172500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565172840569,RTU  DUAL CARD LEASED LINE MODEM,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,1.0,8000.0,8000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565198000017,RETRO REFLECTIVE STICKER  YELOW COLOUR FOR GOODS WARNING BOARD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,250.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567900050017,Relay QNA1K 6F 6B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,3.0,4955.0,14865.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567900100010,Relay QBA1 8F 6B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,4.0,6500.0,26000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567900400016,Relay QNNA1 6F/2B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,9000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567900413114,Relay QNN1 6F/2B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,2.0,9500.0,19000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567900770014,Relay QN1 12F 4B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,8000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567911890012,RTU POWER SUPPLY SET 24V Electrical Signalling equipments and spares not otherwise classif....,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,0.0,10000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560602540014,RELAY QNA1 12F/4B,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,7500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560405800015,SSDAC DC-DC Converter card No.8 (CELL MAKE),Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,1.0,2548.0,2548.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560405880011,SSDAC LDU FOR GGTRONICS MAKE,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,3.0,1500.0,4500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560603161473,SSDAC EF CARD FRAME WITH MOTHER BOARD  GGTRONICS MAKE,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,2.0,32500.0,65000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560609470017,SSDAC SF CARD with Mother board (GG TRONICS MAKE),Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,2.0,30000.0,60000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
561800030106,SM'S Control 4 SLIDE with locking,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,2500.0,10000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563003580078,Safety Fasteners Three Point safety nut with bolt and socket for Ground connection 220mm ....,Railway_Operations,PGT,Palakkad,Termination / Wiring,Operational,C,,0.0,16510.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539828810018,SSDAC Transmitter coil For CEL MAKE,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,5.0,10631.0,53155.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539848730016,SMS Alert System,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,14143.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539852820041,SPRING FOR KEY LOCK E type,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,770.0,17.7,13629.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539896951396,shunt signal Unit,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,5.0,2000.0,10000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542222890360,Sliding Boom Complete set.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,202692.1,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
543100020011,SURFACE BASE 140 MM DIA,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,5664.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
429084670016,Surge Voltage Protection Device (SVPD) for SSDAC CEL MAKE,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,4.0,31270.0,125080.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
469028950015,SCREW DRIVER 300mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,13.0,700.0,9100.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
502323190434,Signal post Telephone (SPT),Railway_Operations,PGT,Palakkad,Telephone,Operational,C,,1.0,4720.0,4720.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539805771008,Shunt signal Position light unit with post.,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,B,,68.0,8986.72,611097.16,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569001190084,Sealing Wire,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.83,153.99,435.79,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569037670033,SEM Appendix-I & Appendix II,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,1063.0,1063.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
589800030020,SPECIAL SPANNER FOR MAINTANENCE OF ELECTRICAL POINT MACHINE GROUND CONNECTION,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,0.0,2606.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
600400101630,Steel Sleeper Flat,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,13.0,250.0,3250.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
669800470159,Steel wire rope,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,22.42,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
733239370010,Split PIN,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,10.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
795148170100,SAFETY FOOTWEAR,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,1531.64,4594.92,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
839096164279,STOP BOARD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,5276.0,21104.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
